Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name,Needs Review,Confidence Score,
Angenieux,Front,28-76,,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,28-76mm Angenieux Front (Uncoated),FALSE,0.6774193548,
Angenieux,,9.5-57,T1.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5-57mm Angenieux T1.9,FALSE,0.8571428571,
Angenieux,,11.5-138,T2.3,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5-138mm Angenieux T2.3,FALSE,0.8695652174,
Angenieux,,11.5-138,T2.3,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5-138mm Angenieux T2.3,FALSE,0.8695652174,
Angenieux,,5.9,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9mm Angenieux T2,FALSE,0.875,
Blurtar,,40,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Blurtar T2.3,TRUE,0.4,
Blurtar,,75,T3.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Blurtar T3.8,TRUE,0.4,
Canon,,7-63,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-63mm Canon T2.6,FALSE,0.8,
Canon,,8-64,T2.4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-64mm Canon T2.4,FALSE,0.8,
Canon,,6.6-66,T2.7,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6-66mm Canon T2.7,FALSE,0.8235294118,
Canon,,11-165,T2.5,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-165mm Canon T2.5,FALSE,0.8235294118,
Canon,,10.6-180,T2.7,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6-180mm Canon T2.7,FALSE,0.8421052632,
Canon,,200,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon T2.0,FALSE,0.8571428571,
Canon,,300,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Canon T2.8,FALSE,0.8571428571,
Canon,,400,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,400mm Canon T2.8,FALSE,0.8571428571,
Canon,,800,T5.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,800mm Canon T5.6,FALSE,0.8571428571,
Canon,,600,T4.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,600mm Canon T4.5,FALSE,0.8571428571,
Canon,,100,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon Prime T2,FALSE,0.8823529412,
Century / Kinoptik,,9.8,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8mm Century / Kinoptik T2.3,TRUE,0.56,
Century,Baby Periscope,5.6,T5.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century Baby Periscope T5.6,TRUE,0.5833333333,
Century,,150-600,T5.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150-600mm Canon Century T5.6,FALSE,0.68,
Century,,3.5,T1.8,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,16mm Format,,,,,,,,3.5mm Century T1.8 (16mm Format),FALSE,0.8571428571,
Century,,6,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm Century T1.9,FALSE,0.8571428571,
Cooke,Speed Panchro,100,T2.8,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Speed Panchro T2.8 TLS,TRUE,0.4137931034,
Cooke,S4,14,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,14mm Cooke S4 T2.0 - Kooky Cooke,TRUE,0.4230769231,
Cooke,S4,16,T2.0,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,16mm Cooke S4 T2.0 - Kooky Cooke,TRUE,0.4230769231,
Cooke,S4,25,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,25mm Cooke S4 T2.0 - Kooky Cooke,TRUE,0.4230769231,
Cooke,S4,27,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,27mm Cooke S4 T2.0 - Kooky Cooke,TRUE,0.4230769231,
Cooke,S4,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,32mm Cooke S4 T2.0 - Kooky Cooke,TRUE,0.4230769231,
Cooke,S4,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,40mm Cooke S4 T2.0 - Kooky Cooke,TRUE,0.4230769231,
Cooke,S4,50,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,50mm Cooke S4 T2.0 - Kooky Cooke,TRUE,0.4230769231,
Cooke,Telepanchro,152,T3.2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,152mm Cooke Telepanchro T3.2 TLS,TRUE,0.4285714286,
Cooke,Anamorphic,100,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Anamorphic Lens  T2.3,TRUE,0.4285714286,
Cooke,Anamorphic,135,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke Anamorphic Lens T2.3,TRUE,0.4285714286,
Cooke,Anamorphic,180,T2.8,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Cooke Anamorphic Lens T2.8,TRUE,0.4285714286,
Cooke,Anamorphic,300,T3.5,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Cooke Anamorphic Lens T3.5,TRUE,0.4285714286,
Cooke,S4,18,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke S4 T2.0 - Special FX,TRUE,0.44,
Cooke,S4,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke S4 T2.0 - Special FX,TRUE,0.44,
Cooke,S4,18,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Ray Bender,,,,,,,,18mm Cooke S4 T2.0 - Ray Bender,TRUE,0.44,
Cooke,S4,25,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Ray Bender,,,,,,,,25mm Cooke S4 T2.0 - Ray Bender,TRUE,0.44,
Cooke,S4,27,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Ray Bender,,,,,,,,27mm Cooke S4 T2.0 - Ray Bender,TRUE,0.44,
Cooke,S4,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Ray Bender,,,,,,,,32mm Cooke S4 T2.0 - Ray Bender,TRUE,0.44,
Cooke,S4,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Ray Bender,,,,,,,,40mm Cooke S4 T2.0 - Ray Bender,TRUE,0.44,
Cooke,S4,50,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Ray Bender,,,,,,,,50mm Cooke S4 T2.0 - Ray Bender,TRUE,0.44,
Cooke,S4,65,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Ray Bender,,,,,,,,65mm Cooke S4 T2.0 - Ray Bender,TRUE,0.44,
Cooke,Speed Panchro,25,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke Speed Panchro T2.2,TRUE,0.44,
Cooke,Speed Panchro,50,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Speed Panchro T2.3,TRUE,0.44,
Cooke,Speed Panchro,75,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke Speed Panchro T2.3,TRUE,0.44,
Cooke,S4,100,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,100mm Cooke S4 T2.0 - Kooky Cooke,TRUE,0.4444444444,
Cooke,S4,21,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm Cooke S4 T2.0 - NO i/ Data,TRUE,0.4583333333,
Cooke,S4,12,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,12mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,14,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,14mm Cooke S4 T2.0  - NO i/Data,TRUE,0.4583333333,
Cooke,S4,16,T2.0,Prime,16MM,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,16mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,18,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,18mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,25,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,25mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,27,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,27mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,32mm Cooke S4 T2.0 - NO i/data,TRUE,0.4583333333,
Cooke,S4,35,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,35mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,40mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,50,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,50mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,65,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,65mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,S4,75,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,75mm Cooke S4 T2.0 - NO i/Data,TRUE,0.4583333333,
Cooke,Cinetal MKII,25-250,T4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Cooke Cinetal MKII T4,TRUE,0.4615384615,
Cooke,Varo-Panchro,20-60,T3.1,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-60mm Cooke Varo-Panchro T3.1,TRUE,0.4642857143,
Cooke,S4,100,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,100mm Cooke S4 T2.0 - NO i/Data,TRUE,0.48,
Cooke,S4,135,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,135mm Cooke S4 T2.0 - NO i/Data,TRUE,0.48,
Cooke,S4,150,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,150mm Cooke S4 T2.0 - NO i/Data,TRUE,0.48,
Cooke,S4,180,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,180mm Cooke S4 T2.0 - NO i/Data,TRUE,0.48,
Cooke,Cinetal MKII,25-250,T3.7,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Cooke Cinetal MKIII T3.7,TRUE,0.4827586207,
Cooke,Mini S4,18,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke Mini S4 T2.8,TRUE,0.5789473684,
Cooke,Mini S4,21,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm Cooke Mini S4 T2.8,TRUE,0.5789473684,
Cooke,Mini S4,25,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke Mini S4 T2.8,TRUE,0.5789473684,
Cooke,Mini S4,32,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke Mini S4 T2.8,TRUE,0.5789473684,
Cooke,Mini S4,40,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke Mini S4 T2.8,TRUE,0.5789473684,
Cooke,Mini S4,50,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Mini S4 T2.8,TRUE,0.5789473684,
Cooke,Mini S4,65,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke Mini S4 T2.8,TRUE,0.5789473684,
Cooke,Mini S4,75,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke Mini S4 T2.8,TRUE,0.5789473684,
Cooke,Anamorphic,35-140,T3.1,Zoom,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-140mm Cooke Anamorphic Zoom T3.1,TRUE,0.5806451613,
Cooke,Mini S4,100,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Mini S4 T2.8,FALSE,0.6,
Cooke,Mini S4,135,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke Mini S4 T2.8,FALSE,0.6,
Cooke,5i,18,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.4,FALSE,0.7333333333,
Cooke,5i,18,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.5,FALSE,0.7333333333,
Cooke,5i,18,T1.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.6,FALSE,0.7333333333,
Cooke,5i,18,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.7,FALSE,0.7333333333,
Cooke,5i,18,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.8,FALSE,0.7333333333,
Cooke,5i,18,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.9,FALSE,0.7333333333,
Cooke,5i,25,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.4,FALSE,0.7333333333,
Cooke,5i,25,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.5,FALSE,0.7333333333,
Cooke,5i,25,T1.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.6,FALSE,0.7333333333,
Cooke,5i,25,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.7,FALSE,0.7333333333,
Cooke,5i,25,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.8,FALSE,0.7333333333,
Cooke,5i,25,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.9,FALSE,0.7333333333,
Cooke,5i,32,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.5,FALSE,0.7333333333,
Cooke,5i,32,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.4,FALSE,0.7333333333,
Cooke,5i,32,T1.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.6,FALSE,0.7333333333,
Cooke,5i,32,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.7,FALSE,0.7333333333,
Cooke,5i,32,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.8,FALSE,0.7333333333,
Cooke,5i,32,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.9,FALSE,0.7333333333,
Cooke,5i,40,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.4,FALSE,0.7333333333,
Cooke,5i,40,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.5,FALSE,0.7333333333,
Cooke,5i,40,T1.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.6,FALSE,0.7333333333,
Cooke,5i,40,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.7,FALSE,0.7333333333,
Cooke,5i,40,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.8,FALSE,0.7333333333,
Cooke,5i,40,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.9,FALSE,0.7333333333,
Cooke,5i,50,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke 5i T1.5,FALSE,0.7333333333,
Cooke,5i,50,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke 5i T1.4,FALSE,0.7333333333,
Cooke,5i,50,T1.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke 5i T1.6,FALSE,0.7333333333,
Cooke,5i,50,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke 5i T1.7,FALSE,0.7333333333,
Cooke,5i,50,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke 5i T1.8,FALSE,0.7333333333,
Cooke,5i,50,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke 5i T1.9,FALSE,0.7333333333,
Cooke,5i,65,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke 5i T1.4,FALSE,0.7333333333,
Cooke,5i,65,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke 5i T1.5,FALSE,0.7333333333,
Cooke,5i,65,T1.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke 5i T1.6,FALSE,0.7333333333,
Cooke,5i,65,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke 5i T1.8,FALSE,0.7333333333,
Cooke,5i,65,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke 5i T1.9,FALSE,0.7333333333,
Cooke,5i,65,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke 5i T1.7,FALSE,0.7333333333,
Cooke,5i,75,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke 5i T1.4,FALSE,0.7333333333,
Cooke,5i,75,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke 5i T1.5,FALSE,0.7333333333,
Cooke,5i,75,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke 5i T1.7,FALSE,0.7333333333,
Cooke,5i,75,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke 5i T1.8,FALSE,0.7333333333,
Cooke,5i,75,T1.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke 5i T1.6,FALSE,0.7333333333,
Cooke,5i,75,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke 5i T1.9,FALSE,0.7333333333,
Cooke,S7,16,T2.0,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,18,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,21,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,25,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,27,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,50,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,65,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S7,75,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke S7 T2.0,FALSE,0.7333333333,
Cooke,S8,18,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,21,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,25,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,27,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,27,T1.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm Cooke S8 T1.6,FALSE,0.7333333333,
Cooke,S8,27,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm Cooke S8 T1.7,FALSE,0.7333333333,
Cooke,S8,27,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm Cooke S8 T1.8,FALSE,0.7333333333,
Cooke,S8,32,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,35,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,40,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,50,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,65,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S8,75,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke S8 T1.4,FALSE,0.7333333333,
Cooke,S4,150,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm Cooke S4 T2.0,FALSE,0.75,
Cooke,5i,18,T1.10,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.10,FALSE,0.75,
Cooke,5i,18,T1.11,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.11,FALSE,0.75,
Cooke,5i,18,T1.12,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.12,FALSE,0.75,
Cooke,5i,18,T1.13,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke 5i T1.13,FALSE,0.75,
Cooke,5i,25,T1.10,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.10,FALSE,0.75,
Cooke,5i,25,T1.11,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.11,FALSE,0.75,
Cooke,5i,25,T1.12,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.12,FALSE,0.75,
Cooke,5i,25,T1.13,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke 5i T1.13,FALSE,0.75,
Cooke,5i,32,T1.10,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.10,FALSE,0.75,
Cooke,5i,32,T1.11,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.11,FALSE,0.75,
Cooke,5i,32,T1.12,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.12,FALSE,0.75,
Cooke,5i,32,T1.13,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke 5i T1.13,FALSE,0.75,
Cooke,5i,40,T1.10,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.10,FALSE,0.75,
Cooke,5i,40,T1.11,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.11,FALSE,0.75,
Cooke,5i,40,T1.12,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.12,FALSE,0.75,
Cooke,5i,40,T1.13,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke 5i T1.13,FALSE,0.75,
Cooke,5i,50,T1.10,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke 5i T1.10,FALSE,0.75,
