Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Look,Use Case,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name
Masterbuilt,,27mm-60mm,2.9,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom,,,,,,,,27-60mm Masterbuilt Zoom T2.9
Masterbuilt,,25mm-125mm,3.2,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom,,,,,,,,25-125mm Masterbuilt Zoom T3.2
Zeiss,,15mm-30mm,2.9,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Compact Zoom,,,,,,,,15-30mm Zeiss Compact Zoom T2.9
Zeiss,,28mm-80mm,2.9,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Compact Zoom,,,,,,,,28-80mm Zeiss Compact Zoom T2.9
Zeiss,,70mm-200mm,2.9,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Compact Zoom,,,,,,,,70-200mm Zeiss Compact Zoom T2.9
Zeiss,,70mm-200mm,2.10,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Compact Zoom,,,,,,,,70-200mm Zeiss Compact Zoom T2.10
Zeiss,,70mm-200mm,2.11,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Compact Zoom,,,,,,,,70-200mm Zeiss Compact Zoom T2.11
Zeiss,,70mm-200mm,2.12,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Compact Zoom,,,,,,,,70-200mm Zeiss Compact Zoom T2.12
Angenieux,Optimo,25mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,0/44 440 Optimo Front,,,,,,,,25-250/44-440 Angenieux Optimo Front
Angenieux,Optimo,44mm-440mm,4.5,Zoom,,PL,Anamorphic,,,Original Housing,,,,,,,,,,,,,,,,,A 2S Optimo Rear,,,,,,,,44-440mm Angenieux A-2S Anamorphic Optimo T4.5 - Rear
,,15mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,40/22 60 EZ 2 Front,,,,,,,,15-40/22-60 EZ-2 Front
Angenieux,,15mm-40mm,,Zoom,S35,PL,,,,Original Housing,,,,,,,,,,,,,,,,,EZ 2 Rear,,,,,,,,15-40mm Angenieux EZ-2 Rear (S35)
Angenieux,,22mm-60mm,3,Zoom,FF,PL,,,,Original Housing,,,,,,,,,,,,,,,,,EZ 2 Rear,,,,,,,,22-60mm Angenieux EZ-2 T3 - Rear (FF)
Angenieux,,30mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,90/45 135 EZ 1 Front,,,,,,,,30-90/45-135 Angenieux EZ-1 Front
Angenieux,,30mm-90mm,2,Zoom,S35,PL,,,,Original Housing,,,,,,,,,,,,,,,,,EZ 1 Rear,,,,,,,,30-90mm Angenieux EZ-1 T2 - Rear (S35)
Angenieux,,45mm-135mm,3,Zoom,FF,PL,,,,Original Housing,,,,,,,,,,,,,,,,,EZ 1 Rear,,,,,,,,45-135mm Angenieux EZ-1 T3 - Rear (FF)
Angenieux,Optimo,24mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,290/26 320/36 435 Optimo Ultra Front,,,,,,,,24-290/26-320/36-435 Angenieux Optimo Ultra Front
Angenieux,Optimo,24mm-290mm,2.8,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Optimo Ultra Rear,,,,,,,,24-290mm Angenieux Optimo Ultra T2.8 - Rear
Angenieux,Optimo,26mm,3.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,320 Optimo Ultra Rear,,,,,,,,26-320 Angenieux Optimo Ultra T3.1 - Rear
Angenieux,Optimo,36mm-435mm,4.2,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Optimo Ultra Rear,,,,,,,,36-435mm Angenieux Optimo Ultra T4.2 - Rear
Angenieux,,33mm-198mm,2.9,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,20 120/24 144/ Zoom,,,,,,,,20-120/24-144/33-198mm Angenieux Zoom T2.9 - Ancient Optics
Angenieux,,20mm-120mm,,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Zoom REAR,,,,,,,,20-120mm Angenieux Zoom REAR - Ancient Optics
Angenieux,,24mm-144mm,,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Zoom REAR,,,,,,,,24-144mm Angenieux Zoom REAR - Ancient Optics
Angenieux,,33mm-198mm,,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Zoom REAR,,,,,,,,33-198mm Angenieux Zoom REAR - Ancient Optics
Canon,,24mm-75mm,2.9,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,/35 105 FD Zoom,,,,,,,,24-75mm/35-105 Canon FD Zoom T2.9 - Ancient Optics
Canon,,24mm-75mm,,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,FD Zoom REAR,,,,,,,,24-75mm Canon FD Zoom REAR - Ancient Optics
Canon,,35mm-105mm,,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,FD Zoom REAR,,,,,,,,35-105mm Canon FD Zoom REAR - Ancient Optics
Angenieux,,5.9mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,5.9mm Angenieux T2
Angenieux,HR,7mm-81mm,2.4,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,HR,,,,,,,,7-81mm Angenieux HR T2.4
Angenieux,,9.5mm-57mm,1.9,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,9.5-57mm Angenieux T1.9
Angenieux,,11.5mm-138mm,2.3,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,11.5-138mm Angenieux T2.3
Canon,,10.6mm-180mm,2.7,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,10.6-180mm Canon T2.7
Canon,,6.6mm-66mm,2.7,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,6.6-66mm Canon T2.7
Canon,,7mm-63mm,2.6,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,7-63mm Canon T2.6
Canon,,8mm-64mm,2.4,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,8-64mm Canon T2.4
Canon,,11mm-165mm,2.5,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,11-165mm Canon T2.5
Cooke,,10mm-30mm,1.6,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom,,,,,,,,10-30mm Cooke Zoom T1.6
Zeiss,,11mm-110mm,2.2,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom,,,,,,,,11-110mm Zeiss Zoom T2.2
Zeiss,,12mm-120mm,2.4,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom,,,,,,,,12-120mm  Zeiss Zoom T2.4
SIGMA,,14mm-24mm,,Zoom,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,F2.8,,,,,,,,14-24mm SIGMA E-Mount F2.8
SIGMA,,24mm-70mm,,Zoom,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm SIGMA E-Mount
Fujinon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Fujinon HD HA4.5 BERM,,,,,,,,Fujinon HD HA13x4.5 BERM
Fujinon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Fujinon HD HA7.6 BERM,,,,,,,,Fujinon HD HA18x7.6 BERM
Fujinon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Fujinon HD HA7.8 BERM,,,,,,,,Fujinon HD HA22x7.8 BERM
Fujinon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Fujinon HD HA16.5 BERD S18,,,,,,,,Fujinon HD HA25x16.5 BERD-S18
Fujinon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Fujinon HD HA9.7 ERD U48,,,,,,,,Fujinon HD HA42x9.7 ERD-U48
Fujinon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Fujinon HD ZA4.5 BERM,,,,,,,,Fujinon HD ZA12x4.5 BERM
Fujinon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Fujinon HD ZA7.6 ERM,,,,,,,,Fujinon HD ZA17x7.6 ERM
Fujinon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Fujinon HD ZA7.6 ERM,,,,,,,,Fujinon HD ZA22x7.6 ERM
SONY,,12mm-24mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE f/2.8 GM,,,,,,,,12-24mm SONY FE f/2.8 GM
Sony,,16mm-35mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,GM F2.8,,,,,,,,16-35mm Sony GM F2.8
Sony,,16mm-35mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,GM F2.8,,,,,,,,16-35mm Sony GM F2.8
Sony,,16mm-35mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,GM F2.8 Mark II,,,,,,,,16-35mm Sony GM F2.8 Mark II
Sony,,24mm-70mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,GM F2.8,,,,,,,,24-70mm Sony GM F2.8
Sony,,24mm-70mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE GM II F2.8,,,,,,,,24-70mm Sony FE GM II F2.8
Sony,,24mm-105mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE F4 OSS Lens,,,,,,,,24-105mm Sony FE F4 OSS Lens
,,28mm-135mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,G OSS Full Frame Zoom Lens F4 Paired With FR7's,,,,,,,,28-135mm G OSS Full-Frame Zoom Lens F4 (Paired With FR7's)
Sony,,70mm-200mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE F2.8 GM OSS II Lens,,,,,,,,70-200mm Sony FE F2.8 GM OSS II Lens
Sony,,100mm-400mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE f/4.5 5.6 GM OSS Lens,,,,,,,,100-400mm Sony FE f/4.5-5.6 GM OSS Lens
Sony,,200mm-600mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE F5.6 6.3 G OSS Lens,,,,,,,,200-600mm Sony FE F5.6-6.3 G OSS Lens
Sony,,12mm-24mm,,Zoom,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,F4,,,,,,,,12-24mm Sony F4 E-Mount
Sony,,16mm-35mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Vario Tessar F4,,,,,,,,16-35mm Sony Vario-Tessar F4
Sony,,24mm-70mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Vario Tessar F4,,,,,,,,24-70mm Sony Vario-Tessar F4
Sony,,20mm-70mm,,Zoom,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,G Series F4 Lens,,,,,,,,20-70mm Sony G Series F4 E-Mount Lens
Sony,FE,16mm-35mm,3.1,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,C G Zoom,,,,,,,,FE C 16-35mm G Sony Zoom T3.1
Sony,,35mm,,Prime,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,Sonnar T* FE f/2.8 ZA,,,,,,,,35mm Sony Sonnar T* FE E-Mount f/2.8 ZA
Sony,,55mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Sonnar F1.8,,,,,,,,55mm Sony Sonnar F1.8
Canon,,24mm,,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,S F2.8 STM,,,,,,,,24mm Canon EF-S F2.8 STM
Canon,,14mm,2.8,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,L Series,,,,,,,,14mm Canon EF T2.8 L Series
Canon,,20mm,2.8,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.8
Canon,,20mm,2.9,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.9
Canon,,20mm,2.10,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.10
Canon,,24mm,,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,F1.4 L Series II USM,,,,,,,,24mm Canon EF F1.4 L Series II USM
Canon,,24mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,L Series,,,,,,,,24mm Canon T1.4 L-Series
Canon,,28mm,1.8,Prime,,EF,,,,Original Housing,,,,,,,,,,,,,,,,,Series,,,,,,,,28mm Canon T1.8 EF Series
Canon,,35mm,,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,F1.4 L Series II USM,,,,,,,,35mm Canon EF F1.4 L Series II USM
Canon,,35mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,L Series,,,,,,,,35mm Canon T1.4 L-Series
Canon,,40mm,2.8,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,STM,,,,,,,,40mm Canon EF T2.8 STM
Canon,,50mm,1.2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,L Series,,,,,,,,50mm Canon T1.2 L Series
Canon,,85mm,,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,F1.2 L Series,,,,,,,,85mm Canon EF F1.2 L Series
Canon,,85mm,,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,F1.2 L Series II USM,,,,,,,,85mm Canon EF F1.2 L Series II USM
Canon,,85mm,1.8,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon EF T1.8
Canon,,100mm,,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; F2.9 L Series IS USM,,,,,,,,100mm Canon EF Macro F2.9 L Series IS USM
Canon,,16mm-35mm,2.8,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom,,,,,,,,16-35mm Canon EF Zoom T2.8
Canon,,24mm-70mm,2.8,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom L Series,,,,,,,,24-70mm Canon EF Zoom T2.8 L Series
Canon,,24mm-70mm,,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom F2.8 L Series II USM,,,,,,,,24-70mm Canon EF Zoom F2.8 L Series II USM
Canon,,24mm-105mm,4,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom,,,,,,,,24-105mm Canon EF Zoom T4
Canon,,70mm-200mm,,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom F2.8 L Series I USM,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series I USM
Canon,,70mm-200mm,,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom F2.8 L Series II USM,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series II USM
Canon,,70mm-200mm,2.8,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom L Series,,,,,,,,70-200mm Canon EF Zoom T2.8 L Series
Canon,,70mm-200mm,,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom F2.8 L Series II USM IS,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series II USM IS
Canon,,100mm-400mm,,Zoom,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,Zoom F4.5 L Series IS USM,,,,,,,,100-400mm Canon EF Zoom F4.5 L Series IS USM
Canon,,14mm,3.1,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,CN E,,,,,,,,14mm Canon EF CN-E T3.1
Canon,,24mm,1.5,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,CN E,,,,,,,,24mm Canon EF CN-E T1.5
Canon,35MM,35mm,1.5,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,CN E,,,,,,,,35MM Canon EF CN-E T1.5
Canon,50MM,50mm,1.3,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,CN E,,,,,,,,50MM Canon EF CN-E T1.3
Canon,85MM,85mm,1.3,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,CN E,,,,,,,,85MM Canon EF CN-E T1.3
Canon,135MM,135mm,2.2,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,CN E,,,,,,,,135MM Canon EF CN-E T2.2
Sony,,14mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE GM F1.8,,,,,,,,14mm Sony FE GM F1.8
Sony,,24mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE GM F1.4,,,,,,,,24mm Sony FE GM F1.4
Sony,,35mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE GM F1.4,,,,,,,,35mm Sony FE GM F1.4
Sony,,50mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE GM F1.2,,,,,,,,50mm Sony FE GM F1.2
Sony,,85mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE GM F1.4,,,,,,,,85mm Sony FE GM F1.4
Sony,,100mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FE GM F2.8,,,,,,,,100mm Sony FE GM F2.8
Sony,,28mm,,Prime,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,FE f/2.0,,,,,,,,28mm Sony FE E-Mount f/2.0
Sony,,35mm,,Prime,,Sony E,,,,Original Housing,,,,,,,,,,,,,,,,,f/1.8,,,,,,,,35mm Sony E-Mount f/1.8
Zeiss,,21mm,,Prime,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,Loxia F2.8,,,,,,,,21mm Zeiss Loxia F2.8 E-Mount
Zeiss,,25mm,,Prime,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,Loxia F2.4,,,,,,,,25mm Zeiss Loxia F2.4 E-Mount
Zeiss,,35mm,,Prime,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,Loxia F2.0,,,,,,,,35mm Zeiss Loxia F2.0 E-Mount
Zeiss,,50mm,,Prime,,E-Mount,,,,Original Housing,,,,,,,,,,,,,,,,,Loxia F2.0,,,,,,,,50mm Zeiss Loxia F2.0 E-Mount
Voigtlander,10MM,10mm,,Prime,,E-Mount,Spherical,,,Original Housing,,,,,,,,,,,,,,,,,Heliar Hyper Wide Aspherical F5.6,,,,,,,,10MM Voigtlander Heliar-Hyper Wide Aspherical F5.6 E-mount
Voigtlander,10MM,10mm,,Prime,,PL,Spherical,,,Original Housing,,,,,,,,,,,,,,,,,Heliar Hyper Wide Aspherical F5.6 EOS mount,,,,,,,,10MM Voigtlander Heliar-Hyper Wide Aspherical F5.6 EOS-mount
Voigtlander,12MM,12mm,,Prime,,E-Mount,Spherical,,,Original Housing,,,,,,,,,,,,,,,,,Ultra Wide Heliar Aspherical III F5.6,,,,,,,,12MM Voigtlander Ultra Wide-Heliar Aspherical III F5.6 E-mount
Voigtlander,Heliar,15mm,,Prime,,E-Mount,Spherical,,,Original Housing,,,,,,,,,,,,,,,,,Super Wide Heliar Aspherical III F4.5,,,,,,,,15mm Voigtlander Super Wide-Heliar Aspherical III F4.5 E-mount
,,,,Prime,,PL,,,,Optex,,,,,,,,,,,,,,,,,Primes,,,,,,,,Optex Primes
,Ancient,27mm,1.9,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Optics Petzvalux,,,,,,,,27mm Ancient Optics Petzvalux T1.9
,Ancient,38mm,1.7,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Optics Petzvalux,,,,,,,,38mm Ancient Optics Petzvalux T1.7
,Petzvalux,44mm,1.7,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,44mm Petzvalux T1.7 (LPL) - Ancient Optics
,Ancient,55mm,1.7,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Optics Petzvalux,,,,,,,,55mm Ancient Optics Petzvalux T1.7
,Petzvalux,66mm,1.9,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,66mm Petzvalux T1.9 (LPL) - Ancient Optics
,Ancient,80mm,1.9,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Optics Petzvalux,,,,,,,,80mm Ancient Optics Petzvalux T1.9
,Ancient,120mm,1.9,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Optics Petzvalux,,,,,,,,120mm Ancient Optics Petzvalux T1.9
,Fuji,19mm,3.8,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,EBC,,,,,,,,19mm Fuji EBC T3.8 - Ancient Optics
,Fuji,24mm,2.9,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,EBC,,,,,,,,24mm Fuji EBC T2.9 - Ancient Optics
,Fuji,28mm,2.1,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,EBC,,,,,,,,28mm Fuji EBC T2.1 - Ancient Optics
,Fuji,35mm,2.1,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,EBC,,,,,,,,35mm Fuji EBC T2.1 - Ancient Optics
,Fuji,50mm,1.4,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,EBC,,,,,,,,50mm Fuji EBC T1.4 - Ancient Optics
,Fuji,70mm,2.2,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,EBC,,,,,,,,70mm Fuji EBC T2.2 - Ancient Optics
,Fuji,100mm,2.9,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,EBC,,,,,,,,100mm Fuji EBC T2.9 - Ancient Optics
,Fuji,135mm,2.7,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,EBC,,,,,,,,135mm Fuji EBC T2.7 - Ancient Optics
,Kinoptik,9.8mm,2.3,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Tegea T 2.3,,,,,,,,9.8mm Kinoptik Tegea T 2.3 - Ancient Optics
,,28mm-70mm,2.8,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Phenix Zoom,,,,,,,,28-70mm Ancient Optics Phenix Zoom T2.8
,,28mm-70mm,2.7,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Phenix Zoom,,,,,,,,28-70mm Ancient Optics Phenix Zoom T2.7
,,28mm-70mm,2.9,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Phenix Zoom,,,,,,,,28-70mm Ancient Optics Phenix Zoom T2.9
,,28mm-70mm,2.10,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Phenix Zoom,,,,,,,,28-70mm Ancient Optics Phenix Zoom T2.10
,,28mm-70mm,2.11,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Phenix Zoom,,,,,,,,28-70mm Ancient Optics Phenix Zoom T2.11
,,28mm-70mm,2.12,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Phenix Zoom,,,,,,,,28-70mm Ancient Optics Phenix Zoom T2.12
Voigtlander,,36mm-82mm,3.1,Zoom,,PL,,,,GL Optics,,,,,,,,,,,,,,,,,Zoomar Zoom,,,,,,,,36-82mm Voigtlander Zoomar Zoom T3.1 - GL Optics
Canon,,35mm-105mm,,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,FD Zoom REAR,,,,,,,,35-105mm Canon FD Zoom REAR - Ancient Optics
Angenieux,,33mm-198mm,,Zoom,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,Zoom REAR,,,,,,,,33-198mm Angenieux Zoom REAR - Ancient Optics
,Tamashii,22mm,2.2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,22mm Tamashii T2.2
,Tamashii,26mm,2.2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,26mm Tamashii T2.2
,Tamashii,29mm,2.2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,29mm Tamashii T2.2
,Tamashii,36mm,2.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,36mm Tamashii T2.3
,Tamashii,42mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,42mm Tamashii T2.0
,Tamashii,52mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,52mm Tamashii T1.9
,Tamashii,58mm,1.5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,58mm Tamashii T1.5
,Tamashii,88mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,88mm Tamashii T2.0
,Tamashii,110mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,110mm Tamashii T1.9
,Series,25mm,3.6,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,65,,,,,,,,25mm Series 65 T3.6 (LPL) - Ancient Optics
,Series,30mm,3.6,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,65,,,,,,,,30mm Series 65 T3.6 (LPL) - Ancient Optics
,Series,35mm,3.6,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,65,,,,,,,,35mm Series 65 T3.6 (LPL) - Ancient Optics
,Series,45mm,3.9,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,65,,,,,,,,45mm Series 65 T3.9 (LPL) - Ancient Optics
,Series,55mm,3.6,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,65,,,,,,,,55mm Series 65 T3.6 (LPL) - Ancient Optics
,Sereis,65mm,2.9,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,65mm Sereis 65 T2.9 (LPL) - Ancient Optics
,Series,85mm,2.9,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,65mm,,,,,,,,85mm Series 65mm T2.9 (LPL) - Ancient Optics
,Series,125mm,2.9,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,65,,,,,,,,125mm Series 65 T2.9 (LPL) - Ancient Optics
,Series,175mm,2.9,Prime,,LPL,,,,Ancient Optics,,,,,,,,,,,,,,,,,65mm,,,,,,,,175mm Series 65mm T2.9 (LPL) - Ancient Optics
,Konica,21mm,2.9,Prime,,PL,,,,Ancient Optics,,,,,,,,,,,,,,,,,hexanon,,,,,,,,21mm Konica hexanon T2.9 - Ancient Optics
