Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Look,Use Case,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name
Master,Master Prime,12mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,12mm Master Prime T1.3
Master,Master Prime,14mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,14mm Master Prime T1.3
Master,Master Prime,16mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,16mm Master Prime T1.3
Master,Master Prime,18mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,18mm Master Prime T1.3
Master,Master Prime,21mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,21mm Master Prime T1.3
Master,Master Prime,25mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,25mm Master Prime T1.3
Master,Master Prime,27mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,27mm Master Prime T1.3
Master,Master Prime,32mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,32mm Master Prime T1.3
Master,Master Prime,35mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,35mm Master Prime T1.3
Master,Master Prime,40mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,40mm Master Prime T1.3
Master,Master Prime,50mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,50mm Master Prime T1.3
Master,Master Prime,65mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,65mm Master Prime T1.3
Master,Master Prime,75mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,75mm Master Prime T1.3
Master,Master Prime,100mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,100mm Master Prime T1.3
Master,Master Prime,135mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,135mm Master Prime T1.3
Master,Master Prime,150mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Prime,,,,,,,,150mm Master Prime T1.3
Zeiss,Ultra Prime,8mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,R,,,,,,,,8mm 8R Zeiss Ultra Prime T2.8
Zeiss,Ultra Prime,10mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,10mm Zeiss Ultra Prime T2.1
Zeiss,Ultra Prime,12mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,12mm Zeiss Ultra Prime T2
Zeiss,Ultra Prime,14mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,14mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,14mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,,,,,,,,,14mm Zeiss Ultra Prime T1.9 (LDS)
Zeiss,Ultra Prime,16mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,16mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,20mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,20mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,20mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,,,,,,,,,20mm Zeiss Ultra Prime T1.9 (LDS)
Zeiss,Ultra Prime,24mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,24mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,24mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,,,,,,,,,24mm Zeiss Ultra Prime T1.9 (LDS)
Zeiss,Ultra Prime,28mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,28mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,28mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,,,,,,,,,28mm Zeiss Ultra Prime T1.9 (LDS)
Zeiss,Ultra Prime,32mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,32mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,32mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,,,,,,,,,32mm Zeiss Ultra Prime T1.9 (LDS)
Zeiss,Ultra Prime,40mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,40mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,40mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,,,,,,,,,40mm Zeiss Ultra Prime T1.9 (LDS)
Zeiss,Ultra Prime,50mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,50mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,65mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,65mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,65mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,,,,,,,,,65mm Zeiss Ultra Prime T1.9 (LDS)
Zeiss,Ultra Prime,85mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,85mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,100mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,100mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,135mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,135mm Zeiss Ultra Prime T1.9
Zeiss,Ultra Prime,135mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,,,,,,,,,135mm Zeiss Ultra Prime T1.9 (LDS)
Zeiss,Ultra Prime,180mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,180mm Zeiss Ultra Prime T1.9
Zeiss,Super Speed,18mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,18mm Zeiss Super Speed T1.3
Zeiss,Super Speed,18mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,18mm Zeiss Super Speed T1.3
Zeiss,Super Speed,25mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,25mm Zeiss Super Speed T1.3
Zeiss,Super Speed,35mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,35mm Zeiss Super Speed T1.3
Zeiss,Super Speed,50mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,50mm Zeiss Super Speed T1.3
Zeiss,Super Speed,65mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,65mm Zeiss Super Speed T1.3
Zeiss,Super Speed,85mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,85mm Zeiss Super Speed T1.3
Zeiss,Super Speed,18mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,MFX,,,,,,,,18mm Zeiss Super Speed T1.3 - MFX
Zeiss,Super Speed,25mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,MFX,,,,,,,,25mm Zeiss Super Speed T1.3 - MFX
Zeiss,Super Speed,35mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,MFX,,,,,,,,35mm Zeiss Super Speed T1.3 - MFX
Zeiss,Super Speed,50mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,MFX,,,,,,,,50mm Zeiss Super Speed T1.3 - MFX
Zeiss,Super Speed,65mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,MFX,,,,,,,,65mm Zeiss Super Speed T1.3 - MFX
Zeiss,Super Speed,85mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,MFX,,,,,,,,85mm Zeiss Super Speed T1.3 - MFX
Zeiss,Super Speed,18mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Special FX; Soft Dream,,,,,,,,18mm Zeiss Super Speed T1.3 - Special FX Soft Dream
Zeiss,Super Speed,25mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Special FX,,,,,,,,25mm Zeiss Super Speed T1.3 - Special FX
Zeiss,Super Speed,35mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Special FX; Satin Flare,,,,,,,,35mm Zeiss Super Speed T1.3 - Special FX Satin Flare
Zeiss,Super Speed,50mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Special FX,,,,,,,,50mm Zeiss Super Speed T1.3 - Special FX
Zeiss,Super Speed,85mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Special FX; Halatious,,,,,,,,85mm Zeiss Super Speed T1.3 - Special FX Halatious
Zeiss,Standard Speed,20mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,FX,,,,,,,,20mm Zeiss Standard Speed T2.1 FX
Zeiss,Super Speed,18mm,1.3,Prime,,PL,,,,TLS,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,18mm Zeiss Super Speed T1.3 TLS (Uncoated)
Zeiss,Super Speed,25mm,1.3,Prime,,PL,,,,TLS,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,25mm Zeiss Super Speed T1.3 TLS (Uncoated)
Zeiss,Super Speed,35mm,1.3,Prime,,PL,,,,TLS,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,35mm Zeiss Super Speed T1.3 TLS (Uncoated)
Zeiss,Super Speed,50mm,1.3,Prime,,PL,,,,TLS,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,50mm Zeiss Super Speed T1.3 TLS (Uncoated)
Zeiss,Super Speed,65mm,1.3,Prime,,PL,,,,TLS,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,65mm Zeiss Super Speed T1.3 TLS (Uncoated)
Zeiss,Super Speed,85mm,1.3,Prime,,PL,,,,TLS,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,85mm Zeiss Super Speed T1.3 TLS (Uncoated)
Zeiss,Super Speed,18mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,18mm Super Speed T1.3 (Uncoated)
Zeiss,Super Speed,25mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,25mm Super Speed T1.3 (Uncoated)
Zeiss,Super Speed,35mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,35mm Super Speed T1.3 (Uncoated)
Zeiss,Super Speed,50mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,50mm Super Speed T1.3 (Uncoated)
Zeiss,Super Speed,65mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,65mm Super Speed T1.3 (Uncoated)
Zeiss,Super Speed,85mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,85mm Super Speed T1.3 (Uncoated)
Zeiss,Super Speed,18mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated; Front Rear,,,,,,,,18mm Super Speed T1.3 (Uncoated) Front + Rear
Zeiss,Super Speed,25mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated; Front Rear,,,,,,,,25mm Super Speed T1.3 (Uncoated) Front + Rear
Zeiss,Super Speed,35mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated; Front Rear,,,,,,,,35mm Super Speed T1.3 (Uncoated) Front + Rear
Zeiss,Super Speed,50mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated; Front Rear,,,,,,,,50mm Super Speed T1.3 (Uncoated) Front + Rear
Zeiss,Super Speed,85mm,1.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated; Front Rear,,,,,,,,85mm Super Speed T1.3 (Uncoated) Front + Rear
Zeiss,Standard Speed,16mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated; Front Rear,,,,,,,,16mm Zeiss Standard Speed T2.1 (Uncoated) Front + Rear
Zeiss,Standard Speed,85mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Uncoated; Front Rear,,,,,,,,85mm Zeiss Standard Speed T2.1 (Uncoated) Front + Rear
Zeiss,Ultra Prime,14mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,14mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,16mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,16mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,20mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,20mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,24mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,24mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,28mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,28mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,32mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,32mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,40mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,40mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,50mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,50mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,65mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,65mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,85mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,85mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,100mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,100mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Ultra Prime,135mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,Yes,,,,,,,,,Uncoated,,,,,,,,135mm Zeiss Ultra Prime T1.9 (LDS) - Uncoated
Zeiss,Standard Speed,10mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,10mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,12mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,12mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,14mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,14mm Zeiss Standard Speed T2.0
Zeiss,Standard Speed,16mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,16mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,20mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,20mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,24mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,24mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,28mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,28mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,32mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,32mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,40mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,40mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,50mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,50mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,85mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,85mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,100mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,100mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,135mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,135mm Zeiss Standard Speed T2.1
Zeiss,Standard Speed,180mm,3.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,180mm Zeiss Standard Speed T3.0
Zeiss,Standard Speed,100mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,MFX,,,,,,,,100mm Zeiss Standard Speed T2.1 - MFX
Zeiss,Compact Prime CP2,15mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,15mm Zeiss Compact Prime CP2 T2.9
Zeiss,Compact Prime CP2,18mm,3.6,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,18mm Zeiss Compact Prime CP2 T3.6
Zeiss,Compact Prime CP2,21mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,21mm Zeiss Compact Prime CP2 T2.9
Zeiss,Compact Prime CP2,25mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,25mm Zeiss Compact Prime CP2 T2.9
Zeiss,Compact Prime CP2,25mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,25mm Zeiss Compact Prime CP2 T2.1
Zeiss,Compact Prime CP2,28mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,28mm Zeiss Compact Prime CP2 T2.1
Zeiss,Compact Prime CP2,35mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,35mm Zeiss Compact Prime CP2 T2.1
Zeiss,Compact Prime CP2,35mm,1.5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Super Speed,,,,,,,,35mm Zeiss Compact Prime CP2 Super Speed T1.5
Zeiss,Compact Prime CP2,50mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,50mm Zeiss Compact Prime CP2 T2.1
Zeiss,Compact Prime CP2,50mm,1.5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Super Speed,,,,,,,,50mm Zeiss Compact Prime CP2 Super Speed T1.5
Zeiss,Compact Prime CP2,50mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,50mm Zeiss Compact Prime CP2 MACRO T2.1
Zeiss,Compact Prime CP2,85mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,85mm Zeiss Compact Prime CP2 T2.1
Zeiss,Compact Prime CP2,100mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,100mm Zeiss Compact Prime CP2 T2.1
Zeiss,Compact Prime CP2,135mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,135mm Zeiss Compact Prime CP2 T2.1
Zeiss,Compact Prime CP3,18mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,XD,,,,,,,,18mm Zeiss Compact Prime CP3 XD T2.9
Zeiss,Compact Prime CP3,21mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,CD,,,,,,,,21mm Zeiss Compact Prime CP3 CD T2.9
Leitz,Summilux C,16mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,16mm Leitz Summilux-C T1.4
Leitz,Summilux C,18mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,18mm Leitz Summilux-C T1.4
Leitz,Summilux C,21mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,21mm Leitz Summilux-C T1.4
Leitz,Summilux C,25mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,25mm Leitz Summilux-C T1.4
Leitz,Summilux C,29mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,29mm Leitz Summilux-C T1.4
Leitz,Summilux C,35mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,35mm Leitz Summilux-C T1.4
Leitz,Summilux C,40mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,40mm Leitz Summilux-C T1.4
Leitz,Summilux C,50mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,50mm Leitz Summilux-C T1.4
Leitz,Summilux C,65mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,65mm Leitz Summilux-C MACRO T1.4
Leitz,Summilux C,75mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,75mm Leitz Summilux-C T1.4
Leitz,Summilux C,100mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,100mm Leitz Summilux-C T1.4
Leitz,Summilux C,135mm,1.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,135mm Leitz Summilux-C T1.4
Leica,Cine,180mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,180mm Leica Cine T2
Leica,R,180mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Dalsa,,,,,,,,180mm Leica-R T2.0 - Dalsa
Leica,R,200mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Dalsa,,,,,,,,200mm Leica-R T2.0 - Dalsa
Leitz,Summicron C,15mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,15mm Leitz Summicron-C T2
Leitz,Summicron C,18mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,18mm Leitz Summicron-C T2
Leitz,Summicron C,21mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,21mm Leitz Summicron-C T2
Leitz,Summicron C,25mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,25mm Leitz Summicron-C T2
Leitz,Summicron C,29mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,29mm Leitz Summicron-C T2
Leitz,Summicron C,35mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,35mm Leitz Summicron-C T2
Leitz,Summicron C,40mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,40mm Leitz Summicron-C T2
Leitz,Summicron C,50mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,50mm Leitz Summicron-C T2
Leitz,Summicron C,75mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,75mm Leitz Summicron-C T2
Leitz,Summicron C,100mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,100mm Leitz Summicron-C T2
Leitz,Summicron C,135mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,135mm Leitz Summicron-C T2
Cooke,S4/i,12mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,12mm Cooke S4/i T2.0
Cooke,S4,12mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,NO,,,,,,,,12mm Cooke S4 T2.0 - NO i/Data
Cooke,S4/i,14mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,,,,,,,,,14mm Cooke S4/i T2.0 - i/Data
Cooke,S4,14mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,NO,,,,,,,,14mm Cooke S4 T2.0  - NO i/Data
Cooke,S4/i,16mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,,,,,,,,,16mm Cooke S4/i T2.0 - i/Data
Cooke,S4,16mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,NO,,,,,,,,16mm Cooke S4 T2.0 - NO i/Data
Cooke,S4/i,18mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,,,,,,,,,18mm Cooke S4/i T2.0 - i/Data
Cooke,S4,18mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,NO,,,,,,,,18mm Cooke S4 T2.0 - NO i/Data
Cooke,S4/i,21mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,,,,,,,,,21mm Cooke S4/i T2.0 - i/Data
Cooke,S4,21mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,NO i/ Data,,,,,,,,21mm Cooke S4 T2.0 - NO i/ Data
Cooke,S4/i,25mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,,,,,,,,,25mm Cooke S4/i T2.0 - i/Data
Cooke,S4,25mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,NO,,,,,,,,25mm Cooke S4 T2.0 - NO i/Data
Cooke,S4/i,27mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,,,,,,,,,27mm Cooke S4/i T2.0 - i/Data
Cooke,S4,27mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,Yes,,,,,,,,NO,,,,,,,,27mm Cooke S4 T2.0 - NO i/Data
