,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Leitz,TLS/Cinescope Leica R,19mm,2.9,"9""",2 lbs,"2.7""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,24mm,2.9,"10""",2 lbs,"2.7""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,28mm,2.9,"9""",2 lbs,"2.7""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,35mm,1.5,"1' 8""",3.2 lbs,"3.2""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,50mm,1.5,"1' 5""",2.3 lbs,"2.7""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,60mm Macro,2.9,"11""",3.3 lbs,"4.8""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,80mm,1.5,"1' 10""",3.7 lbs,"3.6""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,100mm Macro,2.9,"1' 5""",4.4 lbs,"6""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,135mm,2.9,"3' 4""",3.4 lbs,"4.8""",110mm,PL,FF,,,,No,N/A,1960's,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Leitz,Zero Optik Leica R,19mm,3,1',2 lbs,"2.71""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,24mm,3,1',1.5 lbs,"2.12""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,28mm,3.1,1',2 lbs,"2.68""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,35mm,1.6,"1' 8""",2.5 lbs,"3.34""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,50mm,1.5,1',2.5 lbs,"3.34""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,60mm Macro,2.9,"10.5""",2.5 lbs,"4.7""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,80mm,1.6,"1' 8""",2.5 lbs,"4.25""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,90mm,2.1,2',2.5 lbs,"4.23""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,100mm Macro,2.9,"17""",3.0 lbs,"6.24""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,135mm,2.9,"2' 11""",3.0 lbs,"4.7""",95mm,PL,FF,,,,No,N/A,1960's,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Leitz,ELSIE,15mm,2.1,"1' 2""",,,,LPL,46.5mm,NO,,,,,2021,Not currently in inventory,,
,,18mm,2.1,"1' 2""",5.3 lbs,"6.3""",114mm,LPL,46.5mm,NO,15,,,,2021,Not currently in inventory,,
,,21mm,2.1,"1' 2""",5.3 lbs,"6.3""",114mm,LPL,46.5mm,NO,15,,,,2021,Not currently in inventory,,
,,25mm,2.1,"1' 2""",4.4 lbs,"6.3""",95mm,LPL,46.5mm,NO,15,,,,2021,Not currently in inventory,,
,,29mm,2.1,"1' 2""",4.8 lbs,"6.3""",95mm,LPL,46.5mm,NO,15,,,,2021,Not currently in inventory,,
,,35mm,2.1,"1' 2""",4.8 lbs,"6.3""",95mm,LPL,46.5mm,NO,15,,,,2021,Not currently in inventory,,
,,40mm,2.1,"1' 2""",4.8 lbs,"6.3""",95mm,LPL,46.5mm,NO,15,,,,2021,Not currently in inventory,,
,,50mm,2.1,"1' 8""",4.4 lbs,"6.3""",95mm,LPL,46.5mm,NO,15,,,,2021,Not currently in inventory,,
,,65mm,2.1,"2' 2""",4.4 lbs,"6.3""",95mm,LPL,46.5mm,NO,,,,,2021,Not currently in inventory,,
,,75mm,2.1,"2' 6""",4.6 lbs,"6.3""",95mm,LPL,46.5mm,NO,13,,,,2021,Not currently in inventory,,
,,100mm,2.1,"2' 10""",4.6 lbs,"6.3""",95mm,LPL,46.5mm,NO,13,,,,2021,Not currently in inventory,,
,,125mm,2.1,"4' 2""",5.5 lbs,"6.3""",114mm,LPL,46.5mm,NO,,,,,2021,Not currently in inventory,,
,,150mm,,5',,,,LPL,46.5mm,NO,,,,,2021,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Leitz,HUGO,18mm,1.5,"9""",2.29 lbs,"2.8""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2022,,,
,,21mm,1.5,1',1.85 lbs,"2.7""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2022,NOTE all Hegos require special mount for use on Sony Venice cameras. Our HUGO's are LPL. Manufacturer also making PL and M Mount's for these lenses.,,
,,24mm,1.5,1',1.9 lbs,"2.7""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2022,These lenses require specific LPL Mounts depending on the camera.,,
,,28mm,1.5,"1' 2""",1.83 lbs,"2.7""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2022,https://www.leitz-cine.com/product/hugo,,
,,35mm,1.5,"1' 2""",1.78 lbs,"2.7""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2022,HUGO's do NOT work with V-Raptor XL or ALEXA LF. Also do not work with any extenders at the moment due to rear element length.,,
,,50mm,1.5,"1' 8""",1.9 lbs,"2.7""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2022,,,
,,50mm -N,1,"1' 8""",2.45 lbs,"3.2""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2022,Noctilux,,
,,66mm,2.1,2',1.81 lbs,"3.2""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2024,,,
,,75mm,1.5,"2' 6""",3.2 lbs,"4.4""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2022,,,
,,75mm,2.1,"2' 6""",1.98 lbs,"3.2""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2024,,,
,,90mm,1.5,"2' 10""",3.04 lbs,"4.4""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2024,,,
,,90mm,2.1,"2' 10""",2 lbs,"3.2""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,2023,,,
,,135mm,1.9,"3' 3""",1.59 lbs,"4.7""",95mm,LPL,43.3mm,NO,11,None,N/A,N/A,,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Leitz,Leitz Prime,18mm,1.8,"1' 2""",7.1 lbs,"7.9""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,21mm,1.8,"1' 10""",6.1 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,25mm,1.8,"1' 10""",6.2 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,29mm,1.8,"1' 2""",5.9 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,35mm,1.8,"1' 6""",6.3 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,30.75mm,2020,,,
,,40mm,1.8,"1' 2""",6.0 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,50mm,1.8,"1' 7""",6.0 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,65mm,1.8,"2' 2""",6.1 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,30.75mm,2020,,,
,,75mm,1.8,"2' 6""",6.2 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,100mm,1.8,"3' 11""",6.1 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,135mm,1.8,"3' 11""",6.4 lbs,"7.2""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,180mm,2,"4' 11""",6.8 lbs,"7.9""",114mm,PL,46.5mm,,15,,No,N/A,2020,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Leitz,M 0.8,21mm,f/1.4,"2' 3""",1.1 lbs,"3.4""",80mm,M,43.3mm,NO,11,,No,N/A,2017,,,
,,24mm,f/1.4,"2' 3""",1.1 lbs,"3.4""",80mm,M,43.3mm,NO,11,,No,N/A,2017,,,
,,28mm,f/1.4,"2' 3""",1.1 lbs,"3.8""",80mm,M,43.3mm,NO,11,,No,N/A,2017,,,
,,35mm,f/1.4,"2' 3""",0.8 lbs,"2.9""",80mm,M,43.3mm,NO,11,,No,N/A,2017,,,
,,50mm,f/1.4,"2' 3""",1 lbs,"3""",80mm,M,43.3mm,NO,11,,No,N/A,2017,,,
,,50mm -N,f/0.95,"3' 3""",1.8 lbs,"3.9""",80mm,M,43.3mm,NO,11,,No,N/A,2017,Noctilux,,
,,75mm,f/2.0,"3' 3""",1.3 lbs,"3.4""",80mm,M,43.3mm,NO,11,,No,N/A,2017,,,
,,90mm,f/2.0,"3' 3""",1.3 lbs,"3.7""",80mm,M,43.3mm,NO,11,,No,N/A,2017,,,
,,,,,,,,,,,,,,,,,,
Leitz,Noctilux-M,50mm,0.95,"3' 4""",1.8 lbs,"3.5"" - 3.75""",80mm,M,43mm,NO,11,None,No,N/A,2010,Telescoping,,
,,,,,,,,,,NO,,,,,,,,
Leitz,Summilux-M,21mm,1.4,"2' 6""",1 lb,"3""",80mm,M,43mm,NO,11,None,No,N/A,2016,Will not fit on Red DSMC1,,
,,24mm,1.4,"2' 6""",1 lb,"3""",80mm,M,43mm,NO,11,None,No,N/A,2016,,,
,,28mm,1.4,"2' 6""",1 lb,"2.8""",80mm,M,43mm,NO,11,None,No,N/A,2016,,,
,,35mm,1.4,"2' 6""",0.8 lbs,"2.5""",80mm,M,43mm,NO,9,None,No,N/A,2016,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Leitz,Thalia,24mm,3.6,"1' 4""",3.13 lbs,"4.9""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,,,,
,,30mm,2.9,"1' 8""",3.3 lbs,"5.2""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,2017,,,
,,35mm,2.6,"1' 10""",3.1lbs,"5.2""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,2017,,,
,,45mm,2.9,2',3.2 lbs,"5.2""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,2017,,,
,,55mm,2.8,"2' 4""",3.61 lbs,"6.1""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,,,,
,,70mm,2.6,"1' 8""",2.3 lbs,"4.9""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,2017,,,
,,90mm -T,2.2,3',2.3 lbs,"4.9""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,,"This is a specialty lens that does not match the rest of the set. This is more of a portrait style lens, and exhibits unique effects from the rest of the set.",,
,,100mm,2.2,"2' 4""",2.6 lbs,"4.9""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,2017,,,
,,120mm,2.6,"1' 10""",3.66 lbs,"6.9""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,,,,
,,180mm,3.6,5',3.6 lbs,"6.1""",95mm,PL / XPL,60mm,,15,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,N/A,2017,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
MasterBuilt,Anastigmat,160mm,1.8,"55""",4.2 lbs,,114mm,LPL,,,,,No,,2021,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
MasterBuilt,Classic,18mm,1.4,18”,5.6 lbs,6.5”,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2020,,,
,,25mm,1.4,14”,4.6 lbs,5.5”,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2020,,,
,,28mm,1.4,"14""",4.7 lbs,,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,35mm,1.4,16”,4.2 lbs,5.25”,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2020,,,
,,40mm,1.4,"18""",4.95 lbs,,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,50mm,1.4,19”,4.6 lbs,5.25”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2020,,,
,,65mm,1.4,"28""",5.05 lbs,"6.3""",114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,85mm,1.4,3’3”,4.6 lbs,5.25”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2020,,,
,,105mm,1.4,3’9”,5.6 lbs,5.75”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2020,,,
,,135mm,1.4,"4'9""",6 lbs,"6.75""",114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2020,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
MasterBuilt,Portait,32mm,1.4,"17""",4.2 lbs,5.25”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,55mm,1.4,"12""",4.6 lbs,5.25”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,100mm,1.4,"14""",5.6 lbs,5.75”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
MasterBuilt,Soft Flare,18mm,1.4,17”,5.6 lbs,6.5”,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,25mm,1.4,12”,4.7 lbs,5.5”,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,28mm,1.4,"14""",4.7 lbs,,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,35mm,1.4,14”,4.2 lbs,5.25”,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,40mm,1.4,"16""",4.95 lbs,,114mm,PL,52mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,50mm,1.4,16”,4.6 lbs,5.25”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,65mm,1.4,"27""",5.05 lbs,"6.3""",114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,85mm,1.4,3',4.6 lbs,5.25”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,105mm,1.4,3’ 9”,5.6 lbs,5.75”,114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,135mm,1.4,"3' 10""",6 lbs,"6.75""",114mm,PL,56mm,,9,"IBE 1.4X, IBE 2X",No,N/A,2021,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
MasterBuilt,Super Wide,14.5mm,1.9,"10""",3.6 lbs,,136mm,PL,FF,,,,No,N/A,2021,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
MasterBuilt,Superscope,13mm,2.7,"7""",3.3 lbs,"4.01""",136mm,PL,FF,,,,No,N/A,2023,Not currently in inventory,,
,,19mm,1.4,"13""",3.5 lbs,"4.7""",136mm,PL,FF,,,,No,N/A,2023,Not currently in inventory,,
,,24mm,1.4,"12""",3.3 lbs,"4.5""",136mm,PL,FF,,,,No,N/A,2023,Not currently in inventory,,
,,35mm,1.4,"12""",3.3 lbs,"4.5""",136mm,PL,FF,,,,No,N/A,2023,Not currently in inventory,,
,,50mm,1.4,"18""",3.1 lbs,"4.5""",136mm,PL,FF,,,,No,N/A,2023,Not currently in inventory,,
,,80mm,1.4,"3' 4""",3.7 lbs,"4.7""",136mm,PL,FF,,,,No,N/A,2023,Not currently in inventory,,
,,110mm,1.4,"3' 11""",5.9 lbs,"5.9""",136mm,PL,FF,,,,No,N/A,2023,Not currently in inventory,,
,,140mm,2,"3' 4""",3.9 lbs,"5.4""",136mm,PL,FF,,,,No,N/A,2023,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Minolta,ROKKOR Ancient Optics,17mm,T4.1,"11""",1.82 lbs,"2.75""",110mm,PL,FF+,,15,,No,N/A,1960's,,,
,,21mm,T2.9,"11""",2.53 lbs,"3""",110mm,PL,FF+,,15,,No,N/A,1960's,,,
,,24mm,T2.9,"13""",2.20 lbs,"2.5""",110mm,PL,FF+,,15,,No,N/A,1960's,,,
,,28mm,T2.1,"13""",2.53 lbs,"3""",110mm,PL,FF+,,15,,No,N/A,1960's,,,
,,35mm,T1.9,"9""",2.97 lbs,"3.75""",110mm,PL,FF+,,15,,No,N/A,1960's,,,
,,45mm,T1.9,"18""",2.31 lbs,"3.5""",110mm,PL,FF+,,15,,No,N/A,1960's,Not currently in inventory,,
,,50mm,T1.3,"17""",2.53 lbs,,110mm,PL,FF+,,15,,No,N/A,1960's,Not currently in inventory,,
,,58mm,T1.3,"15""",3.19 lbs,,110mm,PL,FF+,,15,,No,N/A,1960's,Not currently in inventory,,
,,85mm,T1.8,"2' 6""",2.97 lbs,"3.75""",110mm,PL,FF+,,15,,No,N/A,1960's,,,
,,100mm,T2.1,"3' 3""",2.97 lbs,"3.75""",110mm,PL,FF+,,15,,No,N/A,1960's,,,
,,135mm,T2.1,"4' 9""",3.74 lbs,"4.5""",110mm,PL,FF+,,15,,No,N/A,1960's,Not currently in inventory,,
,,200mm,T2.9,"5' 3""",4.51 lbs,"6.75""",110mm,PL,FF+,,15,,No,N/A,1960's,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
PENTAX,Super Takumar Zero Optik Rehoused,25mm,2.3,"8.5""",4.63 lbs,,136mm,PL,FF,,,,No,N/A,1960's,Not currently in inventory,,
,,35mm,2.2,"9.5""",1.60 lbs,,95mm,PL,FF,,,,No,N/A,1960's,Not currently in inventory,,
,,50mm,1.7,"1' 4""",1.54 lbs,,95mm,PL,FF,,,,No,N/A,1960's,Not currently in inventory,,
,,85mm,2.1,"2' 10""",2.03 lbs,,95mm,PL,FF,,,,No,N/A,1960's,Not currently in inventory,,
,,105mm,2.9,"2' 8""",1.96 lbs,,95mm,PL,FF,,,,No,N/A,1960's,Not currently in inventory,,
,,135mm,2.6,4',2.17 lbs,,95mm,PL,FF,,,,No,N/A,1960's,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Olympus,OM Zero Optik Rehoused,21mm,2.2,"8""",1.34 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,24mm,2.2,"10""",1.63 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,28mm,2.2,"12""",1.57 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,35mm,2.2,"9""",1.43 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,40mm,2.2,"11""",1.34 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,50mm,1.3,"11""",1.8 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,60mm,1.7,"1' 2""",1.76 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,85mm,2.1,"2' 11""",2.09,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,85mm,2.2,"2' 11""",2.07 lbs,"5""",95mm,PL,43mm,,,,No,N/A,1970,,,
,,100mm,2.1,"2' 4""",2.53 lbs,"5.25""",95mm,PL,43mm,,,,No,N/A,1970,,,
,,135mm,2.9,"2' 11""",2.25 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,180mm,2.9,"4' 10""",3.66 lbs,,95mm,PL,43mm,,,,No,N/A,1970,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Richard Gale Optics,Clavius,28mm,T2,"15""",2.75 lbs,"5""",95mm,PL,FF,,,,No,N/A,,Lenses available with special water stops and colored elements for customization,,
,,38mm,T2,"13""",2.5 lbs,"4.6""",95mm,PL,FF,,,,No,N/A,,,,
,,58mm,T2,"20""",2 lbs,"4.6""",95mm,PL,FF,,,,No,N/A,,,,
,,88mm,T2,"40""",2.75 lbs,"4.6""",95mm,PL,FF,,,,No,N/A,,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Sigma,"FF High Speed Prime
(Regular)",14mm,2,11”,2.8 lbs,4.4”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,20mm,1.5,"11""",2.6 lbs,"4.3""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,24mm,1.5,10”,2.2 lbs,3.4”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,28mm,1.5,"12""",2.75 lbs,"3.9""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,35mm,1.5,1’,2.2 lbs,3.4”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,40mm,1.5,"1' 4""",3.22 lbs,"4.8""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,50mm,1.5,1’ 4”,2.6 lbs,3.7”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,65mm,1.5,"2' 2""",4.38 lbs,"4.7""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2022,Not currently in inventory,,
,,85mm,1.5,2’ 10”,3 lbs,4.7”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,105mm,1.5,"3' 4""",3.72,"5""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,135mm,2,2’ 11”,3.1 lbs,4.2”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Sigma,"FF High Speed Prime
(Classic)",14mm,3.2,11”,2.8 lbs,4.4”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,20mm,2.5,"11""",2.6 lbs,"4.3""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,24mm,2.5,10”,2.2 lbs,3.4”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,28mm,2.5,"12""",2.75 lbs,"3.9""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,35mm,2.5,1’,2.2 lbs,3.4”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,40mm,2.5,"1' 4""",3.22 lbs,"4.8""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,50mm,2.5,1’ 4”,2.6 lbs,3.7”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
