Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original ESC Name
cooke,anamorphic,35-140,3.1,zoom,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-140mm cooke anamorphic zoom t3.1
cooke,mini s4,100,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke mini s4 t2.8
cooke,mini s4,135,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke mini s4 t2.8
cooke,5i,18,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.4
cooke,5i,18,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.5
cooke,5i,18,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.6
cooke,5i,18,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.7
cooke,5i,18,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.8
cooke,5i,18,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.9
cooke,5i,25,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.4
cooke,5i,25,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.5
cooke,5i,25,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.6
cooke,5i,25,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.7
cooke,5i,25,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.8
cooke,5i,25,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.9
cooke,5i,32,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.5
cooke,5i,32,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.4
cooke,5i,32,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.6
cooke,5i,32,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.7
cooke,5i,32,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.8
cooke,5i,32,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.9
cooke,5i,40,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.4
cooke,5i,40,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.5
cooke,5i,40,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.6
cooke,5i,40,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.7
cooke,5i,40,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.8
cooke,5i,40,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.9
cooke,5i,50,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.5
cooke,5i,50,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.4
cooke,5i,50,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.6
cooke,5i,50,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.7
cooke,5i,50,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.8
cooke,5i,50,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.9
cooke,5i,65,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.4
cooke,5i,65,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.5
cooke,5i,65,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.6
cooke,5i,65,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.8
cooke,5i,65,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.9
cooke,5i,65,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.7
cooke,5i,75,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.4
cooke,5i,75,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.5
cooke,5i,75,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.7
cooke,5i,75,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.8
cooke,5i,75,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.6
cooke,5i,75,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.9
cooke,s7,16,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm cooke s7 t2.0
cooke,s7,18,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke s7 t2.0
cooke,s7,21,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm cooke s7 t2.0
cooke,s7,25,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke s7 t2.0
cooke,s7,27,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm cooke s7 t2.0
cooke,s7,32,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke s7 t2.0
cooke,s7,40,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke s7 t2.0
cooke,s7,50,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke s7 t2.0
cooke,s7,65,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke s7 t2.0
cooke,s7,75,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke s7 t2.0
cooke,s8,18,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke s8 t1.4
cooke,s8,21,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm cooke s8 t1.4
cooke,s8,25,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke s8 t1.4
cooke,s8,27,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm cooke s8 t1.4
cooke,s8,27,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm cooke s8 t1.6
cooke,s8,27,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm cooke s8 t1.7
cooke,s8,27,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm cooke s8 t1.8
cooke,s8,32,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke s8 t1.4
cooke,s8,35,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm cooke s8 t1.4
cooke,s8,40,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke s8 t1.4
cooke,s8,50,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke s8 t1.4
cooke,s8,65,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke s8 t1.4
cooke,s8,75,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke s8 t1.4
cooke,s4,150,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm cooke s4 t2.0
cooke,5i,18,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.10
cooke,5i,18,1.11,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.11
cooke,5i,18,1.12,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.12
cooke,5i,18,1.13,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke 5i t1.13
cooke,5i,25,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.10
cooke,5i,25,1.11,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.11
cooke,5i,25,1.12,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.12
cooke,5i,25,1.13,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke 5i t1.13
cooke,5i,32,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.10
cooke,5i,32,1.11,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.11
cooke,5i,32,1.12,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.12
cooke,5i,32,1.13,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke 5i t1.13
cooke,5i,40,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.10
cooke,5i,40,1.11,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.11
cooke,5i,40,1.12,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.12
cooke,5i,40,1.13,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke 5i t1.13
cooke,5i,50,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.10
cooke,5i,50,1.11,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.11
cooke,5i,50,1.12,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.12
cooke,5i,50,1.13,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke 5i t1.13
cooke,5i,65,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.10
cooke,5i,65,1.11,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.11
cooke,5i,65,1.12,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.12
cooke,5i,65,1.13,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke 5i t1.13
cooke,5i,75,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.10
cooke,5i,75,1.11,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.11
cooke,5i,75,1.12,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.12
cooke,5i,75,1.13,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke 5i t1.13
cooke,5i,100,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.4
cooke,5i,100,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.5
cooke,5i,100,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.6
cooke,5i,100,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.7
cooke,5i,100,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.8
cooke,5i,100,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.9
cooke,5i,135,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke 5i t1.4
cooke,5i,135,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke 5i t1.5
cooke,5i,135,1.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke 5i t1.6
cooke,5i,135,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke 5i t1.7
cooke,5i,135,1.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke 5i t1.8
cooke,5i,135,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke 5i t1.9
cooke,5i,100,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.10
cooke,5i,100,1.11,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.11
cooke,5i,100,1.12,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.12
cooke,5i,100,1.13,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke 5i t1.13
cooke,5i,135,1.10,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke 5i t1.10
cooke,s4,15-40,2.0,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-40mm cooke s4 zoom t2.0
duclos,tokina,11-16,2.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-16mm duclos tokina t2.8
dzofilms,pavo,28,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm dzofilms pavo blue anamorphic t2.1
dzofilms,pavo,40,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm dzofilms pavo blue anamorphic t2.1
dzofilms,pavo,55,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm dzofilms pavo blue anamorphic t2.1
dzofilms,pavo,65,2.8,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm dzofilms pavo blue anamorphic t2.8
dzofilms,pavo,75,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm dzofilms pavo blue anamorphic t2.1
dzofilms,pavo,135,2.5,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm dzofilms pavo blue anamorphic t2.5
dzofilms,pavo,135,2.6,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm dzofilms pavo blue anamorphic t2.6
dzofilms,pavo,135,2.7,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm dzofilms pavo blue anamorphic t2.7
dzofilms,pavo,135,2.8,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm dzofilms pavo blue anamorphic t2.8
dzofilms,pavo,135,2.9,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm dzofilms pavo blue anamorphic t2.9
dzofilms,pavo,28,2.1,prime,ff,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm dzofilms pavo ff anamorphic t2.1
dzofilms,pavo,55,2.2,prime,,,anamorphic,2x,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm dzofilms pavo 2x anamorphic t2.2
dzofilms,pavo,55,2.3,prime,,,anamorphic,2x,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm dzofilms pavo 2x anamorphic t2.3
dzofilms,pavo,55,2.4,prime,,,anamorphic,2x,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm dzofilms pavo 2x anamorphic t2.4
dzofilms,pavo,32,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm dzofilms pavo anamorphic t2.1
dzofilms,pavo,40,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm dzofilms pavo anamorphic t2.1
dzofilms,pavo,65,2.8,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm dzofilms pavo anamorphic t2.8
dzofilms,pavo,75,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm dzofilms pavo anamorphic t2.1
dzofilms,pavo,135,2.5,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm dzofilms pavo anamorphic t2.5
dzofilms,pavo,180,2.8,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm dzofilms pavo anamorphic t2.8
dzofilms,x-tract,18-28,8,zoom,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-28mm dzofilms x-tract ff probe t8
dzofilms,gnosis,24,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,24mm dzofilms gnosis macro prime t2.8
dzofilms,gnosis,32,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,32mm dzofilms gnosis macro prime t2.8
dzofilms,gnosis,65,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,65mm dzofilms gnosis macro prime t2.8
dzofilms,gnosis,90,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,90mm dzofilms gnosis macro prime t2.8
dzofilms,arles,14,1.9,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm dzofilms arles ff / vv prime t1.9
dzofilms,arles,21,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm dzofilms arles ff / vv prime t1.4
dzofilms,arles,25,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm dzofilms arles ff / vv prime t1.4
dzofilms,arles,25,1.5,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm dzofilms arles ff / vv prime t1.5
dzofilms,arles,25,1.6,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm dzofilms arles ff / vv prime t1.6
dzofilms,arles,25,1.7,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm dzofilms arles ff / vv prime t1.7
dzofilms,arles,25,1.8,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm dzofilms arles ff / vv prime t1.8
dzofilms,arles,35,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm dzofilms arles ff / vv prime t1.4
dzofilms,arles,40,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm dzofilms arles ff / vv prime t1.4
dzofilms,arles,50,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm dzofilms arles ff / vv prime t1.4
dzofilms,arles,75,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm dzofilms arles ff / vv prime t1.4
dzofilms,arles,100,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm dzofilms arles ff / vv prime t1.4
dzofilms,arles,135,1.8,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm dzofilms arles ff / vv prime t1.8
dzofilms,arles,180,2.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm dzofilms arles ff / vv prime t2.4
dzofilms,catta ace vv zoom,18-35,2.9,zoom,vv,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-35mm dzofilms catta ace vv zoom t2.9
dzofilms,vespid retro,16,2.8,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm dzofilms vespid retro ff t2.8
dzofilms,vespid retro,25,2.1,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm dzofilms vespid retro ff t2.1
dzofilms,vespid retro,35,2.1,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm dzofilms vespid retro ff t2.1
dzofilms,vespid retro,50,2.1,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm dzofilms vespid retro ff t2.1
dzofilms,vespid retro,75,2.1,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm dzofilms vespid retro ff t2.1
dzofilms,vespid retro,100,2.1,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm dzofilms vespid retro ff t2.1
dzofilms,vespid retro,125,2.1,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,125mm dzofilms vespid retro ff t2.1
dzofilms,vespid,12,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm dzofilms vespid prime t2.8
dzofilms,vespid,21,2.1,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm dzofilms vespid prime t2.1
dzofilms,vespid,35,2.1,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm dzofilms vespid prime t2.1
dzofilms,vespid,40,2.1,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm dzofilms vespid prime t2.1
dzofilms,catta ace vv zoom,35-80,2.9,zoom,vv,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-80mm dzofilms catta ace vv zoom t2.9
dzofilms,catta ace vv zoom,70-135,2.9,zoom,vv,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-135mm dzofilms catta ace vv zoom t2.9
elite,,32,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm elite anamorphic prime t2.2
elite,,50,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm elite anamorphic prime t2.2
elite,,75,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm elite anamorphic prime t2.2
elite,,100,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm elite anamorphic prime t2.1
elite,,135,2.5,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm elite anamorphic prime t2.5
elite,,24.5,2.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5mm elite anamorphic prime t2.1
fuji,ebc,19,3.8,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,19mm fuji ebc t3.8 - ancient optics
fuji,ebc,24,2.9,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm fuji ebc t2.9 - ancient optics
fuji,ebc,28,2.1,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm fuji ebc t2.1 - ancient optics
fuji,ebc,35,2.1,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm fuji ebc t2.1 - ancient optics
fuji,ebc,50,1.4,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,50mm fuji ebc t1.4 - ancient optics
fuji,ebc,70,2.2,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,70mm fuji ebc t2.2 - ancient optics
fuji,ebc,100,2.9,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm fuji ebc t2.9 - ancient optics
fuji,ebc,135,2.7,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm fuji ebc t2.7 - ancient optics
fujinon,alura,18-80,2.6,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-80mm arri alura fujinon zoom t2.6
fujinon,alura,30-80,2.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-80mm arri alura fujinon zoom t2.8
fujinon,alura,45-250,2.6,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-250mm arri alura fujinon zoom t2.6
fujinon,alura,15.5-45,2.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5-45mm arri alura fujinon zoom t2.8
fujinon,cabrio,14-35,2.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-35mm fujinon cabrio zoom t2.9
fujinon,cabrio,19-90,2.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-90mm fujinon cabrio zoom t2.9
fujinon,cabrio,20-120,3.5,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-120mm fujinon cabrio zoom t3.5
fujinon,cabrio,25-300,3.5,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-300mm fujinon cabrio zoom t3.5
fujinon,cabrio,85-300,2.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85-300mm fujinon cabrio zoom t2.9
fujinon,hd ha13x4.5 berm,13,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,fujinon hd ha13x4.5 berm
fujinon,hd ha18x7.6 berm,18,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,fujinon hd ha18x7.6 berm
fujinon,hd ha22x7.8 berm,22,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,fujinon hd ha22x7.8 berm
fujinon,hd ha25x16.5 berd-s18,25,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,fujinon hd ha25x16.5 berd-s18
fujinon,hd ha42x9.7 erd-u48,42,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,fujinon hd ha42x9.7 erd-u48
fujinon,hd za12x4.5 berm,12,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,fujinon hd za12x4.5 berm
fujinon,hd za17x7.6 erm,17,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,fujinon hd za17x7.6 erm
fujinon,hd za22x7.6 erm,22,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,fujinon hd za22x7.6 erm
fujinon,premier,18-85,2,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-85mm fujinon premier zoom t2
