Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original ESC Name
atlas,orion,135,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm atlas orion anamorphic t2.2
atlas,orion,200,3.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm atlas orion anamorphic t3.2
atlas,mercury,36,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,36mm atlas mercury anamorphic t2.2
atlas,mercury,42,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,42mm atlas mercury anamorphic t2.2
atlas,mercury,54,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,54mm atlas mercury anamorphic t2.2
atlas,mercury,72,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,72mm atlas mercury anamorphic t2.2
atlas,mercury,95,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,95mm atlas mercury anamorphic t2.2
atlas,mercury,138,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,138mm atlas mercury anamorphic t2.2
atlas,orion,25,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm atlas orion t2
atlas,orion,28,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm atlas orion t2
atlas,orion,32,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm atlas orion t2
atlas,orion,40,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm atlas orion t2
atlas,orion,50,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm atlas orion t2
atlas,orion,65,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm atlas orion t2
atlas,orion,80,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm atlas orion t2
atlas,orion,100,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm atlas orion t2
bausch & lomb,super baltar,20,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm super baltar t2.3 tls
bausch & lomb,super baltar,25,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,25mm super baltar t2.3 tls
bausch & lomb,super baltar,35,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm super baltar t2.3 tls
bausch & lomb,super baltar,50,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm super baltar t2.3 tls
bausch & lomb,super baltar,75,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,75mm super baltar t2.3 tls
bausch & lomb,tessar,216,f4.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,216mm bausch & lomb 8x10 tessar f4.5
bausch & lomb,super baltar,100,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm super baltar t2.3 tls
bausch & lomb,ef,127,f1.9,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,127mm  bausch & lomb ef 5in f1.9
bausch & lomb,super baltar,20,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm super baltar t2.3
bausch & lomb,super baltar,25,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm super baltar t2.3
bausch & lomb,super baltar,35,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm super baltar t2.3
bausch & lomb,super baltar,50,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm super baltar t2.3
bausch & lomb,super baltar,75,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm super baltar t2.3
bausch & lomb,super baltar,100,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm super baltar t2.3
blurtar,,40,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm blurtar t2.3
blurtar,,75,3.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm blurtar t3.8
caldwell,chameleon sc/xc,75,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm/112mm caldwell chameleon sc/xc - rear expander
caldwell,chameleon sc/xc,100,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm/150mm caldwell chameleon sc/xc - rear expander
caldwell,chameleon sc/xc,32,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm/48mm caldwell chameleon sc/xc - rear expander
caldwell,chameleon sc/xc,40,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm/60mm caldwell chameleon sc/xc - rear expander
caldwell,chameleon sc/xc,50,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm/75mm caldwell chameleon sc/xc - rear expander
caldwell,chameleon sc/xc,60,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm/90mm caldwell chameleon sc/xc - rear expander
caldwell,chameleon xc,48,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,48mm caldwell chameleon xc - rear expander
caldwell,chameleon xc,150,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm caldwell chameleon xc - rear expander
caldwell,chameleon sc/xc,75,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm/112mm caldwell chameleon sc/xc - front
caldwell,chameleon sc/xc,100,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm/150mm caldwell chameleon sc/xc - front
caldwell,chameleon sc/xc,32,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm/48mm caldwell chameleon sc/xc - front
caldwell,chameleon sc/xc,40,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm/60mm caldwell chameleon sc/xc - front
caldwell,chameleon sc/xc,50,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm/75mm caldwell chameleon sc/xc - front
caldwell,chameleon sc/xc,60,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm/90mm caldwell chameleon sc/xc - front
caldwell,chameleon xc,150,4.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm caldwell chameleon xc series t4.0
caldwell,chameleon xc,150,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm caldwell chameleon xc - front
caldwell,chameleon uw sc,32,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm caldwell chameleon uw sc series t2.0
caldwell,chameleon uw sc,40,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm caldwell chameleon uw sc series t2.0
canon,,7-63,2.6,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-63mm canon t2.6
canon,,8-64,2.4,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-64mm canon t2.4
canon,,6.6-66,2.7,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6-66mm canon t2.7
canon,,11-165,2.5,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-165mm canon t2.5
canon,,10.6-180,2.7,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6-180mm canon t2.7
canon,,200,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm canon t2.0
canon,,300,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm canon t2.8
canon,,400,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,400mm canon t2.8
canon,,800,5.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,800mm canon t5.6
canon,,600,4.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,600mm canon t4.5
canon,,100,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm canon prime t2
canon,fd,35,2.2,prime,,,spherical,,,zero optik,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon fd ssc convex t2.2 - zero optik
canon,fd,55,1.3,prime,,,spherical,,,zero optik,,,,,,,,,,,,,,,,,,,,,,,,,55mm canon fd ssc asph t1.3 - zero optik
canon,fd,28,2.2,prime,,,spherical,,,zero optik,,,,,,,,,,,,,,,,,,,,,,,,,28mm canon fd- ssc t2.2 - zero optik
canon,fd,20,3.1,prime,,,spherical,,,zero optik,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon fd ssc t3.1 - zero optik
canon,fd,100,2.1,prime,,,spherical,,,zero optik,,,,,,,,,,,,,,,,,,,,,,,,,100mm canon fd ltm t2.1 - zero optik
canon,fd,24,1.6,prime,,,spherical,,,zero optik,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon fd-l t1.6 - zero optik
canon,fd,85,1.3,prime,,,spherical,,,zero optik,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon fd-l t1.3 - zero optik
canon,fd,135,2.1,prime,,,spherical,,,zero optik,,,,,,,,,,,,,,,,,,,,,,,,,135mm canon nfd t2.1 - zero optik
canon,rangefinder,19,3.9,prime,,lpl,spherical,,,zero optik,,,,,,,,,,,,,,,,,lpl,,,,,,,,19mm canon rangefinder t3.9 - zero optik (lpl)
canon,rangefinder,28,2.8,prime,,lpl,spherical,,,zero optik,,,,,,,,,,,,,,,,,lpl,,,,,,,,28mm canon rangefinder t2.8 - zero optik (lpl)
canon,rangefinder,35,1.7,prime,,lpl,spherical,,,zero optik,,,,,,,,,,,,,,,,,lpl,,,,,,,,35mm canon rangefinder t1.7 - zero optik (lpl)
canon,rangefinder,50,1.2,prime,,lpl,spherical,,,zero optik,,,,,,,,,,,,,,,,,lpl,,,,,,,,50mm canon rangefinder t1.2 - zero optik (lpl)
canon,rangefinder,85,1.9,prime,,lpl,spherical,,,zero optik,,,,,,,,,,,,,,,,,lpl,,,,,,,,85mm canon rangefinder t1.9 - zero optik (lpl)
canon,rangefinder,100,2.2,prime,,lpl,spherical,,,zero optik,,,,,,,,,,,,,,,,,lpl,,,,,,,,100mm canon rangefinder t2.2 - zero optik (lpl)
canon,fd,20,2.9,prime,,,spherical,,,whitepoint optics,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon fd t2.9 - whitepoint optics
canon,fd,24,1.5,prime,,,spherical,,,whitepoint optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon fd t1.5 - whitepoint optics
canon,fd,35,2.1,prime,,,spherical,,,whitepoint optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon fd t2.1 - whitepoint optics
canon,fd,55,1.3,prime,,,spherical,,,whitepoint optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm canon fd t1.3 - whitepoint optics
canon,fd,85,1.3,prime,,,spherical,,,whitepoint optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon fd t1.3 - whitepoint optics
canon,fd,24-75,,zoom,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,24-75mm canon fd zoom rear - ancient optics
canon,fd,100,2.1,prime,,,spherical,,,whitepoint optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm canon fd t2.1 - whitepoint optics
canon,fd,24-75,2.9,zoom,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,24-75mm/35-105 canon fd zoom t2.9 - ancient optics
canon,rangefinder,,,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,canon rangefinder - tls - lpl mount
canon,type sk,20,1.9,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon type sk t1.9 - works cameras
canon,type sk,25,1.6,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,25mm canon type sk t1.6 - works cameras
canon,type sk,28,1.9,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,28mm canon type sk t1.9 - works cameras
canon,type sk,35,1.6,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon type sk t1.6 - works cameras
canon,type sk,40,1.9,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,40mm canon type sk t1.9 - works cameras
canon,type sk,45,1.9,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,45mm canon type sk t1.9 - works cameras
canon,type sk,50,1.6,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,50mm canon type sk t1.6 - works cameras
canon,type sk,60,1.6,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,60mm canon type sk t1.6 - works cameras
canon,type sk,85,1.6,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon type sk t1.6 - works cameras
canon,k-35,35,1.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon k-35 anamorphic t1.3
canon,k-35,55,1.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm canon k-35 anamorphic t1.3
canon,k-35,85,1.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon k-35 anamorphic t1.3
canon,type sk,100,1.6,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,100mm canon type sk t1.6 - works cameras
canon,type sk,135,2.8,prime,,,spherical,,,works cameras,,,,,,,,,,,,,,,,,,,,,,,,,135mm canon type sk t2.8 - works cameras
canon,l series,100,f2.9,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,100mm canon ef macro f2.9 l series is usm
canon,fd,14,2.8,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,14mm canon fd t2.8 - gl optics
canon,fd,14,2.9,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,14mm canon fd t2.9 - gl optics
canon,fd,20,2.9,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon fd t2.9 - gl optics
canon,fd,24,1.5,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon fd t1.5 - gl optics
canon,fd,24,1.6,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon fd t1.6 - gl optics
canon,fd,28,2.1,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm canon fd t2.1 - gl optics
canon,fd,35,2.1,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon fd t2.1 - gl optics
canon,fd,55,1.3,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm canon fd t1.3 - gl optics
canon,fd,85,1.3,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon fd t1.3 - gl optics
canon,fd,100,2.1,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm canon fd t2.1 - gl optics
canon,fd,135,2.1,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm canon fd t2.1 - gl optics
canon,fd,200,2.8,prime,,,spherical,,,gl optics,,,,,,,,,,,,,,,,,,,,,,,,,200mm canon fd t2.8 - gl optics
canon,rangefinder,50,f0.95,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,"50mm canon ""dream lens"" rangefinder - tls f0.95 (lpl)"
canon,cine-servo,50-1000,5.0,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-1000mm canon cine-servo t5.0 cn20x50 kas s
canon,tilt-shift,45,f2.8,special,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm canon ef ts-e tilt-shift lens f2.8
canon,ef,28,1.8,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm canon t1.8 ef series
canon,fd,28,2.1,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm canon fd-ssc t2.1 - tls
canon,fd,35,2.1,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon fd-ssc t2.1 - tls
canon,fd,20,2.9,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon fd-ssc t2.9 - tls
canon,fd,24,2.9,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon fd-ssc t2.9 - tls
canon,fd,55,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm canon fd-ssc t1.3 - tls
canon,fd,85,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon fd-ssc t1.3 - tls
canon,cine-servo,17-120,2.95,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-120mm canon cine-servo t2.95 cn7x17 kas s
canon,l series,24,f1.4,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon ef f1.4 l series ii usm
canon,l series,35,f1.4,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon ef f1.4 l series ii usm
canon,l series,85,f1.2,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon ef f1.2 l series ii usm
canon,fd,35-105,,zoom,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,35-105mm canon fd zoom rear - ancient optics
canon,fd,35-105,,zoom,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,35-105mm canon fd zoom rear - ancient optics
canon,l series,70-200,f2.8,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm canon ef zoom f2.8 l series ii usm is
canon,t-rex,18-35,,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-35mm canon shift - t-rex
canon,l series,24-70,f2.8,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm canon ef zoom f2.8 l series ii usm
canon,fd,50,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm canon fd-l t1.3 - tls
canon,fd,85,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon fd-l t1.3 - tls
canon,fd,18,1.6,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm canon fd-x t1.6 - tls
canon,l series,70-200,f2.8,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm canon ef zoom f2.8 l series ii usm
canon,l series,100-400,f4.5,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100-400mm canon ef zoom f4.5 l series is usm
canon,fd,28,2,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm canon fd t2 - tls
canon,l series,70-200,f2.8,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm canon ef zoom f2.8 l series i usm
canon,fd,135,2,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm canon fd t2 - tls
canon,rangefinder,135,2.8,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,135mm canon fl rangefinder-x t2.8 - tls (lpl)
canon,ef,14,3.1,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm canon ef cn-e t3.1
canon,ef,24,1.5,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon ef cn-e t1.5
canon,ef,35,1.5,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon ef cn-e t1.5
canon,ef,50,1.3,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm canon ef cn-e t1.3
canon,ef,85,1.3,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon ef cn-e t1.3
canon,ef,40,2.8,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm canon ef t2.8 stm
canon,fd,14,2.8,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,14mm canon fd t2.8 - tls
canon,fd,14,2.9,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,14mm canon fd t2.9 - tls
canon,fd,20,2.9,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon fd t2.9 - tls
canon,fd,24,1.5,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon fd-l prime t1.5 - tls
canon,ef,135,2.2,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm canon ef cn-e t2.2
canon,ef-s,24,f2.8,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon ef-s f2.8 stm
canon,fd,100,2.1,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm canon fd t2.1 - tls
canon,fd,200,2.9,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,200mm canon fd t2.9 - tls
canon,fd,135,2.1,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm canon fd t2.1 - tls
canon,k-35,18,1.5,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm canon k-35 t1.5 - tls
canon,k-35,24,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon k-35 t1.3 - tls
canon,k-35,24,1.5,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon k-35 t1.5 - tls
canon,k-35,35,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon k-35 t1.3 - tls
canon,k-35,35,1.4,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon k-35 t1.4 - tls
canon,k-35,45,1.5,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,45mm canon k-35 t1.5 - tls
canon,k-35,50,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm canon k-35 t1.3 - tls
canon,k-35,55,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm canon k-35 t1.3 - tls
canon,k-35,55,1.4,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm canon k-35 t1.4 - tls
canon,k-35,85,1.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon k-35 t1.3 - tls
canon,k-35,85,1.4,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon k-35 t1.4 - tls
canon,rangefinder,40,1.8,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,40mm canon rangefinder-x t1.8 - tls (lpl)
canon,rangefinder,58,1.4,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,58mm canon rangefinder-x t1.4 - tls (lpl)
canon,cine-servo,25-250,2.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm canon t2.9 cine-servo zoom lens
canon,cine-servo,15-120,2.95-3.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-120mm canon cine-servo t2.95-3.9 zoom lens
canon,macro,25-120,2.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,25-120mm canon k-35 macro  zoom t2.8
canon,optex,100,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm canon fd t2 - optex
canon,rangefinder,25,2.1,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,25mm canon rangefinder t2.1 - tls (lpl)
canon,rangefinder,28,2.1,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,28mm canon rangefinder t2.1 - tls (lpl)
canon,rangefinder,35,1.6,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,35mm canon rangefinder t1.6 - tls (lpl)
canon,rangefinder,85,1.6,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,85mm canon rangefinder t1.6 - tls (lpl)
canon,rangefinder,100,2.1,prime,,lpl,spherical,,,tls,,,,,,,,,,,,,,,,,lpl,,,,,,,,100mm canon rangefinder t2.1 - tls (lpl)
canon,l series,85,f1.2,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon ef f1.2 l series
canon,l series,14,2.8,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm canon ef t2.8 l series
canon,l series,24-70,2.8,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm canon ef zoom t2.8 l series
canon,l series,70-200,2.8,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm canon ef zoom t2.8 l series
canon,k-35,18,2.8,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,doesn't cover full frame/vista vision,,,,,,,,18mm canon k-35 t2.8 - tls  (doesn't cover full frame/vista vision)
canon,k-35,24,1.6,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,doesn't cover full frame/vista vision,,,,,,,,24mm canon k-35 t1.6 - tls (doesn't cover full frame/vista vision)
canon,k-35,18,1.5,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,doesn't cover full frame/vista vision - able to be split from set if this is the reason dp cant use it,,,,,,,,18mm canon k-35 t1.5 - tls  (doesn't cover full frame/vista vision - able to be split from set if this is the reason dp cant use it)
canon,cinema zoom,14.5-60,2.6,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5-60mm canon cinema zoom t2.6
canon,ef,24-105,4,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-105mm canon ef zoom t4
canon,ef,16-35,2.8,zoom,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-35mm canon ef zoom t2.8
canon,ef,20,2.8,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon ef t2.8
canon,ef,20,2.9,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon ef t2.9
canon,ef,85,1.8,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm canon ef t1.8
canon,ef,20,2.10,prime,,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm canon ef t2.10
canon,fd,135,2.1,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm canon fd t2.1
canon,hj40x18b iasd,40,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,canon hj40x18b iasd
