Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale
zeiss,super speed (t1.4),40,2.1 (+2/3 at cf),prime,,pl,spherical,,,,80,10,2.12,35mm ok,32 clear / 39 with falloff,6,,no,,,,1.6,,no,,,"macro, auto exposure compensation",,,,,,,
zeiss,super speed (t1.4),50,3 (5.6 at cf),prime,,pl,spherical,,,,80,8,3.75,35mm ok,42,7,"ibe 1.4x, ibe 2x",no,,,,3,,no,,,"macro, auto exposure compensation",,,,,,,
zeiss,super speed (t1.4),100,3 (5.6 at cf),prime,,pl,spherical,,,,80,1 2,5.6,35mm ok,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x",no,,,,3.5,,duclos 1.7x,,,"macro, auto exposure compensation",,,,,,,
zeiss,super speed (t1.4),200,4.3 (8 at cf),prime,,pl,spherical,,,,80,1 11,8.5,35mm ok,43,8,"ibe 1.4x, ibe 2x",no,,,,4,,duclos 1.7x,,,"macro, auto exposure compensation",,,,,,,
zeiss,compact prime (cp2),15,2.9,prime,,pl / ef (e / f / mft),spherical,,,,114,12,3.4,,,14,,no,,,,2,,,,,,,,,,,,
zeiss,compact prime (cp2),18,3.6,prime,,pl / ef / e / f / mft,spherical,,,,114,12,3.15,,31 clear / 38 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,1.6,,,,,,,,,,,,
zeiss,compact prime (cp2),21,2.9,prime,,pl / ef / e / f / mft,spherical,,,,114,10,3.15,,34 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,1.8,,,,,,,,,,,,
zeiss,compact prime (cp2),25,2.9,prime,,pl / ef / e / f / mft,spherical,,,,114,7,3.15,,32 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",no,,,,1.6,,,,,,,,,,,,
zeiss,compact prime (cp2),28,2.1,prime,,pl / ef / e / f / mft,spherical,,,,114,10,3.15,,36 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,1.8,,,,,,,,,,,,
zeiss,compact prime (cp2),35,2.1,prime,,pl / ef / e / f / mft,spherical,,,,114,12,3.15,,37 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",no,,,,2.2,,,,,,,,,,,,
zeiss,compact prime (cp2),50,2.1,prime,,pl / ef / e / f / mft,spherical,,,,114,18,3.15,,38 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,1.6,,,,,,,,,,,,
zeiss,compact prime (cp2),50,2.1,prime,,pl / ef / e / f / mft,spherical,,,,134,10,5.2,,43,14,,no,,,,3,,,,,macro,,,,,,,
zeiss,compact prime (cp2),85,2.1,prime,,pl / ef / e / f / mft,spherical,,,,114,3 3,3.15,,39 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,1.8,,,,,,,,,,,,
zeiss,compact prime (cp2),100,2.1,prime,,pl / ef / e / f / mft,spherical,,,,114,2 6,5.2,,41 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,2.8,,,,,,,,,,,,
zeiss,compact prime (cp2),135,2.1,prime,,pl / ef / e / f / mft,spherical,,,,114,3 3,5.86,,43,14,,no,,,,3.5,,,,,,,,,,,,
zeiss,compact prime (cp3 & cp3 xd),15,2.9,prime,,pl / ef,spherical,,,,95,12,3.3,,43.4,14,,xd - yes,,,,1.9,2017,,,,,,,,,,,
zeiss,compact prime (cp3 & cp3 xd),18,2.9,prime,,pl / ef,spherical,,,,95,12,3.3,,43.4,14,,xd - yes,,,,1.9,2017,,,,keslow's cp3's are xd models (extended data),,,,,,,
zeiss,compact prime (cp3 & cp3 xd),21,2.9,prime,,pl / ef,spherical,,,,95,10,3.3,,43.4,14,,xd - yes,,,,1.8,2017,,,,keslow's cp3's are xd models (extended data),,,,,,,
zeiss,compact prime (cp3 & cp3 xd),25,2.1,prime,,pl / ef,spherical,,,,95,10,3.3,,43.4,14,,xd - yes,,,,1.8,2017,,,,,,,,,,,
zeiss,compact prime (cp3 & cp3 xd),28,2.1,prime,,pl / ef,spherical,,,,95,10,3.3,,43.4,14,,xd - yes,,,,1.9,2017,,,,,,,,,,,
zeiss,compact prime (cp3 & cp3 xd),35,2.1,prime,,pl / ef,spherical,,,,95,12,3.3,,43.4,14,,xd - yes,,,,1.8,2017,,,,,,,,,,,
zeiss,compact prime (cp3 & cp3 xd),50,2.1,prime,,pl / ef,spherical,,,,95,18,3.3,,43.4,14,,xd - yes,,,,1.7,2017,,,,,,,,,,,
zeiss,compact prime (cp3 & cp3 xd),85,2.1,prime,,pl / ef,spherical,,,,95,3 3,3.3,,43.4,14,,xd - yes,,,,1.9,2017,,,,,,,,,,,
zeiss,compact prime (cp3 & cp3 xd),100,2.1,prime,,pl / ef,spherical,,,,95,2 6,4.98,,43.4,14,,xd - yes,,,,2.2,2017,,,,,,,,,,,
zeiss,compact prime (cp3 & cp3 xd),135,2.1,prime,,pl / ef,spherical,,,,95,3 3,4.98,,43.4,14,,xd - yes,,,,2.5,2017,,,,,,,,,,,
zeiss,master prime,12,1.3,prime,super 35,pl,spherical,,,,156,16,7.75,35mm ok,33,9,"ibe 1.4x, ibe 2x",yes,,,9mm,6.6,,,,,rectilinear,,,,,,,
zeiss,master prime,14,1.3,prime,super 35,pl,spherical,,,,114,14,6.75,35mm ok,34,9,"ibe 1.4x, ibe 2x",yes,,,,5.3,2007,,,,,,,,,,,
zeiss,master prime,16,1.3,prime,super 35,pl,spherical,,,,114,14,6,35mm ok,34,9,ibe 1.4x,yes,,,,5,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,18,1.3,prime,super 35,pl,spherical,,,,114,14,6,35mm ok,33.5,9,"ibe 1.4x, ibe 2x",yes,,,,5,2005,,,,,,,,,,,
zeiss,master prime,21,1.3,prime,super 35,pl,spherical,,,,114,14,6.2,35mm ok,35,9,"ibe 1.4x, ibe 2x",yes,,,,5.3,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,25,1.3,prime,super 35,pl,spherical,,,,114,14,6,35mm ok,35,9,"ibe 1.4x, ibe 2x",yes,,,,5.1,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,27,1.3,prime,super 35,pl,spherical,,,,114,14,6.2,35mm ok,35,9,"ibe 1.4x, ibe 2x",yes,,,,4.8,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,32,1.3,prime,super 35,pl,spherical,,,,114,14,6,35mm ok,36.5,9,"ibe 1.4x, ibe 2x",yes,,,,5.1,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,35,1.3,prime,super 35,pl,spherical,,,,114,14,6,35mm ok,40,9,"ibe 1.4x, ibe 2x",yes,,,,4.8,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,40,1.3,prime,super 35,pl,spherical,,,,114,16,6,35mm ok,39,9,"ibe 1.4x, ibe 2x",yes,,,,5.1,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,50,1.3,prime,super 35,pl,spherical,,,,114,20,6,35mm ok,43,9,"ibe 1.4x, ibe 2x",yes,,,,5.9,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,65,1.3,prime,super 35,pl,spherical,,,,114,2 3,6.2,35mm ok,43,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",yes,,,,5.7,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,75,1.3,prime,super 35,pl,spherical,,,,114,2 9,6,35mm ok,43,9,"ibe 1.4x, ibe 2x, ang 2x",yes,,,,6,2005,duclos 1.7x,,,,,,,,,,
zeiss,master prime,100,1.3,prime,super 35,pl,spherical,,,,114,3 6,6,35mm ok,43,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,6.2,2005,,,,,,,,,,,
zeiss,master prime,100,2.0 (4.3 at cf),prime,super 35,pl,spherical,,,,114,13.75,8,35mm ok,42,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",yes,,,19.5mm,5.7,,,,,macro,,,,,,,
zeiss,master prime,135,1.3,prime,super 35,pl,spherical,,,,114,3 3,6.75,35mm ok,43,9,ibe 1.4x,yes,,,,6.2,2005,,,,,,,,,,,
zeiss,master prime,150,1.3,prime,super 35,pl,spherical,,,,134,5,8.25,35mm ok,43,9,"ibe 1.4x, ibe 2x",yes,,,24mm,9,2007,,,,,,,,,,,
zeiss,master prime,,,,super 35,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeiss,macro,16,2.1 (+2/3 at cf),prime,super 35,pl,spherical,,,,80,6,2.2,35mm ok,24 clear / 29 with falloff,6,,no,,,,2.5,2005,no,,,auto exposure compensation,,,,,,,
zeiss,macro,24,2.1 (+2/3 at cf),prime,super 35,pl,spherical,,,,80,7,2.12,35mm ok,30 clear / 32 with falloff,6,,no,,,,1.8,2005,no,,,auto exposure compensation,,,,,,,
zeiss,macro,32,2.1 (+2/3 at cf),prime,super 35,pl,spherical,,,,80,9,2.12,35mm ok,31,5,,no,,,,1.6,2005,no,,,auto exposure compensation,,,,,,,
zeiss,macro,40,2.1 (+2/3 at cf),prime,super 35,pl,spherical,,,,80,10,2.12,35mm ok,32 clear / 39 with falloff,6,,no,,,,1.6,2005,no,,,auto exposure compensation,,,,,,,
zeiss,macro,50,3 (5.6 at cf),prime,super 35,pl,spherical,,,,80,8,3.75,35mm ok,42,7,"ibe 1.4x, ibe 2x",no,,,,3,2005,no,,,auto exposure compensation,,,,,,,
zeiss,macro,100,3 (5.6 at cf),prime,super 35,pl,spherical,,,,80,1 2,5.6,35mm ok,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x",no,,,,3.5,2005,duclos 1.7x,,,auto exposure compensation,,,,,,,
zeiss,macro,200,4.3 (8 at cf),prime,super 35,pl,spherical,,,,80,1 11,8.5,35mm ok,43,8,"ibe 1.4x, ibe 2x",no,,,,4,2005,duclos 1.7x,,,auto exposure compensation,,,,,,,
zeiss,macro,,,,super 35,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeiss,ultra prime,8mm (8r),2.8,prime,super 35,pl,spherical,,,,134,1 3,5.12,35mm ok,31,9,,no,,,,3.4,2005,,,,rectilinear,,,,,,,
zeiss,ultra prime,10,2.1,prime,super 35,pl,spherical,,,,156,1 3,5.6,35mm ok,31,6,,no,,,,6.4,1998,,,,rectilinear,,,,,,,
zeiss,ultra prime,12,2,prime,super 35,pl,spherical,,,,156,1,5.5,35mm ok,31,9,"ibe 1.4x, ibe 2x",no,,,,4.4,1998,,,,,,,,,,,
zeiss,ultra prime,14,1.9,prime,super 35,pl,spherical,,,,114,9,4.4,35mm ok,30 clear / 31.5 with falloff,9,,no,,,,4,1998,no,,,,,,,,,,
zeiss,ultra prime,16,1.9,prime,super 35,pl,spherical,,,,95,1,3.7,35mm ok,30 clear / 32 with falloff,9,,no,,,,2.6,1998,no,,,,,,,,,,
zeiss,ultra prime,20,1.9,prime,super 35,pl,spherical,,,,95,1,3.6,35mm ok,33 clear / 36 with falloff,9,,no,,,,2.6,1998,no,,,,,,,,,,
zeiss,ultra prime,24,1.9,prime,super 35,pl,spherical,,,,95,1,3.6,35mm ok,34 clear / 38 with falloff,9,,no,,,,2.2,1998,no,,,,,,,,,,
zeiss,ultra prime,28,1.9,prime,super 35,pl,spherical,,,,95,1,3.6,35mm ok,35 clear / 38 with falloff,9,,no,,,,2.2,1998,no,,,,,,,,,,
zeiss,ultra prime,32,1.9,prime,super 35,pl,spherical,,,,95,1 3,3.6,35mm ok,36 clear / 38 with falloff,9,,no,,,,2.4,1998,no,,,,,,,,,,
zeiss,ultra prime,40,1.9,prime,super 35,pl,spherical,,,,95,1 3,3.6,35mm ok,38 clear / 40 with falloff,9,,no,,,,2.2,1998,duclos 1.7x,,,,,,,,,,
zeiss,ultra prime,50,1.9,prime,super 35,pl,spherical,,,,95,2,3.6,35mm ok,38 clear / 40 with falloff,9,,no,,,,2.2,1998,duclos 1.7x,,,,,,,,,,
zeiss,ultra prime,65,1.9,prime,super 35,pl,spherical,,,,95,2 3,3.6,35mm ok,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x",no,,,,2.4,1998,duclos 1.7x,,,,,,,,,,
zeiss,ultra prime,85,1.9,prime,super 35,pl,spherical,,,,95,3,3.6,35mm ok,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",no,,,,2.6,1998,duclos 1.7x,,,,,,,,,,
zeiss,ultra prime,100,1.9,prime,super 35,pl,spherical,,,,95,3 3,3.6,35mm ok,38 clear / 43 with falloff,10,,no,,,,2.6,1998,no,,,,,,,,,,
zeiss,ultra prime,135,1.9,prime,super 35,pl,spherical,,,,95,5,4.7,35mm ok,39 clear / 43 with falloff,10,"ibe 1.4x, ibe 2x",no,,,,3.5,1998,duclos 1.7x,,,,,,,,,,
zeiss,ultra prime,180,1.9,prime,super 35,pl,spherical,,,,114,8 6,6.5,35mm ok,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x",no,,,,5.7,1998,duclos 1.7x,,,,,,,,,,
zeiss,ultra prime lds,12,2,prime,super 35,pl,spherical,,,,156,11.8,5.5,35mm ok,,9,,yes,,,,4.8,,,,,,,,,,,,
zeiss,ultra prime lds,14,1.9,prime,super 35,pl,spherical,,,,114,9,4.4,35mm ok,30 clear / 31.5 with falloff,9,,yes,,,,4,,,,,,,,,,,,
zeiss,ultra prime lds,16,1.9,prime,super 35,pl,spherical,,,,104,12,3.9,35mm ok,30 clear / 32 with falloff,9,,yes,,,,3.3,,,,,,,,,,,,
zeiss,ultra prime lds,20,1.9,prime,super 35,pl,spherical,,,,104,12,3.9,35mm ok,33 clear / 36 with falloff,9,,yes,,,,3.3,,,,,,,,,,,,
zeiss,ultra prime lds,24,1.9,prime,super 35,pl,spherical,,,,104,11.8,3.6,35mm ok,34 clear / 38 with falloff,9,,yes,,,,2.9,,,,,,,,,,,,
zeiss,ultra prime lds,28,1.9,prime,super 35,pl,spherical,,,,104,12,3.9,35mm ok,35 clear / 38 with falloff,9,,yes,,,,3.3,,,,,,,,,,,,
zeiss,ultra prime lds,32,1.9,prime,super 35,pl,spherical,,,,104,15,3.9,35mm ok,36 clear / 38 with falloff,9,,yes,,,,3.1,,,,,,,,,,,,
zeiss,ultra prime lds,40,1.9,prime,super 35,pl,spherical,,,,104,15,3.9,35mm ok,38 clear / 40 with falloff,9,,yes,,,,3.3,,,,,,,,,,,,
zeiss,ultra prime lds,50,1.9,prime,super 35,pl,spherical,,,,104,2,3.9,35mm ok,38 clear / 40 with falloff,9,,yes,,,,2.6,,,,,,,,,,,,
zeiss,ultra prime lds,65,1.9,prime,super 35,pl,spherical,,,,104,2 3,3.9,35mm ok,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x",yes,,,,3.1,,,,,,,,,,,,
zeiss,ultra prime lds,85,1.9,prime,super 35,pl,spherical,,,,104,3,3.9,35mm ok,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,3.3,,,,,,,,,,,,
zeiss,ultra prime lds,100,1.9,prime,super 35,pl,spherical,,,,104,3 3,3.9,35mm ok,38 clear / 43 with falloff,10,,yes,,,,3.4,,,,,,,,,,,,
zeiss,ultra prime lds,135,1.9,prime,super 35,pl,spherical,,,,104,5,4.7,35mm ok,39 clear / 43 with falloff,10,"ibe 1.4x, ibe 2x",yes,,,,4.2,,,,,,,,,,,,
zeiss,ultra prime lds,180,1.9,prime,super 35,pl,spherical,,,,114,102.4,6.5,35mm ok,40 clear / 43 with falloff,9,,yes,,,,6.2,,,,,,,,,,,,
zeiss,lwz.1,15.5-45,2.6,zoom,super 35,pl,spherical,,,,114,18,8.2,,31.1,9,,no,,,,4.4,,,,,older film era version of lwz.2,,,,,,,
zeiss,lwz.2,15.5-45,2.6,zoom,super 35,pl,spherical,,,,114,18,8.2,,31.1,9,,no,,,,4.4,,,,,ef mount compatible,,,,,,,
zeiss,compact prime (cp3),15,2.9,prime,full frame,pl / ef,spherical,,,,95,12,3.3,,43.4,14,,yes,,,,2,2017,,,,,,,,,,,
zeiss,compact prime (cp3),18,2.9,prime,full frame,pl / ef,spherical,,,,95,12,3.3,,43.4,14,,yes,,,,2,2017,,,,,,,,,,,
zeiss,compact prime (cp3),21,2.9,prime,full frame,pl / ef,spherical,,,,95,10,3.3,,43.4,14,,yes,,,,1.8,2017,,,,,,,,,,,
zeiss,compact prime (cp3),25,2.1,prime,full frame,pl / ef,spherical,,,,95,10,3.3,,43.4,14,,yes,,,,1.8,2017,,,,,,,,,,,
zeiss,compact prime (cp3),28,2.1,prime,full frame,pl / ef,spherical,,,,95,10,3.3,,43.4,14,,yes,,,,2,2017,,,,,,,,,,,
zeiss,compact prime (cp3),35,2.1,prime,full frame,pl / ef,spherical,,,,95,12,3.3,,43.4,14,,yes,,,,1.8,2017,,,,,,,,,,,
zeiss,compact prime (cp3),50,2.1,prime,full frame,pl / ef,spherical,,,,95,18,3.3,,43.4,14,,yes,,,,1.7,2017,,,,,,,,,,,
zeiss,compact prime (cp3),85,2.1,prime,full frame,pl / ef,spherical,,,,95,3 3,3.3,,43.4,14,,yes,,,,2,2017,,,,,,,,,,,
zeiss,compact prime (cp3),100,2.1,prime,full frame,pl / ef,spherical,,,,95,2 6,5,,43.4,14,,yes,,,,2.2,2017,,,,,,,,,,,
zeiss,compact prime (cp3),135,2.1,prime,full frame,pl / ef,spherical,,,,95,3 3,5,,43.4,14,,yes,,,,2.5,2017,,,,,,,,,,,
zeiss,nano prime,18,1.5,prime,full frame,rf,spherical,,,,95,9.8,4.4,no,43.4,,,yes,,,,2.62,2024,,,,- all lenses only available in rf mount at present. will be available in additional mounts in the future.,,,,,,,
zeiss,nano prime,24,1.5,prime,full frame,rf,spherical,,,,95,13.8,3.5,no,43.4,,,yes,,,,1.93,2024,,,,,,,,,,,
zeiss,nano prime,35,1.5,prime,full frame,rf,spherical,,,,95,17.7,3.5,no,43.4,,,yes,,,,1.92,2024,,,,,,,,,,,
zeiss,nano prime,50,1.5,prime,full frame,rf,spherical,,,,95,19.7,3.5,no,43.4,,,yes,,,,2.04,2024,,,,,,,,,,,
zeiss,nano prime,75,1.5,prime,full frame,rf,spherical,,,,95,29.5,4.4,no,43.4,,,yes,,,,2.48,2024,,,,,,,,,,,
zeiss,nano prime,100,1.5,prime,full frame,rf,spherical,,,,95,39.4,4.4,no,43.4,,,yes,,,,2.77,2024,,,,,,,,,,,
zeiss,supreme prime,15,1.8,prime,full frame,pl,spherical,,,,114,14,5.9,,46.3,16,,yes,,,,4.94,2021 (tentative),,,,,,,,,,,
zeiss,supreme prime,18,1.5,prime,full frame,pl,spherical,,,,114,14,6.4,,46.3,16,,yes,,,,5,2020,,,,,,,,,,,
zeiss,supreme prime,21,1.5,prime,full frame,pl,spherical,,,,95,14,4.7,,46.3,16,,yes,,,,3.54,2019,,,,,,,,,,,
zeiss,supreme prime,25,1.5,prime,full frame,pl,spherical,,,,95,10,4.7,,46.3,16,,yes,,,,3.13,2018,,,,,,,,,,,
zeiss,supreme prime,29,1.5,prime,full frame,pl,spherical,,,,95,13,4.8,,46.3,16,,yes,,,,3.55,2018,,,,,,,,,,,
zeiss,supreme prime,35,1.5,prime,full frame,pl,spherical,,,,95,13,4.7,,46.3,16,,yes,,,,3.09,2018,,,,,,,,,,,
zeiss,supreme prime,40,1.5,prime,full frame,pl,spherical,,,,95,17,4.8,,46.3,16,,yes,,,,3.28,2020,,,,,,,,,,,
zeiss,supreme prime,50,1.5,prime,full frame,pl,spherical,,,,95,18,4.7,,46.3,16,,yes,,,,2.69,2018,,,,,,,,,,,
zeiss,supreme prime,65,1.5,prime,full frame,pl,spherical,,,,95,2,4.8,,46.3,16,,yes,,,,3.59,2019,,,,,,,,,,,
zeiss,supreme prime,85,1.5,prime,full frame,pl,spherical,,,,95,2 9,4.7,,46.3,16,,yes,,,,3.13,2018,,,,,,,,,,,
zeiss,supreme prime,100,1.5,prime,full frame,pl,spherical,,,,95,3 9,4.7,,46.3,16,,yes,,,,3.74,2018,,,,,,,,,,,
zeiss,supreme prime,135,1.5,prime,full frame,pl,spherical,,,,114,4 6,5.7,,46.3,16,,yes,,,,5,2019,,,,,,,,,,,
zeiss,supreme prime,150,1.8,prime,full frame,pl,spherical,,,,114,5,5.7,,46.3,16,,yes,,,,5,2019,,,,,,,,,,,
zeiss,supreme prime,200,2.1,prime,full frame,pl,spherical,,,,114,6 6,7.2,,46.3,16,,yes,,,,6.33,2020,,,,,,,,,,,
zeiss,supreme prime radiance,18,1.5,prime,full frame,pl,spherical,,,,114,14,6.4,,46.3,16,,yes,,,,5,2021,,,,,,,,,,,
zeiss,supreme prime radiance,21,1.5,prime,full frame,pl,spherical,,,,95,14,4.7,,46.3,16,,yes,,,,3.54,2019,,,,,,,,,,,
zeiss,supreme prime radiance,25,1.5,prime,full frame,pl,spherical,,,,95,10,4.7,,46.3,16,,yes,,,,3.13,2019,,,,,,,,,,,
zeiss,supreme prime radiance,29,1.5,prime,full frame,pl,spherical,,,,95,13,4.8,,46.3,16,,yes,,,,3.55,2019,,,,,,,,,,,
zeiss,supreme prime radiance,35,1.5,prime,full frame,pl,spherical,,,,95,13,4.7,,46.3,16,,yes,,,,3.09,2019,,,,,,,,,,,
zeiss,supreme prime radiance,40,1.5,prime,full frame,pl,spherical,,,,95,17,4.8,,46.3,16,,yes,,,,3.28,2021,,,,,,,,,,,
zeiss,supreme prime radiance,50,1.5,prime,full frame,pl,spherical,,,,95,18,4.7,,46.3,16,,yes,,,,2.69,2019,,,,,,,,,,,
zeiss,supreme prime radiance,65,1.5,prime,full frame,pl,spherical,,,,95,2,4.8,,46.3,16,,yes,,,,3.59,2021,,,,,,,,,,,
zeiss,supreme prime radiance,85,1.5,prime,full frame,pl,spherical,,,,95,2 9,4.7,,46.3,16,,yes,,,,3.13,2019,,,,,,,,,,,
zeiss,supreme prime radiance,100,1.5,prime,full frame,pl,spherical,,,,95,3 9,4.7,,46.3,16,,yes,,,,3.74,2019,,,,,,,,,,,
zeiss,supreme prime radiance,135,1.5,prime,full frame,pl,spherical,,,,114,4 6,5.7,,46.3,16,,yes,,,,5,2021,,,,,,,,,,,
zeiss,compact zoom,15-30,2.9,zoom,full frame,pl / ef,spherical,,,,114,22,7.8,,43.3,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,38mm,5.7,,,n/a (no bracket),,,,,,,,,
zeiss,compact zoom,28-80,2.9,zoom,full frame,pl / ef,spherical,,,,95,2 8,7.7,,43.3,10,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,36mm,5.5,,,n/a (no bracket),,,,,,,,,
zeiss,compact zoom,70-200,2.9,zoom,full frame,pl / ef,spherical,,,,95,5,9.85,,40 clear / 43.3 with falloff,18,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,37mm,6.2,,,n/a (no bracket),,,,,,,,,
zeiss,supreme radiance zoom,15-30,15-30mm,zoom,full frame,pl / lpl,spherical,,,,114,21,7.8,,43.3,,,yes,,,,6.50,2025,,,,,,,,,,,
zeiss,supreme radiance zoom,28-80,28-80mm,zoom,full frame,pl / lpl,spherical,,,,114,2 9,7.8,,43.3,,,yes,,,,6.09,2025,,,,,,,,,,,
zeiss,supreme radiance zoom,70-200,70-200mm,zoom,full frame,pl / lpl,spherical,,,,114,5,9.1,,43.3,,,yes,,,,7.01,2025,,,,,,,,,,,
zeiss,master anamorphic,28,1.9,prime,super 35,pl,anamorphic,2x,,,114,2 3,7.12,35mm ok,32,15,"ibe 1.4x, ibe 2x",yes,,,,5.5,,duclos 1.7x,,,flare kit available,,,,,,,
zeiss,master anamorphic,35,1.9,prime,super 35,pl,anamorphic,2x,,,95,2 6,7.12,35mm ok,33,15,"ibe 1.4x, ibe 2x",yes,,,,5.5,,duclos 1.7x,,,flare kit available,,,,,,,
zeiss,master anamorphic,40,1.9,prime,super 35,pl,anamorphic,2x,,,95,2 6,7.12,35mm ok,35,15,"ibe 1.4x, ibe 2x",yes,,,,6,,duclos 1.7x (must remove rear beauty cover),,,flare kit available,,,,,,,
zeiss,master anamorphic,50,1.9,prime,super 35,pl,anamorphic,2x,,,95,2 6,7.12,35mm ok,35,15,"ibe 1.4x, ibe 2x",yes,,,,5.5,,duclos 1.7x,,,flare kit available,,,,,,,
zeiss,master anamorphic,60,1.9,prime,super 35,pl,anamorphic,2x,,,95,3,7.12,35mm ok,33,15,"ibe 1.4x, ibe 2x",yes,,,,5.5,,duclos 1.7x,,,flare kit available,,,,,,,
zeiss,master anamorphic,75,1.9,prime,super 35,pl,anamorphic,2x,,,95,3,7.12,35mm ok,35,15,"ibe 1.4x, ibe 2x",yes,,,,5.5,,duclos 1.7x,,,flare kit available,,,,,,,
zeiss,master anamorphic,100,1.9,prime,super 35,pl,anamorphic,2x,,,95,3 3,8.12,35mm ok,36,15,"ibe 1.4x, ibe 2x",yes,,,32.5mm,7,,duclos 1.7x (must remove rear beauty cover),,,flare kit available,,,,,,,
zeiss,master anamorphic,135,1.9,prime,super 35,pl,anamorphic,2x,,,95,4,8.8,35mm ok,38,15,"ibe 1.4x, ibe 2x",yes,,,32.5mm,8.4,,duclos 1.7x (must remove rear beauty cover),,,flare kit available,,,,,,,
zeiss,master anamorphic,180,2.8,prime,super 35,pl,anamorphic,2x,,,95,5,8.8,35mm ok,40,15,"ibe 1.4x, ibe 2x",yes,,,32.5mm,6.9,,duclos 1.7x (must remove rear beauty cover),,,flare kit available,,,,,,,
zeiss,compact prime (cp2),15,2.9,prime,super 35,pl / ef (e / f / mft),spherical,,,,114,12,3.4,,,14,,no,,,,2,,,,,,,,,,,,
zeiss,compact prime (cp2),18,3.6,prime,super 35,pl / ef / e / f / mft,spherical,,,,114,12,3.15,,31 clear / 38 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,1.6,,,,,,,,,,,,
zeiss,compact prime (cp2),21,2.9,prime,super 35,pl / ef / e / f / mft,spherical,,,,114,10,3.15,,34 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,1.8,,,,,,,,,,,,
zeiss,compact prime (cp2),25,2.9,prime,super 35,pl / ef / e / f / mft,spherical,,,,114,7,3.15,,32 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",no,,,,1.6,,,,,,,,,,,,
zeiss,compact prime (cp2),28,2.1,prime,super 35,pl / ef / e / f / mft,spherical,,,,114,10,3.15,,36 clear / 43 with falloff,14,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,1.8,,,,,,,,,,,,
