Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale
Zeiss,Standard Speed,8mm,2.1,Prime,16mm Format,PL,Spherical,,,,80mm,"8""","2""",16mm ONLY OK,13mm,6 (triangle),None,No,,,N/A,1.2 lbs,,,,,Vintage,,,,,,,
Zeiss,Super Speed,9.5mm,1.3,Prime,16mm Format,PL,Spherical,,,,80mm,"10""","2.5"" - 2.6""",16mm ONLY OK,15mm,6 (triangle),None,No,,,N/A,1.6 lbs,,,,,Vintage / Telescoping,,,,,,,
Zeiss,Super Speed,12mm,1.3,Prime,16mm Format,PL,Spherical,,,,80mm,"8""","2.5"" - 2.6""",16mm ONLY OK,17mm,6 (triangle),None,No,,,N/A,1.6 lbs,,,,,Vintage / Telescoping,,,,,,,
Zeiss,Super Speed,16mm,1.3,Prime,16mm Format,PL,Spherical,,,,80mm,"8""","2.5"" - 2.7""",16mm ONLY OK,21mm,6 (triangle),None,No,,,N/A,1.4 lbs,,,,,Vintage / Telescoping,,,,,,,
Zeiss,Super Speed,25mm,1.3,Prime,16mm Format,PL,Spherical,,,,80mm,"10""","2.5"" - 2.7""",16mm ONLY OK,24mm,6 (triangle),None,No,,,N/A,1.5 lbs,,,,,Vintage / Telescoping,,,,,,,
Zeiss,Super Speed,50mm,1.3,Prime,16mm Format,PL,Spherical,,,,80mm,"28""","2.5"" - 2.85""",16mm ONLY OK,34mm,6 (triangle),None,No,,,N/A,2 lbs,,,,,Vintage / Telescoping,,,,,,,
Zeiss,Ultra Prime,6mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"8""","3.6""",16mm ONLY OK,15mm,9,None,No,,,N/A,2.2 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime,8mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"12""","3.6""",16mm ONLY OK,16mm,9,None,No,,,N/A,2.2 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime,9.5mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"12""","3.6""",16mm ONLY OK,16mm,9,None,No,,,N/A,2 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime,12mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"12""","3.6""",16mm ONLY OK,16mm,9,None,No,,,N/A,2.4 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime,14mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"12""","3.6""",16mm ONLY OK,17mm,9,None,No,,,N/A,2.1 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime,18mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"12""","3.6""",16mm ONLY OK,,,,No,,,N/A,2.6 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime,25mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"12""","3.6""",16mm ONLY OK,,,,No,,,N/A,2.6 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime,35mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"14""","3.6""",16mm ONLY OK,,,,No,,,N/A,2.4 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime,50mm,1.3,Prime,16mm Format,PL,Spherical,,,,95mm,"16""","3.6""",16mm ONLY OK,,,,No,,,N/A,2.6 lbs,,,,,,,,,,,,
Zeiss,Vario-Sonnar,11-110mm,2.2,Zoom,16mm Format,PL,Spherical,,,,87mm,3’ 6” (8.5” with macro),6.25” - 6.5”,16mm ONLY OK,13mm,5,None,No,,,N/A,3.6 lbs,,,Small / Standard,,Macro function built into zoom / Telescopes,,,,,,,
Zeiss,Vario-Sonnar,12-120mm,2.4,Zoom,16mm Format,PL,Spherical,,,,87mm,5',6.25” - 6.5”,16mm ONLY OK,14.5mm,5,None,No,,,N/A,3.6 lbs,,,Small / Standard,,Modified 11-110mm for better S16 Coverage,,,,,,,
Zeiss,LWZ.1,15.5-45mm,2.6,Zoom,,PL,Spherical,,,,114mm,"18""","8.2""",,31.1mm,9,,No,,,N/A,4.4 lbs,,N/A,,,Older film era version of LWZ.2,,,,,,,
Zeiss,LWZ.2,15.5-45mm,2.6,Zoom,,PL,Spherical,,,,114mm,"18""","8.2""",,31.1mm,9,,No,,,N/A,4.4 lbs,,N/A,,,EF Mount compatible,,,,,,,
Zeiss,Master Zoom,16.5-110mm,2.6,Zoom,,PL,Spherical,,,,165mm,"2' 4""","17.4""",35mm OK,31mm,11,None,Yes,,,Attached to lens,29 lbs,,,N/A (No bracket),,,,,,,,,
Zeiss,Ultra Wide Zoom,9.5-18mm,2.9,Zoom,,PL,Spherical,,,,134mm / 156mm,"1' 9""","13.25""",,34.5mm,9,"IBE 1.4X, IBE 2X, Ang 2X",Yes,,,30mm,10.5 lbs,,Duclos 1.7X,N/A (No bracket),,Rectilinear / Produces inverted image,,,,,,,
Zeiss,Variable Prime,16-30mm,2.2,Zoom,,PL,Spherical,,,,150mm,2',"6.7""",35mm OK,31mm,6,"IBE 1.4X, IBE 2X",No,,,Attached to lens,10.2 lbs,,,Standard / Large,,,,,,,,,
Zeiss,Variable Prime,29-60mm,2.2,Zoom,,PL,Spherical,,,,150mm,"2' 9""","9.5""",35mm OK,33mm,6,"IBE 1.4X, IBE 2X",No,,,Attached to lens,14.4 lbs,,,Standard / Large,,,,,,,,,
Zeiss,Variable Prime,55-105mm,2.2,Zoom,,PL,Spherical,,,,150mm,"2' 9""","8.4""",35mm OK,35mm,6,"IBE 1.4X, IBE 2X",No,,,Attached to lens,12.6 lbs,,,Standard / Large,,,,,,,,,
Zeiss,Variable Prime,,,,,,Spherical,,,,,,,,,,,,,,,,,,,,Comes with a unique zoom stick.  Will get barcoded.  Alex 9/23/21,,,,,,,
Zeiss,Vario-Tessar FE,16-35mm,4,Zoom,,E,Spherical,,,,75mm / 72mm filter thread,0.92',"3.8"" - 4.5""",NO,,7,,Yes,,,N/A,1.1 lbs,,,,,,,,,,,,
Zeiss,Master Prime,12mm,1.3,Prime,,PL,Spherical,,,,156mm,"16""","7.75""",35mm OK,33mm,9,"IBE 1.4X, IBE 2X",Yes,,,9mm,6.6 lbs,,,,,Rectilinear,,,,,,,
Zeiss,Master Prime,14mm,1.3,Prime,,PL,Spherical,,,,114mm,"14""","6.75""",35mm OK,34mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,5.3 lbs,2007,,,,,,,,,,,
Zeiss,Master Prime,16mm,1.3,Prime,,PL,Spherical,,,,114mm,"14""","6""",35mm OK,34mm,9,IBE 1.4X,Yes,,,N/A,5 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,18mm,1.3,Prime,,PL,Spherical,,,,114mm,"14""","6""",35mm OK,33.5mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,5 lbs,2005,,,,,,,,,,,
Zeiss,Master Prime,21mm,1.3,Prime,,PL,Spherical,,,,114mm,"14""","6.2""",35mm OK,35mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,5.3 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,25mm,1.3,Prime,,PL,Spherical,,,,114mm,"14""","6""",35mm OK,35mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,5.1 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,27mm,1.3,Prime,,PL,Spherical,,,,114mm,"14""","6.2""",35mm OK,35mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,4.8 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,32mm,1.3,Prime,,PL,Spherical,,,,114mm,"14""","6""",35mm OK,36.5mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,5.1 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,35mm,1.3,Prime,,PL,Spherical,,,,114mm,"14""","6""",35mm OK,40mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,4.8 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,40mm,1.3,Prime,,PL,Spherical,,,,114mm,"16""","6""",35mm OK,39mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,5.1 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,50mm,1.3,Prime,,PL,Spherical,,,,114mm,"20""","6""",35mm OK,43mm,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,5.9 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,65mm,1.3,Prime,,PL,Spherical,,,,114mm,"2' 3""","6.2""",35mm OK,43mm,9,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",Yes,,,N/A,5.7 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,75mm,1.3,Prime,,PL,Spherical,,,,114mm,"2' 9""","6""",35mm OK,43mm,9,"IBE 1.4X, IBE 2X, Ang 2X",Yes,,,N/A,6 lbs,2005,Duclos 1.7X,,,,,,,,,,
Zeiss,Master Prime,100mm,1.3,Prime,,PL,Spherical,,,,114mm,"3' 6""","6""",35mm OK,43mm,9,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X",Yes,,,N/A,6.2 lbs,2005,,,,,,,,,,,
Zeiss,Master Prime,100mm,2.0 (4.3 at CF),Prime,,PL,Spherical,,,,114mm,"13.75""","8""",35mm OK,42mm,9,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",Yes,,,19.5mm,5.7 lbs,,,,,Macro,,,,,,,
Zeiss,Master Prime,135mm,1.3,Prime,,PL,Spherical,,,,114mm,"3' 3""","6.75""",35mm OK,43mm,9,IBE 1.4X,Yes,,,N/A,6.2 lbs,2005,,,,,,,,,,,
Zeiss,Master Prime,150mm,1.3,Prime,,PL,Spherical,,,,134mm,5',"8.25""",35mm OK,43mm,9,"IBE 1.4X, IBE 2X",Yes,,,24mm,9 lbs,2007,,,,,,,,,,,
Zeiss,Master Prime,15mm,1.8,Prime,,PL/LPL/EF,Spherical,,,,114mm,N/a,,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,N/a,2020,,,,,,,,,,,
Zeiss,Master Prime,18mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,114mm,N/a,,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,N/a,2020,,,,,,,,,,,
Zeiss,Master Prime,21mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,95mm,13.7”,4.7”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,3.3 lbs,2019,,,,,,,,,,,
Zeiss,Master Prime,25mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,95mm,10”,4.7”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,3.13 lbs,2018,,,,,,,,,,,
Zeiss,Master Prime,29mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,95mm,13”,4.8”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,3.55 lbs,2018,,,,,,,,,,,
Zeiss,Master Prime,35mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,95mm,13”,4.7”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,3.09 lbs,2018,,,,,,,,,,,
Zeiss,Master Prime,50mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,95mm,18”,4.7”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,2.69 lbs,2018,,,,,,,,,,,
Zeiss,Master Prime,65mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,95mm,2’,4.8”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,3.59 lbs,2019,,,,,,,,,,,
Zeiss,Master Prime,85mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,95mm,2’9”,4.7”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,3.13 lbs,2018,,,,,,,,,,,
Zeiss,Master Prime,100mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,95mm,3’9”,4.7”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,3.74 lbs,2018,,,,,,,,,,,
Zeiss,Master Prime,135mm,1.5,Prime,,PL/LPL/EF,Spherical,,,,114mm,4’6”,5.7”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,5.4 lbs,2019,,,,,,,,,,,
Zeiss,Master Prime,150mm,1.8,Prime,,PL/LPL/EF,Spherical,,,,114mm,4’11”,5.7”,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,5.4 lbs,2019,,,,,,,,,,,
Zeiss,Master Prime,200mm,2.1,Prime,,PL/LPL/EF,Spherical,,,,114mm,N/a,N/a,,46.2mm,,"IBE 1.4X, IBE 2X, IBE 2X VV",Yes,,,,N/a,2020,,,,,,,,,,,
Zeiss,Ultra Prime,8mm (8R),2.8,Prime,,PL,Spherical,,,,134mm,"1' 3""","5.12""",35mm OK,31mm,9,None,No,,,N/A,3.4 lbs,2005,,,,Rectilinear,,,,,,,
Zeiss,Ultra Prime,10mm,2.1,Prime,,PL,Spherical,,,,156mm,"1' 3""","5.6""",35mm OK,31mm,6,None,No,,,N/A,6.4 lbs,1998,,,,Rectilinear,,,,,,,
Zeiss,Ultra Prime,12mm,2,Prime,,PL,Spherical,,,,156mm,1',"5.5""",35mm OK,31mm,9,"IBE 1.4X, IBE 2X",No,,,N/A,4.4 lbs,1998,,,,,,,,,,,
Zeiss,Ultra Prime,14mm,1.9,Prime,,PL,Spherical,,,,114mm,"9""","4.4""",35mm OK,30mm clear / 31.5mm with falloff,9,None,No,,,N/A,4 lbs,1998,No,,,,,,,,,,
Zeiss,Ultra Prime,16mm,1.9,Prime,,PL,Spherical,,,,95mm,1',"3.7""",35mm OK,30mm clear / 32mm with falloff,9,None,No,,,N/A,2.6 lbs,1998,No,,,,,,,,,,
Zeiss,Ultra Prime,20mm,1.9,Prime,,PL,Spherical,,,,95mm,1',"3.6""",35mm OK,33mm clear / 36mm with falloff,9,None,No,,,N/A,2.6 lbs,1998,No,,,,,,,,,,
Zeiss,Ultra Prime,24mm,1.9,Prime,,PL,Spherical,,,,95mm,1',"3.6""",35mm OK,34mm clear / 38mm with falloff,9,None,No,,,N/A,2.2 lbs,1998,No,,,,,,,,,,
Zeiss,Ultra Prime,28mm,1.9,Prime,,PL,Spherical,,,,95mm,1',"3.6""",35mm OK,35mm clear / 38mm with falloff,9,None,No,,,N/A,2.2 lbs,1998,No,,,,,,,,,,
Zeiss,Ultra Prime,32mm,1.9,Prime,,PL,Spherical,,,,95mm,"1' 3""","3.6""",35mm OK,36mm clear / 38mm with falloff,9,None,No,,,N/A,2.4 lbs,1998,No,,,,,,,,,,
Zeiss,Ultra Prime,40mm,1.9,Prime,,PL,Spherical,,,,95mm,"1' 3""","3.6""",35mm OK,38mm clear / 40mm with falloff,9,None,No,,,N/A,2.2 lbs,1998,Duclos 1.7X,,,,,,,,,,
Zeiss,Ultra Prime,50mm,1.9,Prime,,PL,Spherical,,,,95mm,2',"3.6""",35mm OK,38mm clear / 40mm with falloff,9,None,No,,,N/A,2.2 lbs,1998,Duclos 1.7X,,,,,,,,,,
Zeiss,Ultra Prime,65mm,1.9,Prime,,PL,Spherical,,,,95mm,"2' 3""","3.6""",35mm OK,40mm clear / 43mm with falloff,9,"IBE 1.4X, IBE 2X",No,,,N/A,2.4 lbs,1998,Duclos 1.7X,,,,,,,,,,
Zeiss,Ultra Prime,85mm,1.9,Prime,,PL,Spherical,,,,95mm,3',"3.6""",35mm OK,40mm clear / 43mm with falloff,9,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X",No,,,N/A,2.6 lbs,1998,Duclos 1.7X,,,,,,,,,,
Zeiss,Ultra Prime,100mm,1.9,Prime,,PL,Spherical,,,,95mm,"3' 3""","3.6""",35mm OK,38mm clear / 43mm with falloff,10,None,No,,,N/A,2.6 lbs,1998,No,,,,,,,,,,
Zeiss,Ultra Prime,135mm,1.9,Prime,,PL,Spherical,,,,95mm,5',"4.7""",35mm OK,39mm clear / 43mm with falloff,10,"IBE 1.4X, IBE 2X",No,,,N/A,3.5 lbs,1998,Duclos 1.7X,,,,,,,,,,
Zeiss,Ultra Prime,180mm,1.9,Prime,,PL,Spherical,,,,114mm,"8' 6""","6.5""",35mm OK,40mm clear / 43mm with falloff,9,"IBE 1.4X, IBE 2X",No,,,N/A,5.7 lbs,1998,Duclos 1.7X,,,,,,,,,,
Zeiss,Ultra Prime LDS,12mm,2,Prime,,PL,Spherical,,,,156mm,"11.8""","5.5""",35mm OK,,9,,Yes,,,N/A,4.8 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,14mm,1.9,Prime,,PL,Spherical,,,,114mm,"9""","4.4""",35mm OK,30mm clear / 31.5mm with falloff,9,None,Yes,,,N/A,4 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,16mm,1.9,Prime,,PL,Spherical,,,,104mm,"12""","3.9""",35mm OK,30mm clear / 32mm with falloff,9,None,Yes,,,N/A,3.3 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,20mm,1.9,Prime,,PL,Spherical,,,,104mm,"12""","3.9""",35mm OK,33mm clear / 36mm with falloff,9,None,Yes,,,N/A,3.3 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,24mm,1.9,Prime,,PL,Spherical,,,,104mm,"11.8""","3.6""",35mm OK,34mm clear / 38mm with falloff,9,None,Yes,,,N/A,2.9 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,28mm,1.9,Prime,,PL,Spherical,,,,104mm,"12""","3.9""",35mm OK,35mm clear / 38mm with falloff,9,None,Yes,,,N/A,3.3 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,32mm,1.9,Prime,,PL,Spherical,,,,104mm,"15""","3.9""",35mm OK,36mm clear / 38mm with falloff,9,None,Yes,,,N/A,3.1 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,40mm,1.9,Prime,,PL,Spherical,,,,104mm,"15""","3.9""",35mm OK,38mm clear / 40mm with falloff,9,None,Yes,,,N/A,3.3 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,50mm,1.9,Prime,,PL,Spherical,,,,104mm,2',"3.9""",35mm OK,38mm clear / 40mm with falloff,9,None,Yes,,,N/A,2.6 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,65mm,1.9,Prime,,PL,Spherical,,,,104mm,"2' 3""","3.9""",35mm OK,40mm clear / 43mm with falloff,9,"IBE 1.4X, IBE 2X",Yes,,,N/A,3.1 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,85mm,1.9,Prime,,PL,Spherical,,,,104mm,3',"3.9""",35mm OK,40mm clear / 43mm with falloff,9,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X",Yes,,,N/A,3.3 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,100mm,1.9,Prime,,PL,Spherical,,,,104mm,"3' 3""","3.9""",35mm OK,38mm clear / 43mm with falloff,10,None,Yes,,,N/A,3.4 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,135mm,1.9,Prime,,PL,Spherical,,,,104mm,5',"4.7""",35mm OK,39mm clear / 43mm with falloff,10,"IBE 1.4X, IBE 2X",Yes,,,N/A,4.2 lbs,,,,,,,,,,,,
Zeiss,Ultra Prime LDS,180mm,1.9,Prime,,PL,Spherical,,,,114mm,"102.4""","6.5""",35mm OK,40mm clear / 43mm with falloff,9,,Yes,,,N/A,6.2 lbs,,,,,,,,,,,,
Zeiss,Standard Speed (T2.1),10mm,2.1,Prime,,PL,Spherical,,,,156mm,"14""","5.6"" - 5.7""",35mm OK,31mm,6,None,No,,,N/A,6.6 lbs,,,,,Mark II / Rectilinear,,,,,,,
Zeiss,Mark II,12mm,2.1,Prime,,PL,Spherical,,,,135mm,"10""","3.4"" - 3.5""",35mm OK,26mm clear / 30mm with falloff,6,None,No,,,N/A,2.5 lbs,,No,,,Mark II / Rectilinear / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),14mm,2.1,Prime,,PL,Spherical,,,,114mm,"9""","4.4"" - 4.45""",35mm OK,30mm clear / 32mm with falloff,7,None,No,,,N/A,3.2 lbs,,No,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),16mm,2.1,Prime,,PL,Spherical,,,,80mm,"10"" (CF modified)","2.12"" - 2.2""",35mm OK,24mm clear / 30mm with falloff,6,None,No,,,N/A,1.2 lbs,,No,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),24mm,2.1,Prime,,PL,Spherical,,,,80mm,"14"" (CF modified)","2.12"" - 2.25""",35mm OK,26mm clear / 31mm with falloff,6,None,No,,,N/A,1 lb,,No,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),28mm,2.1,Prime,,PL,Spherical,,,,80mm,"11""","3.1"" - 3.25""",35mm OK,35mm clear / 39mm with falloff,7,"IBE 1.4X, IBE 2X",No,,,N/A,2.25 lbs,,No,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),32mm,2.1,Prime,,PL,Spherical,,,,80mm,2' (CF modified),"2.12"" - 2.25""",35mm OK,24mm clear / 30mm with falloff,5,None,No,,,N/A,1 lb,,No,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),50mm,2.1,Prime,,PL,Spherical,,,,80mm,"1' 6""","2.2"" - 2.5""",35mm OK,39mm clear / 43mm with falloff,6,"IBE 1.4X, IBE 2X",No,,,N/A,1 lb,,,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),85mm,2.1,Prime,,PL,Spherical,,,,80mm,3',"2.12"" - 2.5""",35mm OK,39mm clear / 43mm with falloff,7,"IBE 1.4X, IBE 2X",No,,,N/A,1.5 lbs,,,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),100mm,2.1,Prime,,PL,Spherical,,,,80mm,"3' 4""","3"" - 3.5""",35mm OK,40mm clear / 43mm with falloff,6,"IBE 1.4X, IBE 2X, Ang 2X",No,,,N/A,1.6 lbs,,,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),135mm,2.1,Prime,,PL,Spherical,,,,80mm,5',"3.7"" - 4.2""",35mm OK,40mm clear / 43mm with falloff,9,"IBE 1.4X, IBE 2X",No,,,N/A,2.25 lbs,,,,,Mark II / Telescoping,,,,,,,
Zeiss,(Uncoated Specs are the same),180mm,3,Prime,,PL,Spherical,,,,80mm,5',"4.8"" - 5.6""",35mm OK,40mm clear / 43mm with falloff,9,"IBE 1.4X, IBE 2X",No,,,N/A,3 lbs,,,,,Mark II / Telescoping,,,,,,,
Zeiss,Standard Speed (T2.1),16mm,2.1,Prime,,PL,Spherical,,,,80mm,"10""","2.12"" - 2.2""",35mm OK,25mm clear / 30mm with falloff,6,None,No,,,N/A,1.25 lbs,,No,,,Mark I / Telescoping,,,,,,,
Zeiss,Mark I,20mm,2.1,Prime,,PL,Spherical,,,,80mm,"8""","2.12"" - 2.5""",35mm OK,28mm clear / 32mm with falloff,6 (triangle),None,No,,,N/A,1.3 lbs,,No,,,Mark I / Telescoping,,,,,,,
Zeiss,Mark I,24mm,2.1,Prime,,PL,Spherical,,,,80mm,"1' 2""","2.2"" - 2.25""",35mm OK,28mm clear / 31mm with falloff,6,None,No,,,N/A,1.25 lbs,,No,,,Mark I / Telescoping,,,,,,,
Zeiss,Mark I,32mm,2.1,Prime,,PL,Spherical,,,,80mm,2',"2.12"" - 2.4""",35mm OK,25mm clear / 31mm with falloff,5,None,No,,,N/A,0.8 lbs,,No,,,Mark I / Telescoping,,,,,,,
Zeiss,Mark I,40mm,2.1,Prime,,PL,Spherical,,,,80mm,"16""","2.12"" - 2.3""",35mm OK,32mm clear / 39mm with falloff,6,None,No,,,N/A,1 lb,,No,,,Mark I / Telescoping,,,,,,,
Zeiss,Mark I,50mm,2.1,Prime,,PL,Spherical,,,,80mm,"1' 6""","2.2"" - 2.5""",35mm OK,39mm clear / 43mm with falloff,6,"IBE 1.4X, IBE 2X",No,,,N/A,1 lb,,,,,Mark I / Telescoping,,,,,,,
Zeiss,Mark I,60mm,3 (4 1/3 at CF),Prime,,PL,Spherical,,,,80mm,"11""","3.5"" - 4.75""",35mm OK,38mm clear / 43mm with falloff,6,"IBE 1.4X, IBE 2X",No,,,N/A,1.75 lbs,,,,,Mark I / Telescoping; Macro,,,,,,,
Zeiss,Mark I,85mm,2.1,Prime,,PL,Spherical,,,,80mm,3',"2.12"" - 2.5""",35mm OK,40mm clear / 43mm with falloff,7,"IBE 1.4X, IBE 2X",No,,,N/A,1.5 lbs,,,,,Mark I / Telescoping,,,,,,,
Zeiss,Mark I,100mm,2.1,Prime,,PL,Spherical,,,,80mm,"40""","3"" - 3.5""",35mm OK,41mm clear / 43mm with falloff,6,"IBE 1.4X, IBE 2X",No,,,N/A,1.75 lbs,,,,,Mark I / Telescoping,,,,,,,
Zeiss,Mark I,135mm,2.1,Prime,,PL,Spherical,,,,80mm,5',"3.6"" - 4.2""",35mm OK,41mm clear / 43mm with falloff,9,"IBE 1.4X, IBE 2X",No,,,N/A,2.25 lbs,,,,,Mark I / Telescoping,,,,,,,
Zeiss,Super Speed - TLS Rehoused,18mm,1.3,Prime,,PL,Spherical,,,,95mm,"11""","3.75""",35mm OK,32.5mm,7,None,No,,,N/A,3.25 lbs,,No,,,Only stock uncoated versions,,,,,,,
Zeiss,MK III Uncoated,25mm,1.3,Prime,,PL,Spherical,,,,95mm,"10""","3""",35mm OK,36.5mm,7,None,No,,,N/A,2.24 lbs,,No,,,Only stock uncoated versions,,,,,,,
Zeiss,MK III Uncoated,35mm,1.3,Prime,,PL,Spherical,,,,95mm,"14""","3 7/8th""",35mm OK,37mm,7,None,No,,,N/A,2.35 lbs,,No,,,Only stock uncoated versions,,,,,,,
Zeiss,MK III Uncoated,50mm,1.3,Prime,,PL,Spherical,,,,95mm,"21""","3""",35mm OK,41mm,7,None,No,,,N/A,2.27 lbs,,No,,,Only stock uncoated versions,,,,,,,
Zeiss,MK III Uncoated,65mm,1.3,Prime,,PL,Spherical,,,,95mm,"2' 3""","3 7/8th""",35mm OK,42mm,7,"IBE 1.4X, IBE 2X",No,,,N/A,2.52 lbs,,,,,Only stock uncoated versions,,,,,,,
Zeiss,MK III Uncoated,85mm,1.3,Prime,,PL,Spherical,,,,95mm,3',"3.25""",35mm OK,43mm,7,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X",No,,,N/A,2.91 lbs,,,,,Only stock uncoated versions,,,,,,,
Zeiss,Super Speed (T1.3),18mm,1.3,Prime,,PL,Spherical,,,,80mm,"10""","3.6"" - 3.7""",35mm OK,32.5mm,7,None,No,,,N/A,2.8 lbs,,No,,,Mark II/III / Telescoping,,,,,,,
Zeiss,Mark II Original Housing,25mm,1.3,Prime,,PL,Spherical,,,,80mm,"10""","2.4"" - 2.75""",35mm OK,36.5mm,7,None,No,,,N/A,2 lbs,,No,,,Mark II/III / Telescoping,,,,,,,
