Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original ESC Name
BAUSCH & LOMB,Tessar,216,F4.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,216mm BAUSCH & LOMB 8X10 TESSAR F4.5
BAUSCH & LOMB,Super Baltar,100,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Super Baltar T2.3 TLS
BAUSCH & LOMB,Ef,127,F1.9,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,127mm  BAUSCH & LOMB EF 5IN F1.9
BAUSCH & LOMB,Super Baltar,20,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Super Baltar T2.3
BAUSCH & LOMB,Super Baltar,25,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Super Baltar T2.3
BAUSCH & LOMB,Super Baltar,35,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Super Baltar T2.3
BAUSCH & LOMB,Super Baltar,50,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Super Baltar T2.3
BAUSCH & LOMB,Super Baltar,75,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Super Baltar T2.3
BAUSCH & LOMB,Super Baltar,100,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Super Baltar T2.3
Blurtar,,40,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Blurtar T2.3
Blurtar,,75,T3.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Blurtar T3.8
Caldwell,Chameleon SC/XC,75,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm/112mm Caldwell Chameleon SC/XC - Rear Expander
Caldwell,Chameleon SC/XC,100,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm/150mm Caldwell Chameleon SC/XC - Rear Expander
Caldwell,Chameleon SC/XC,32,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm/48mm Caldwell Chameleon SC/XC - Rear Expander
Caldwell,Chameleon SC/XC,40,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm/60mm Caldwell Chameleon SC/XC - Rear Expander
Caldwell,Chameleon SC/XC,50,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm/75mm Caldwell Chameleon SC/XC - Rear Expander
Caldwell,Chameleon SC/XC,60,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm/90mm Caldwell Chameleon SC/XC - Rear Expander
Caldwell,Chameleon XC,48,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,48mm Caldwell Chameleon XC - Rear Expander
Caldwell,Chameleon XC,150,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm Caldwell Chameleon XC - Rear Expander
Caldwell,Chameleon SC/XC,75,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm/112mm Caldwell Chameleon SC/XC - Front
Caldwell,Chameleon SC/XC,100,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm/150mm Caldwell Chameleon SC/XC - Front
Caldwell,Chameleon SC/XC,32,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm/48mm Caldwell Chameleon SC/XC - Front
Caldwell,Chameleon SC/XC,40,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm/60mm Caldwell Chameleon SC/XC - Front
Caldwell,Chameleon SC/XC,50,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm/75mm Caldwell Chameleon SC/XC - Front
Caldwell,Chameleon SC/XC,60,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm/90mm Caldwell Chameleon SC/XC - Front
Caldwell,Chameleon XC,150,T4.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm Caldwell Chameleon XC Series T4.0
Caldwell,Chameleon XC,150,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm Caldwell Chameleon XC - Front
Caldwell,Chameleon UW SC,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Caldwell Chameleon UW SC Series T2.0
Caldwell,Chameleon UW SC,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Caldwell Chameleon UW SC Series T2.0
Canon,,7-63,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-63mm Canon T2.6
Canon,,8-64,T2.4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-64mm Canon T2.4
Canon,,6.6-66,T2.7,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6-66mm Canon T2.7
Canon,,11-165,T2.5,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-165mm Canon T2.5
Canon,,10.6-180,T2.7,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6-180mm Canon T2.7
Canon,,200,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon T2.0
Canon,,300,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Canon T2.8
Canon,,400,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,400mm Canon T2.8
Canon,,800,T5.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,800mm Canon T5.6
Canon,,600,T4.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,600mm Canon T4.5
Canon,,100,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon Prime T2
Canon,Fd,35,T2.2,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD SSC Convex T2.2 - Zero Optik
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD SSC Asph T1.3 - Zero Optik
Canon,Fd,28,T2.2,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD- SSC T2.2 - Zero Optik
Canon,Fd,20,T3.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD SSC T3.1 - Zero Optik
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD LTM T2.1 - Zero Optik
Canon,Fd,24,T1.6,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-L T1.6 - Zero Optik
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-L T1.3 - Zero Optik
Canon,Fd,135,T2.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon nFD T2.1 - Zero Optik
Canon,Rangefinder,19,T3.9,Prime,,LPL,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,LPL,,,,,,,,19mm Canon Rangefinder T3.9 - Zero Optik (LPL)
Canon,Rangefinder,28,T2.8,Prime,,LPL,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,LPL,,,,,,,,28mm Canon Rangefinder T2.8 - Zero Optik (LPL)
Canon,Rangefinder,35,T1.7,Prime,,LPL,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,LPL,,,,,,,,35mm Canon Rangefinder T1.7 - Zero Optik (LPL)
Canon,Rangefinder,50,T1.2,Prime,,LPL,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,LPL,,,,,,,,50mm Canon Rangefinder T1.2 - Zero Optik (LPL)
Canon,Rangefinder,85,T1.9,Prime,,LPL,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,LPL,,,,,,,,85mm Canon Rangefinder T1.9 - Zero Optik (LPL)
Canon,Rangefinder,100,T2.2,Prime,,LPL,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,LPL,,,,,,,,100mm Canon Rangefinder T2.2 - Zero Optik (LPL)
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - Whitepoint Optics
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.5 - Whitepoint Optics
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD T2.1 - Whitepoint Optics
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD T1.3 - Whitepoint Optics
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD T1.3 - Whitepoint Optics
Canon,Fd,24-75,,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,24-75mm Canon FD Zoom REAR - Ancient Optics
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - Whitepoint Optics
Canon,Fd,24-75,T2.9,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,24-75mm/35-105 Canon FD Zoom T2.9 - Ancient Optics
Canon,Rangefinder,,,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,Canon Rangefinder - TLS - LPL Mount
Canon,Type SK,20,T1.9,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon Type SK T1.9 - Works Cameras
Canon,Type SK,25,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,25mm Canon Type SK T1.6 - Works Cameras
Canon,Type SK,28,T1.9,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon Type SK T1.9 - Works Cameras
Canon,Type SK,35,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon Type SK T1.6 - Works Cameras
Canon,Type SK,40,T1.9,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,40mm Canon Type SK T1.9 - Works Cameras
Canon,Type SK,45,T1.9,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,45mm Canon Type SK T1.9 - Works Cameras
Canon,Type SK,50,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon Type SK T1.6 - Works Cameras
Canon,Type SK,60,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,60mm Canon Type SK T1.6 - Works Cameras
Canon,Type SK,85,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon Type SK T1.6 - Works Cameras
Canon,K-35,35,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 Anamorphic T1.3
Canon,K-35,55,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 Anamorphic T1.3
Canon,K-35,85,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 Anamorphic T1.3
Canon,Type SK,100,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon Type SK T1.6 - Works Cameras
Canon,Type SK,135,T2.8,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon Type SK T2.8 - Works Cameras
Canon,L Series,100,F2.9,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm Canon EF Macro F2.9 L Series IS USM
Canon,Fd,14,T2.8,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.8 - GL Optics
Canon,Fd,14,T2.9,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.9 - GL Optics
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - GL Optics
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.5 - GL Optics
Canon,Fd,24,T1.6,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.6 - GL Optics
Canon,Fd,28,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD T2.1 - GL Optics
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD T2.1 - GL Optics
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD T1.3 - GL Optics
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD T1.3 - GL Optics
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - GL Optics
Canon,Fd,135,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1 - GL Optics
Canon,Fd,200,T2.8,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon FD T2.8 - GL Optics
Canon,Rangefinder,50,F0.95,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,"50mm Canon ""Dream Lens"" Rangefinder - TLS F0.95 (LPL)"
Canon,Cine-Servo,50-1000,T5.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-1000mm Canon Cine-Servo T5.0 CN20X50 KAS S
Canon,Tilt-Shift,45,F2.8,Special,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm Canon EF TS-E Tilt-Shift Lens F2.8
Canon,Ef,28,T1.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon T1.8 EF Series
Canon,Fd,28,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD-SSC T2.1 - TLS
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD-SSC T2.1 - TLS
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD-SSC T2.9 - TLS
Canon,Fd,24,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-SSC T2.9 - TLS
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD-SSC T1.3 - TLS
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-SSC T1.3 - TLS
Canon,Cine-Servo,17-120,T2.95,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-120mm Canon Cine-Servo T2.95 CN7X17 KAS S
Canon,L Series,24,F1.4,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon EF F1.4 L Series II USM
Canon,L Series,35,F1.4,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon EF F1.4 L Series II USM
Canon,L Series,85,F1.2,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon EF F1.2 L Series II USM
Canon,Fd,35-105,,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,35-105mm Canon FD Zoom REAR - Ancient Optics
Canon,Fd,35-105,,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,35-105mm Canon FD Zoom REAR - Ancient Optics
Canon,L Series,70-200,F2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series II USM IS
Canon,T-Rex,18-35,,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-35mm Canon Shift - T-Rex
Canon,L Series,24-70,F2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm Canon EF Zoom F2.8 L Series II USM
Canon,Fd,50,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon FD-L T1.3 - TLS
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-L T1.3 - TLS
Canon,Fd,18,T1.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm Canon FD-X T1.6 - TLS
Canon,L Series,70-200,F2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series II USM
Canon,L Series,100-400,F4.5,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100-400mm Canon EF Zoom F4.5 L Series IS USM
Canon,Fd,28,T2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD T2 - TLS
Canon,L Series,70-200,F2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series I USM
Canon,Fd,135,T2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2 - TLS
Canon,Rangefinder,135,T2.8,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,135mm Canon FL Rangefinder-X T2.8 - TLS (LPL)
Canon,Ef,14,T3.1,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon EF CN-E T3.1
Canon,Ef,24,T1.5,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon EF CN-E T1.5
Canon,Ef,35,T1.5,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35MM Canon EF CN-E T1.5
Canon,Ef,50,T1.3,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50MM Canon EF CN-E T1.3
Canon,Ef,85,T1.3,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85MM Canon EF CN-E T1.3
Canon,Ef,40,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Canon EF T2.8 STM
Canon,Fd,14,T2.8,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.8 - TLS
Canon,Fd,14,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.9 - TLS
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - TLS
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-L Prime T1.5 - TLS
Canon,Ef,135,T2.2,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135MM Canon EF CN-E T2.2
Canon,Ef-S,24,F2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon EF-S F2.8 STM
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - TLS
Canon,Fd,200,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon FD T2.9 - TLS
Canon,Fd,135,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1 - TLS
Canon,K-35,18,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm Canon K-35 T1.5 - TLS
Canon,K-35,24,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon K-35 T1.3 - TLS
Canon,K-35,24,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon K-35 T1.5 - TLS
Canon,K-35,35,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 T1.3 - TLS
Canon,K-35,35,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 T1.4 - TLS
Canon,K-35,45,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,45mm Canon K-35 T1.5 - TLS
Canon,K-35,50,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon K-35 T1.3 - TLS
Canon,K-35,55,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 T1.3 - TLS
Canon,K-35,55,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 T1.4 - TLS
Canon,K-35,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 T1.3 - TLS
Canon,K-35,85,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 T1.4 - TLS
Canon,Rangefinder,40,T1.8,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,40mm Canon Rangefinder-X T1.8 - TLS (LPL)
Canon,Rangefinder,58,T1.4,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,58mm Canon Rangefinder-X T1.4 - TLS (LPL)
Canon,Cine-Servo,25-250,T2.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Canon T2.9 Cine-Servo Zoom Lens
Canon,Cine-Servo,15-120,T2.95-3.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-120mm Canon CINE-SERVO T2.95-3.9 Zoom Lens
Canon,Macro,25-120,T2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,25-120mm Canon K-35 Macro  Zoom T2.8
Canon,Optex,100,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2 - Optex
Canon,Rangefinder,25,T2.1,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,25mm Canon Rangefinder T2.1 - TLS (LPL)
Canon,Rangefinder,28,T2.1,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,28mm Canon Rangefinder T2.1 - TLS (LPL)
Canon,Rangefinder,35,T1.6,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,35mm Canon Rangefinder T1.6 - TLS (LPL)
Canon,Rangefinder,85,T1.6,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,85mm Canon Rangefinder T1.6 - TLS (LPL)
Canon,Rangefinder,100,T2.1,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,100mm Canon Rangefinder T2.1 - TLS (LPL)
Canon,L Series,85,F1.2,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon EF F1.2 L Series
Canon,L Series,14,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon EF T2.8 L Series
Canon,L Series,24-70,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm Canon EF Zoom T2.8 L Series
Canon,L Series,70-200,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom T2.8 L Series
Canon,K-35,18,T2.8,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,18mm Canon K-35 T2.8 - TLS  (Doesn't cover Full Frame/Vista Vision)
Canon,K-35,24,T1.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,24mm Canon K-35 T1.6 - TLS (Doesn't cover Full Frame/Vista Vision)
Canon,K-35,18,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision - Able to be split from set if this is the reason DP cant use it,,,,,,,,18mm Canon K-35 T1.5 - TLS  (Doesn't cover Full Frame/Vista Vision - Able to be split from set if this is the reason DP cant use it)
Canon,Cinema Zoom,14.5-60,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5-60mm Canon Cinema Zoom T2.6
Canon,Ef,24-105,T4,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-105mm Canon EF Zoom T4
Canon,Ef,16-35,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-35mm Canon EF Zoom T2.8
Canon,Ef,20,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.8
Canon,Ef,20,T2.9,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.9
Canon,Ef,85,T1.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon EF T1.8
Canon,Ef,20,T2.10,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.10
Canon,Fd,135,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1
