,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,Notes,,,,,,,,Focal Length
,,80mm,1.7,"1' 3""",3.3 lbs,"5.1""",110mm,PL,33mm clear /  35mm with fall of ,,Oval iris,"IBE 1.4X, IBE 2X",1.7x Duclos (T4 or deeper),No,N/A,,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,100mm,1.7,1' ,3.5 lbs,"5.1""",110mm,PL,35mm clear / 38mm with fall of,,Oval iris,"IBE 1.4X, IBE 2X",1.7x Duclos (T4 or deeper),No,N/A,,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,135mm,1.7,"1' 6""",3.5 lbs,"4.5""",110mm,PL,40mm,,Oval iris,"IBE 1.4X, IBE 2X",1.7x Duclos (T4 or deeper),No,N/A,,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,180mm,1.7,2’,4.2 lbs,"5.9""",128mm,PL,40mm clear / 45mm with fall of,,Oval iris,"IBE 1.4X, IBE 2X",1.7x Duclos (T4 or deeper),No,N/A,,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,Notes,,,,,,,,
Vantage,One,17.5mm,1,1',4.4 lbs,"5.3""",110mm,PL,30mm,,12,"IBE 1.4X, IBE 2X, Ang 2X",1.7x Duclos (T4 or deeper),No,N/A,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,21mm,1,1',4 lbs,"5""",110mm,PL,32mm,,12,"IBE 1.4X, IBE 2X, Ang 2X",1.7x Duclos (T4 or deeper),No,N/A,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,25mm,1,1,3.5 lbs,"4.3""",110mm,PL,33mm,,12,"IBE 1.4X, IBE 2X, Ang 2X",1.7x Duclos (T4 or deeper),No,N/A,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,32mm,1,1'',4 lbs,"4.5""",110mm,PL,35mm,,12,"IBE 1.4X, IBE 2X, Ang 2X",1.7x Duclos (T4 or deeper),No,N/A,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,40mm,1,"1' 3""",3.3 lbs,"4.3""",110mm,PL,35mm,,14,"IBE 1.4X, IBE 2X",1.7x Duclos (T4 or deeper),No,N/A,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,50mm,1,1',3.1 lbs,"4.3""",110mm,PL,38mm,,14,"IBE 1.4X, IBE 2X, Ang 2X",1.7x Duclos (T4 or deeper),No,N/A,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,65mm,1,"1' 6""",3.5 lbs,"4.3""",110mm,PL,41mm,,16,"IBE 1.4X, IBE 2X, Ang 2X",1.7x Duclos (T4 or deeper),No,N/A,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,90mm,1,2',4.3 lbs,"4.5""",128mm,PL,43mm,,12,"IBE 1.4X, IBE 2X",1.7x Duclos (T4 or deeper),No,N/A,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,120mm,1,"2' 9""",8 lbs,"7.2""",156mm,PL,43mm,,18,"IBE 1.4X, IBE 2X, Ang 2X",1.7x Duclos (T4 or deeper),No,Attached to lens,2014,"Works with Duclos Expander, but requires lens to be shot at T4 or deeper in order to reduce optical abberation.",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,Notes,,,,,,,,
White Point Optics,Neo Super Baltar,20mm,2.3,,3.99 lbs,,110mm,PL / LPL,32mm,,16,,,No,N/A,,Not currently in inventory,,,,,,,,
,,25mm,2.3,,5.28 lbs,,110mm,PL / LPL,33mm,,16,,,No,N/A,,Not currently in inventory,,,,,,,,
,,"35mm ""C""",2.3,,3.56 lbs,,110mm,PL / LPL,35mm,,16,,,No,N/A,,"Not currently in inventory - ""C"" is for Compact",,,,,,,,
,,"35mm ""LWD""",2.3,,3.68 lbs,,110mm,PL / LPL,39mm,,16,,,No,N/A,,"Not currently in inventory - ""LWD"" is for Long Working Distance",,,,,,,,
,,50mm,2.3,,3.52 lbs,,110mm,PL / LPL,38mm,,16,,,No,N/A,,Not currently in inventory,,,,,,,,
,,75mm,2.3,,3.68 lbs,,110mm,PL / LPL,41mm,,16,,,No,N/A,,Not currently in inventory,,,,,,,,
,,100mm,2.3,,5.06 lbs,,110mm,PL / LPL,42mm,,16,,,No,N/A,,Not currently in inventory,,,,,,,,
,,152mm,3,,5.49 lbs,,110mm,PL / LPL,42mm,,16,,,No,N/A,,Not currently in inventory,,,,,,,,
,,229mm,4.4,,5.62 lbs,,110mm,PL / LPL,42mm,,16,,,No,N/A,,Not currently in inventory,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,Notes,,,,,,,,
Sony,FE,28mm,2,1',0.4 lbs,"2.25""",62mm,E,,,9,,,Yes,,,Front filter thread: 49mm / Comes with lens hood,,,,,,,,
