,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,Notes,,,,,,,,Focal Length
,,50mm,2.1,"18""",1.6 lbs,"3.15""",114mm,PL / EF / E / F / MFT,38mm clear / 43mm with falloff,,14,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X, Century 2X",,No,N/A,,,,,,,,,,
,,50mm Macro,2.1,"10""",3 lbs,"5.2""",134mm,PL / EF / E / F / MFT,43mm,,14,,,No,,,,,,,,,,,
,,85mm,2.1,"3' 3""",1.8 lbs,"3.15""",114mm,PL / EF / E / F / MFT,39mm clear / 43mm with falloff,,14,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X, Century 2X",,No,N/A,,,,,,,,,,
,,100mm,2.1,"2' 6""",2.8 lbs,"5.2""",114mm,PL / EF / E / F / MFT,41mm clear / 43mm with falloff,,14,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X, Century 2X",,No,N/A,,,,,,,,,,
,,135mm,2.1,"3' 3""",3.5 lbs,"5.86""",114mm,PL / EF / E / F / MFT,43mm,,14,,,No,,,Not currently in inventory,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,Notes,,,,,,,,
ARRI / Zeiss,Compact Prime (CP3 & CP3 XD),15mm,2.9,"12""",1.9 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Not currently in inventory,,,,,,,,
,,18mm,2.9,"12""",1.9 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Keslow's CP3's are XD models (eXtended Data),,,,,,,,
,,21mm,2.9,"10""",1.8 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Keslow's CP3's are XD models (eXtended Data),,,,,,,,
,,25mm,2.1,"10""",1.8 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Not currently in inventory,,,,,,,,
,,28mm,2.1,"10""",1.9 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Not currently in inventory,,,,,,,,
,,35mm,2.1,"12""",1.8 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Not currently in inventory,,,,,,,,
,,50mm,2.1,"18""",1.7 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Not currently in inventory,,,,,,,,
,,85mm,2.1,"3' 3""",1.9 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Not currently in inventory,,,,,,,,
,,100mm,2.1,"2' 6""",2.2 lbs,"4.98""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Not currently in inventory,,,,,,,,
,,135mm,2.1,"3' 3""",2.5 lbs,"4.98""",95mm,PL / EF,43.4mm,,14,,N/A,XD - Yes,N/A,2017,Not currently in inventory,,,,,,,,
