,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
P+S Technik,Evolution,32mm,2.4,"2' 1""",3.96 lbs,"7.04""",110mm,PL,31.1mm,35mm OK,8,2x,,,No,,2020,,"Not currently in inventory/
Similar to Kowa Anamorphics",,,,
,,40mm,2.4,3',2.42 lbs,"5.74""",80mm,PL,31.1mm,35mm OK,8,2x,,,No,,2020,,"Not currently in inventory/
Similar to Kowa Anamorphics",,,,
,,50mm,2.4,3',2.64 lbs,"6.10""",80mm,PL,31.1mm,35mm OK,12,2x,,,No,,2020,,"Not currently in inventory/
Similar to Kowa Anamorphics",,,,
,,75mm,2.5,3',3.31 lbs,"7.99""",80mm,PL,31.1mm,35mm OK,12,2x,,,No,,2020,,"Not currently in inventory/
Similar to Kowa Anamorphics",,,,
,,100mm,3.2,5',3.51 lbs,"8.46""",80mm,PL,31.1mm,35mm OK,12,2x,,,No,,2020,,"Not currently in inventory/
Similar to Kowa Anamorphics",,,,
,,135mm,3.5,5',4.18 lbs,"11.57""",80mm,PL,31.1mm,35mm OK,12,2x,,,No,,2020,,"Not currently in inventory/
Similar to Kowa Anamorphics",,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Technovision,Cineovision,22mm,2,"3' 5""",,,,PL,,35mm OK,,2x,,,No,N/A,,,Telescoping and rotating front / Vintage / Not currently in inventory,,,,
,,24mm,1.4,3',5.5 lbs,"8""",Square,PL,,35mm OK,,2x,,,No,N/A,,,Telescoping and rotating front / Vintage / Not currently in inventory,,,,
,,32mm,,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Telescoping and rotating front / Vintage / Not currently in inventory,,,,
,,35mm,1.4,3',7.1 lbs,"7.12"" - 8.5""",130mm,PL,32mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X, Optex 2X",,No,N/A,,,Telescoping and rotating front / Vintage,,,,
,,35mm,1.6,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Telescoping and rotating front / Vintage / Not currently in inventory,,,,
,,40mm,1.4,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Telescoping and rotating front / Vintage / Not currently in inventory,,,,
,,50mm,1.4,3',5.5 lbs,"8""",95mm,PL,,35mm OK,,2x,,,No,N/A,,,Telescoping and rotating front / Vintage / Not currently in inventory,,,,
,,55mm,1.4,"2' 3""",4.1 lbs,"6"" - 7.25""",95mm,PL,37mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Telescoping and rotating front / Vintage,,,,
,,85mm,1.4,2',6.6 lbs,"8.4"" - 9.12""",103mm,PL,41mm,35mm OK,15 (12 if blades were broken),2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Telescoping and rotating front / Vintage,,,,
,,85mm,1.6,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Telescoping and rotating front / Vintage / Not currently in inventory,,,,
,,100mm Macro,2.8,3',4 lbs,"8""",95mm,PL,,35mm OK,,2x,,,No,,,,Telescoping and rotating front / Vintage / Not currently in inventory,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Todd-AO,Anamorphic Primes,28mm,3.9,15',2.2 lbs,"2.2""",121mm,PL / BNCR,23mm,35mm OK,6,2x,None,,No,N/A,,,Vintage,,,,
,,35mm,1.4,"2' 6""",7.4 lbs,7.2” - 8.7”,130mm,PL / BNCR,27mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X",,No,N/A,,,Vintage / Telescoping,,,,
,,38mm,2.3,3',4.2 lbs,"5""",136mm,PL / BNCR,28mm,35mm OK,8,2x,None,,No,N/A,,,Vintage,,,,
,,50mm,2.3,3',4 lbs,"5.6""",110mm,PL / BNCR,32mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Vintage,,,,
,,55mm,1.2,3',5.6 lbs,"6""",102mm (Adapted to 110mm),PL / BNCR,38mm,35mm OK,16,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X",,No,N/A,,,Vintage,,,,
,,55mm,1.4,"1' 6""",4.6 lbs,6.2” - 8”,95mm (Adapted to 110mm),PL / BNCR,29mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X",,No,N/A,,,Vintage / Telescoping,,,,
,,75mm,2.2,3',4.6 lbs,"6""",110mm,PL / BNCR,38mm clear / 43mm with falloff,35mm OK,12,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex 2X",,No,N/A,,,Vintage,,,,
,,75mm,2.5,3',4.8 lbs,"6""",98mm (Adapted to 110mm),PL / BNCR,38mm clear / 43mm with falloff,35mm OK,12,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex, 2X, Century 2X",,No,N/A,,,Vintage,,,,
,,100mm,3.4,3',5.4 lbs,"8.13""",98mm (Adapted to 110mm),PL / BNCR,41mm clear / 43mm with falloff,35mm OK,16,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex, 2X, Century 2X, Optitek 1.4X",,No,N/A,,,Vintage,,,,
,,200mm Macro,4 (2.8 below 2'),"1' 5.7""",3.6 lbs,"6.4"" - 8.4""",84mm (Adapted to 110mm or 93mm),PL / BNCR,34mm clear / 43mm with falloff,35mm OK,16,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Vintage / Telescoping / 93mm front accepts series 9 filter,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Scorpio,Anamorphic Primes,20mm,2.8,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Not currently in inventory,,,,
,,25mm,2.2,"1' 6""",5.2 lbs,"7.5""",95mm,PL,34mm,35mm OK,18,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,,,,,
,,30mm,2,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Not currently in inventory,,,,
,,35mm,2.2,"1' 6""",4.2 lbs,"6.4""",95mm,PL,36mm,35mm OK,18,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,,,,,
,,40mm,2.2,"1' 8""",4.4 lbs,"6.4""",95mm,PL,37mm,35mm OK,18,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,,,,,
,,50mm,2.2,"1' 10""",4.2 lbs,"6.4""",95mm,PL,39mm,35mm OK,18,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,,,,,
,,60mm,2,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Not currently in inventory,,,,
,,75mm,2.2,"2' 6""",4.6 lbs,"6.4""",95mm,PL,41mm,35mm OK,18,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,,,,,
,,100mm,2.2,"3' 3""",4.4 lbs,"6.4""",95mm,PL,41mm,35mm OK,18,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,,,,,
,,135mm,2.8,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Not currently in inventory,,,,
,,150mm,2.8,"3' 3""",5.2 lbs,"7.6""",95mm,PL,42mm,35mm OK,18,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex, 2X, Century 2X",,No,N/A,,,,,,,
,,200mm,2.8,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Not currently in inventory,,,,
,,250mm,2.8,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Not currently in inventory,,,,
,,300mm,2.8,,,,,PL,,35mm OK,,2x,,,No,N/A,,,Not currently in inventory,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Vantage,Hawk C-Series,30mm,2.2,"3' 6""",9.8 lbs,"6.2"" - 7""",142mm,PL,27mm,35mm OK,10,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,"Gen 1, Telescoping and rotating front / Vintage",,,,
,,40mm,2.2,"3' 6""",4.5 lbs,"4.8"" - 5.6""",110mm,PL,30mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,"Gen 1, Telescoping and rotating front / Vintage",,,,
,,50mm,2.2,"3' 6""",4.5 lbs,"5.5"" - 6.1""",110mm,PL,32mm,35mm OK,14,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,"Gen 1, Telescoping and rotating front / Vintage",,,,
,,60mm,2.2,"3' 6""",4.7 lbs,"6"" - 6.5""",110mm,PL,35mm,35mm OK,12,2x,None,Duclos 1.7X,No,N/A,,,"Gen 1, Telescoping and rotating front / Vintage",,,,
,,75mm,2.2,"3' 6""",5 lbs,"6.8"" - 7.4""",110mm,PL,38mm,35mm OK,8,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",Duclos 1.7X,No,Attached to lens,,,"Gen 1, Telescoping and rotating front / Vintage",,,,
,,100mm,3,"3' 6""",6 lbs,"8"" - 8.6""",110mm,PL,41mm,35mm OK,16,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",Duclos 1.7X,No,Attached to lens,,,"Gen 1, Telescoping and rotating front / Vintage",,,,
,,135mm,3,"3' 6""",12 lbs,"12""",110mm,PL,41mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",Duclos 1.7X,No,Attached to lens,,,"Gen 1, Non-telescoping front / looks a lot like V-Series 135mm",,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Vantage,Hawk V-Series,25mm,2.2,"3' 6""",6.2 lbs,"4.5""",142mm,PL,29mm,35mm OK,14,2x,None,,No,N/A,,,Gen 2,,,,
,,30mm,2.2,"2' 8""",11.5 lbs,"7.4""",156mm,PL,,35mm OK,,2x,,,No,,,,Gen 2,,,,
,,35mm,2.2,3',11.8 lbs,"6.7""",156mm,PL,30mm,35mm OK,12,2x,"Ang 1.4X, IBE 1.4X, IBE 2X",,No,Attached to lens,,,Gen 2,,,,
,,40mm,2.2,"2' 6""",13.6 lbs,"8""",156mm,PL,,35mm OK,,2x,,,No,,,,Gen 2,,,,
,,50mm,2.2,2',8.1 lbs,"7.1""",125mm,PL,32mm,35mm OK,12,2x,None,,No,Attached to lens,,,Gen 2,,,,
,,60mm,2.2,2,8.8 lbs,"7.6""",125mm,PL,32mm,35mm OK,11,2x,"IBE 1.4X, IBE 2X",,No,Attached to lens,,,Gen 2,,,,
,,75mm,2.2,2',10.1 lbs,"9.4""",125mm,PL,,35mm OK,,2x,,,No,,,,Gen 2,,,,
,,100mm,2.2,"3' 6""",12.2 lbs,"12.2""",125mm,PL,36mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",,No,Attached to lens,,,Gen 2,,,,
,,135mm,3,"3' 6""",14 lbs,"12.2""",125mm,PL,37mm clear / 41mm with falloff,35mm OK,15,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",,No,Attached to lens,,,Gen 2,,,,
,,180mm,3,"6' 6""",16.5 lbs,"15.5""",142mm,PL,39mm clear / 42mm with falloff,35mm OK,15,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",,No,Attached to lens,,,Gen 2,,,,
,,250mm,3,"6' 6""",17 lbs,"17.6""",142mm,PL,41mm clear / 43mm with falloff,35mm OK,15,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",,No,Attached to lens,,,Gen 2,,,,
,,350mm,4.2,"6' 6""",18.5 lbs,"19.1""",142mm,PL,,35mm OK,,2x,,,No,,,,Gen 2,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Vantage,Hawk V-Plus,35mm,2.2,"2' 6""",11.7 lbs,"7.4""",156mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,40mm,2.2,"2' 6""",12.1 lbs,"8""",156mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,50mm,2.2,2',8.1 lbs,"8""",125mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,65mm Macro,3,"1' 3""",9.5 lbs,"9.25""",125mm,PL,32mm,35mm OK,14,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,"Gen 3, Drop-in filter size: 48mm (can stack 2) / Not currently in inventory",,,,
,,75mm,2.2,2',9.5 lbs,"9.4""",125mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,85mm,2.2,2,9.7 lbs,"9.8""",125mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,100mm,2.2,"3' 3""",12.3 lbs,"12.8""",125mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,120mm Macro,3.5,"1' 5""",12.3 lbs,"13.1""",125mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,135mm,3,"3' 3""",11.9 lbs,"12.8""",125mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,150mm,3,"3' 3""",11.7 lbs,"12.8""",125mm,PL,,35mm OK,,2x,,,No,N/A,,,Gen 3,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Vantage,Hawk V-Lite,28mm,2.2,"2' 9""",4.6 lbs,"4.6""",120mm,PL,29mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,Gen 4,,,,
,,35mm,2.2,"3' 6""",6.2 lbs,"6""",120mm,PL,30mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,Gen 4,,,,
,,45mm,2.2,"3' 6""",4.4 lbs,"5.2""",104mm,PL,32mm,35mm OK,12,2x,None,None,No,N/A,,,Gen 4,,,,
,,55mm,2.2,"3' 6""",4.6 lbs,"5.4""",104mm,PL,33mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,Gen 4,,,,
,,65mm,2.2,"3' 6""",4.8 lbs,"5.8""",104mm,PL,36mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,Gen 4,,,,
,,80mm,2.2,"3' 6""",5.2 lbs,"6.5""",104mm,PL,37mm,35mm OK,11,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,Gen 4,,,,
,,110mm,3,"3' 6""",5.8 lbs,"7.25""",104mm,PL,36mm clear / 43mm with falloff,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,Gen 4,,,,
,,140mm,3.5,"3' 6""",6.4 lbs,"8.2""",104mm,PL,36mm clear / 43mm with falloff,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,Gen 4,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Vantage,Hawk V-Lite Vintage '74,28mm,2.3,"2' 9""",4.8 lbs,"4.6""",120mm,PL,29mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,,,,,
,,35mm,2.3,"3' 6""",6.6 lbs,"6""",120mm,PL,30mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,,,,,
,,45mm,2.3,"3' 6""",4.6 lbs,"5.2""",104mm,PL,32mm,35mm OK,12,2x,None,None,No,N/A,,,,,,,
,,55mm,2.3,"3' 6""",4.8 lbs,"5.4""",104mm,PL,33mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,,,,,
,,65mm,2.3,"3' 6""",5 lbs,"5.8""",104mm,PL,36mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,,,,,
,,80mm,2.3,"3' 6""",5.6 lbs,"6.5""",104mm,PL,37mm,35mm OK,11,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,,,,,
,,110mm,3.1,"3' 6""",6.2 lbs,"7.25""",104mm,PL,36mm clear / 43mm with falloff,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,,,,,
,,140mm,3.7,"3' 6""",6.6 lbs,"8.2""",104mm,PL,36mm clear / 43mm with falloff,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,No,N/A,,,Not currently in inventory,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,,LDS,Support Riser Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Vantage,Hawk V-Lite 1.3x,20mm,2.2,2',5.5 lbs,"5.7""",142mm,PL,,35mm OK,,1.3x,,,No,N/A,,,1.3X / Not currently in inventory,,,,
,,24mm,2.2,2',5.5 lbs,"5.7""",120mm,PL,,35mm OK,,1.3x,,,No,N/A,,,1.3X / Not currently in inventory,,,,
,,28mm,2.2,"2' 7""",5 lbs,"5.4""",120mm,PL,,35mm OK,,1.3x,,,No,N/A,,,1.3X / Not currently in inventory,,,,
,,35mm,2.2,"3' 6""",6.2 lbs,"5.9""",120mm,PL,33mm,35mm OK,12,1.3x,"IBE 1.4X, IBE 2X",,No,N/A,,,1.3X / Not currently in inventory,,,,
,,45mm,2.2,"3' 3""",4.2 lbs,"6""",104mm,PL,,35mm OK,,1.3x,,,No,N/A,,,1.3X / Not currently in inventory,,,,
,,55mm,2.2,"3' 3""",4.4 lbs,"6.1""",104mm,PL,,35mm OK,,1.3x,,,No,N/A,,,1.3X / Not currently in inventory,,,,
,,65mm,2.2,"3' 3""",4.4 lbs,"6.3""",104mm,PL,,35mm OK,,1.3x,,,No,N/A,,,1.3X / Not currently in inventory,,,,
,,80mm,2.2,"3' 6""",5.2 lbs,"6.5""",104mm,PL,38mm,35mm OK,11,1.3x,"IBE 1.4X, IBE 2X",,No,N/A,,,1.3X / Not currently in inventory,,,,
,,110mm,3,"3' 6""",5.8 lbs,"7.25""",104mm,PL,36mm clear / 43mm with falloff,35mm OK,15,1.3x,"IBE 1.4X, IBE 2X",,No,N/A,,,1.3X / Not currently in inventory,,,,
,,140mm,3.5,"3' 6""",6.4 lbs,"8.2""",104mm,PL,37mm clear / 43mm with falloff,35mm OK,15,1.3x,"IBE 1.4X, IBE 2X",,No,N/A,,,1.3X / Not currently in inventory,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,,LDS,Support Riser Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Xelmus,AURA,20mm,2.2,,,,,,,,,2x,,,,,,,Releasing end of 2025 / Not currently in inventory,,,,
,,30mm,2.2,,,,,,,,,2x,,,,,,,Releasing July 2025 / Not currently in inventory,,,,
,,40mm,2.2,,,,,,,,,2x,,,,,,,Releasing end of 2025 / Not currently in inventory,,,,
,,50mm,2.2,,,,,,,,,2x,,,,,,,Releasing July 2025 / Not currently in inventory,,,,
,,60mm Macro,2.2,,,,,,,,,2x,,,,,,,Releasing end of 2025 / Not currently in inventory,,,,
,,75mm,2.2,,,,,,,,,2x,,,,,,,Releasing July 2025 / Not currently in inventory,,,,
,,100mm,2.2,,,,,,,,,2x,,,,,,,Releasing end of 2025 / Not currently in inventory,,,,
,,135mm,2.5,,,,,,,,,2x,,,,,,,Releasing July 2025 / Not currently in inventory,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Zeiss,Master Anamorphic,28mm,1.9,"2' 3""",5.5 lbs,"7.12""",114mm,PL,32mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,Yes,N/A,,,Flare kit available,,,,
,,35mm,1.9,"2' 6""",5.5 lbs,"7.12""",95mm,PL,33mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,Yes,N/A,,,Flare kit available,,,,
,,40mm,1.9,"2' 6""",6 lbs,"7.12""",95mm,PL,35mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X (Must remove rear beauty cover),Yes,N/A,,,Flare kit available,,,,
,,50mm,1.9,"2' 6""",5.5 lbs,"7.12""",95mm,PL,35mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,Yes,N/A,,,Flare kit available,,,,
,,60mm,1.9,3',5.5 lbs,"7.12""",95mm,PL,33mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,Yes,N/A,,,Flare kit available,,,,
,,75mm,1.9,3',5.5 lbs,"7.12""",95mm,PL,35mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X,Yes,N/A,,,Flare kit available,,,,
,,100mm,1.9,"3' 3""",7 lbs,"8.12""",95mm,PL,36mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X (Must remove rear beauty cover),Yes,32.5mm,,,Flare kit available,,,,
,,135mm,1.9,4',8.4 lbs,"8.8""",95mm,PL,38mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X (Must remove rear beauty cover),Yes,32.5mm,,,Flare kit available,,,,
,,180mm,2.8,5',6.9 lbs,"8.8""",95mm,PL,40mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",Duclos 1.7X (Must remove rear beauty cover),Yes,32.5mm,,,Flare kit available,,,,
