,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
DZO Film,Pavo Anamorphic 2x,28mm,2.1,"1' 4""",2.65 lbs,"4.19""",95mm,PL / EF,31.5mm,,14,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,32mm,2.1,"1' 4""",2.81 lbs,"4.16""",95mm,PL / EF,31.5mm,,16,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,40mm,2.1,"1' 6""",2.86 lbs,"4.24""",95mm,PL / EF,31.5mm,,16,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,55mm,2.1,2',2.78 lbs,"4.26""",95mm,PL / EF,31.5mm,,16,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,65mm,2.8,"1' 2""",4.32 lbs,"6.3""",95mm,PL / EF,31.5mm,,16,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,75mm,2.1,"2' 9""",3.23 lbs,"4.99""",95mm,PL / EF,31.5mm,,16,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,100mm,2.4,"3' 1""",3.64 lbs,"5.63""",95mm,PL / EF,31.5mm,,16,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,135mm,2.5,"3' 3""",4.39 lbs,"6.3""",95mm,PL / EF,31.5mm,,16,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,180mm,2.8,"3' 5""",4.29 lbs,"6.3""",95mm,PL / EF,31.5mm,,16,2x,,,No,N/A,2024,Middle,Neutral and Blue flare versions,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
JDC,Xtal Express,TBD,,,,,,,S35,35mm OK,,2x,,,No,N/A,1980's,,Waiting on Consignment Lenses to come in before updating specs.,,,,
,,TBD,,,,,,,S35,35mm OK,,2x,,,No,N/A,1980's,,,,,,
,,TBD,,,,,,,S35,35mm OK,,2x,,,No,N/A,1980's,,,,,,
,,TBD,,,,,,,S35,35mm OK,,2x,,,No,N/A,1980's,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Keslow,K-35 Anamorphic,35mm,1.3,"3.5""",7.8 lbs,"7.4"" - 8.1""",136mm,PL,31mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X, Ang 2X",,No,N/A,,,Telescoping / Vintage,,,,
,,55mm,1.3,3',5 lbs,"6.25"" - 7""",110mm,PL,35mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Telescoping / Vintage,,,,
,,85mm,1.3,3.7',7.8 lbs,"8.5"" - 9.5""",110mm,PL,39mm,35mm OK,15,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Telescoping / Vintage,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Kowa,Prominar Anamorphic,40mm,2.3,3',2.2 lbs,"4""",74mm (Some adapted to 80mm),PL,27mm,35mm OK,8,2x,None,,No,N/A,,,77mm filter thread / Vintage,,,,
,,50mm,2.3,3',2.2 lbs,"4.3""",74mm (Some adapted to 80mm),PL,33mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,77mm filter thread / Vintage,,,,
,,75mm,2.8,3',2.8 lbs,"5.5""",74mm (Some adapted to 80mm),PL,39mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,77mm filter thread / Vintage,,,,
,,100mm,3.4,5',3.2 lbs,"6.5""",74mm (Some adapted to 80mm),PL,40mm clear / 43mm with falloff,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,77mm filter thread / Vintage,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Kowa,Prominar Anamorphic,40mm,2.3,3',2.4 lbs,"3.6""",80mm,PL,31mm,35mm OK,8,2x,None,,No,N/A,,,Vintage / Rehoused by Bartley,,,,
,,50mm,2.3,3',2.6 lbs,"4""",80mm,PL,38mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Vintage / Rehoused by Bartley,,,,
,,75mm,2.8,3',3.4 lbs,"5.2""",80mm,PL,40mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Vintage / Rehoused by Bartley,,,,
,,100mm,3.4,5',4.2 lbs,"6.5""",80mm,PL,43mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",,No,N/A,,,Vintage / Rehoused by Bartley,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Kowa,Prominar Anamorphic,32mm,2.3,"2' 6""",5 lbs,"6""",130mm,PL,29mm,35mm OK,8,2x,None,,No,N/A,,,Vintage / Rehoused by Clairmont,,,,
,,40mm,2.3,3',2.4 lbs,"3.8""",80mm,PL,30mm,35mm OK,8,2x,None,,No,N/A,,,Vintage / Rehoused by Clairmont,,,,
,,50mm,2.3,3',2.6 lbs,"4.2""",80mm,PL,35mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Vintage / Rehoused by Clairmont,,,,
,,75mm,2.8,3',3.4 lbs,"5.3""",80mm,PL,38mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Vintage / Rehoused by Clairmont,,,,
,,100mm,3.4,5',4.2 lbs,"6.5""",80mm,PL,39mm,35mm OK,12,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Vintage / Rehoused by Clairmont,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Laowa,Proteus Anamorphic ,28mm,2,"1' 7""",5.45 lbs,"7.25""",114mm,PL / EF,33.74mm,,10,2x,,"Duclos 1.7x, Laowa Expander",No,N/A,2024,,"Silver, Amber, and Blue tunings exist. Our consigner set is Silver!",,,,
,,35mm,2,1.8',5.29 lbs,"7.16""",114mm,PL / EF,33.74mm,,10,2x,,"Duclos 1.7x, Laowa Expander",No,N/A,2023,,"Silver, Amber, and Blue tunings exist. Our consigner set is Silver!",,,,
,,45mm,2,1.8',5.29 lbs,"7.16""",114mm,PL / EF,33.74mm,,10,2x,,"Duclos 1.7x, Laowa Expander",No,N/A,2023,,"Silver, Amber, and Blue tunings exist. Our consigner set is Silver!",,,,
,,60mm,2,2.3',5.07 lbs,"7.79""",114mm,PL / EF,33.74mm,,10,2x,,"Duclos 1.7x, Laowa Expander",No,N/A,2023,,"Silver, Amber, and Blue tunings exist. Our consigner set is Silver!",,,,
,,85mm,2,2.7',6.5 lbs,"9.44""",114mm,PL / EF,33.74mm,,10,2x,,"Duclos 1.7x, Laowa Expander",No,N/A,2023,,"Silver, Amber, and Blue tunings exist. Our consigner set is Silver!",,,,
,,100mm,2,"3' 3""",6.25 lbs,"9""",114mm,PL / EF,33.74mm,,10,2x,,"Duclos 1.7x, Laowa Expander",No,N/A,2024,,"Silver, Amber, and Blue tunings exist. Our consigner set is Silver!",,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Laowa,Nanomorph 1.5x Anamorphic,27mm,2.8,"1' 5""",1.08 lbs,"2.63""",80mm,PL / EF,30.19mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, This model of Nanomorph is for PL and EF Mount cameras only. These have a larger more robust cinema style housing.",,,,
,,35mm,2.4,"1' 11""",1.15 lbs,"2.95""",80mm,PL / EF,30.19mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, This model of Nanomorph is for PL and EF Mount cameras only. These have a larger more robust cinema style housing.",,,,
,,50mm,2.4,"2' 3""",1.21 lbs,"2.95""",80mm,PL / EF,30.19mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, This model of Nanomorph is for PL and EF Mount cameras only. These have a larger more robust cinema style housing.",,,,
,,60mm,T2.9,"9.44""",,,80mm,PL / EF,30.19mm,,,1.5x,,,No,N/A,2024,Middle,"All Flare Versions, This model of Nanomorph is for PL and EF Mount cameras only. These have a larger more robust cinema style housing.",,,,
,,65mm,2.4,,,,80mm,PL / EF,33.96mm,,,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, This model of Nanomorph is for PL and EF Mount cameras only. These have a larger more robust cinema style housing.",,,,
,,80mm,2.4,"2' 3""",1.83 lbs,"4.33""",80mm,PL / EF,33.96mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, This model of Nanomorph is for PL and EF Mount cameras only. These have a larger more robust cinema style housing.",,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Laowa,Nanomorph 1.5x Anamorphic,27mm,2.8,"1' 5""",0.69 lbs,"3.38""",58mm,R / E / Z,30.19mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, S35 Mirrorless Model, This model of Nanomorph is for mirrorless cameras only (e.g. Canon R, Sony E, Nikon Z mounts). These have a smaller, lighter, more slimmed down design, but are still geared.",,,,
,,35mm,2.4,"1' 11""",0.79 lbs,"3.38""",58mm,R / E / Z,30.19mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, S35 Mirrorless Model, This model of Nanomorph is for mirrorless cameras only (e.g. Canon R, Sony E, Nikon Z mounts). These have a smaller, lighter, more slimmed down design, but are still geared.",,,,
,,50mm,2.4,"2' 3""",0.86 lbs,"3.78""",58mm,R / E / Z,30.19mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, S35 Mirrorless Model, This model of Nanomorph is for mirrorless cameras only (e.g. Canon R, Sony E, Nikon Z mounts). These have a smaller, lighter, more slimmed down design, but are still geared.",,,,
,,65mm,2.4,"2' 3""",1.52 lbs,"5.20""",67mm,R / E / Z,33.96mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, S35 Mirrorless Model, This model of Nanomorph is for mirrorless cameras only (e.g. Canon R, Sony E, Nikon Z mounts). These have a smaller, lighter, more slimmed down design, but are still geared.",,,,
,,80mm,2.4,"2' 3""",1.57 lbs,"5.55""",67mm,R / E / Z,33.96mm,,13,1.5x,,,No,N/A,2023,Middle,"All Flare Versions, S35 Mirrorless Model, This model of Nanomorph is for mirrorless cameras only (e.g. Canon R, Sony E, Nikon Z mounts). These have a smaller, lighter, more slimmed down design, but are still geared.",,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Lensworks,NEO-AO Anamorphic,32mm,T2.2,3',6 lbs,"4.75""",136mm,PL,27mm,,,2x,,,No,,,,Spherical group is from a Speed Panchro,,,,
,,40mm,T2.2,"2' 6""",4 lbs,"4.75""",114mm,PL,27mm,,,2x,,,No,,,,Spherical group is from a Speed Panchro,,,,
,,50mm,T2.1,2',5 lbs,"5.75""",114mm,PL,30mm,,,2x,,,No,,,,Spherical group is from a Speed Panchro,,,,
,,60mm,T1.6,2',5 lbs,"7""",114mm,PL,30mm,,,2x,,,No,,,,Spherical group is from a Speed Panchro,,,,
,,75mm,T2.1,2',5.5 lbs,"7""",114mm,PL,30mm,,,2x,,,No,,,,Spherical group is from a Speed Panchro,,,,
,,85mm,T2,2',6 lbs,"11""",114mm,PL,30mm,,,2x,,,No,,,,Spherical group is from a Speed Panchro,,,,
,,100mm,T2.5,"2' 9""",6.5 lbs,"11""",114mm,PL,30mm,,,2x,,,No,,,,Spherical group is from a Speed Panchro,,,,
,,127mm,T3.1,3',6.5 lbs,"11.5""",114mm,PL,30mm,,,2x,,,No,,,,Spherical group is from a Speed Panchro,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Lomo,Square Front,22mm,,,,,Square,PL,,,,2x,,,No,,,,Vintage / Telescoping rear (do not use internal NDs) / Not currently in inventory,,,,
,,30mm,,,,,Square,PL,,,,2x,,,No,,,,Vintage / Telescoping rear (do not use internal NDs) / Not currently in inventory,,,,
,,35mm,2.5,"3' 6""",3.1 lbs,,Square,PL,,,,2x,,,No,N/A,,,Vintage / Telescoping rear (do not use internal NDs) / Not currently in inventory,,,,
,,50mm,2.5,5',3.3 lbs,,Square,PL,,,,2x,,,No,N/A,,,Vintage / Telescoping rear (do not use internal NDs) / Not currently in inventory,,,,
,,80mm,2.6,"5' 3""",4 lbs,,Square,PL,,,,2x,,,No,N/A,,,Vintage / Telescoping rear (do not use internal NDs) / Not currently in inventory,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Lomo,Round Front,35mm,2.5,"3' 6""",7.5 lbs,"5.8"" - 6.6""",141mm,PL,28mm,35mm OK,10,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Telescoping and rotating front / Vintage: 1980s,,,,
,,50mm,2.4,3',3.5 lbs,"5.6"" - 6.1""",104mm,PL,31mm,35mm OK,14,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Telescoping and rotating front / Vintage: 1980s,,,,
,,75mm,2.4,"3' 3""",4.2 lbs,"7"" - 7.5""",114mm,PL,38mm,35mm OK,16,2x,"IBE 1.4X, IBE 2X, Ang 2X, Optex, 2X, Century 2X",,No,N/A,,,Telescoping and rotating front / Vintage: 1980s,,,,
,,100mm,3,3',4.6 lbs,"8.2"" - 8.75""",114mm,PL,41mm clear / 43mm with falloff,35mm OK,16,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex, 2X, Century 2X, Optitek 1.4X",,No,N/A,,,Telescoping and rotating front / Vintage: 1980s,,,,
,,150mm,3.6,"3' 6""",3.8 lbs,"8.2"" - 9.5""",80mm,PL,42mm,35mm OK,16,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex, 2X, Century 2X, Optitek 1.4X",,No,Attached to lens,,,Telescoping and rotating front / Vintage: 1980s,,,,
,,300mm,4.7,13',4.3 lbs,"9.7"" - 12.3""",95mm,PL,41mm,35mm OK,13,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Optex, 2X, Century 2X, Optitek 1.4X",,No,Attached to lens,,,Telescoping and rotating front / Vintage: 1980s,,,,
,,500mm,6.9,13',6.8 lbs,"13.6"" - 16.2""",95mm,PL,43mm,35mm OK,16,2x,"IBE 1.4X, IBE 2X, Ang 2X, Optex, 2X, Century 2X",,No,Attached to lens,,,Telescoping and rotating front / Vintage: 1980s,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Lomo,High Speed,35mm,1.6,3',8 lbs,,150mm,PL,,35mm OK,,,,,No,N/A,,,Vintage / Not currently in inventory,,,,
,,50mm,1.4,3',5 lbs,,104mm,PL,,35mm OK,,,,,No,N/A,,,Vintage / Not currently in inventory,,,,
,,75mm,1.6,3',6.5 lbs,,110mm,PL,,35mm OK,,,,,No,N/A,,,Vintage / Not currently in inventory,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Nikkor,Converted Anamorphic,400mm,,,,,,PL,,35mm OK,,,,,No,,,,,,,,
,,400mm,,,,,,PL,,35mm OK,,,,,No,,,,Macro,,,,
,,600mm,,,,,,PL,,35mm OK,,,,,No,,,,,,,,
,,800mm,,,,,,PL,,35mm OK,,,,,No,,,,,,,,
,,1000mm,6.8,20',9.6 lbs,"15.3"" (21.3"" with lens hood)",132mm (150mm with lens hood),PL,29mm,35mm OK,9,2x,"IBE 1.4X, IBE 2X",,No,Attached to lens,,,"Vintage / Adapted from 500mm Nikkor / Drop-in filter size: 2""x3"" (3) / Filter trays are rotatable",,,,
,,1200mm,,,,,,PL,,35mm OK,,,,,No,,,,,,,,
,,1600mm,11,30',14 lbs,"21"" (25.2"" with lens hood)",157mm (175mm with lens hood),PL,26mm,35mm OK,8,2x,"IBE 1.4X, IBE 2X",,No,Attached to lens,,,"Vintage / Adapted from 800mm Nikkor / Drop-in filter size: 2""x3"" (2) / Filter trays are rotatable",,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
Optica-Elite,Elite Anamorphic,24.5mm,2.1,"3' 4""",5.8 lbs,"4.6""",140.5mm,PL,28mm,,12,2x,None,,No,N/A,,,Vintage,,,,
,,32mm,2.2,"3' 4""",11.2 lbs,"6.5""",156mm,PL,28mm,,8,2x,"IBE 1.4X, IBE 2X",,No,Attached to lens,,,Vintage,,,,
,,40mm,2.1,"3' 4""",13.6 lbs,"9.5""",156mm,PL,,,,2x,,,No,,,,Vintage / Not currently in inventory,,,,
,,50mm,2.2,"3' 4""",6.8 lbs,"6.5""",124mm,PL,31mm,,10,2x,"IBE 1.4X, IBE 2X",,No,N/A,,,Vintage,,,,
,,75mm,2.2,"3' 5""",8.2 lbs,"7.2""",124mm,PL,34mm,,10,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",,No,N/A,,,Vintage,,,,
,,100mm,2.1,4',15.4 lbs,"13.8""",124mm,PL,35mm,,15,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",,No,Attached to lens,,,Vintage,,,,
,,135mm,2.5,5',15 lbs,"16.5""",124mm,PL,38mm,,16,2x,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",,No,Attached to lens,,,Vintage,,,,
,,180mm,2.8,5',13.6 lbs,"16""",124mm,PL,,,,2x,,,No,,,,Vintage / Not currently in inventory,,,,
,,250mm,3,6',14.5 lbs,"18.6""",124mm,PL,,,,2x,,,No,,,,Vintage / Not currently in inventory,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,"Anamorphic
Squeeze
Factor",Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,"Anamorphic
Location",Notes,,,,
